<br><font color=yellow>*Sabara, Izutora(Get Jazzy) eagerly regained his footing after performing the twin kicks. He'd take one cartwheel, well aware of his surroundings while doing such. The male would fish throughout his backpouch, demoralized when he found that he couldn't find a kunai knife. He clutched onto something that seemed to be much more useful for his tactics.

Suddenly, his hand would emerge from his backpouch...holding.... a fish. He'd whip the fish directly at Amon, and without a second thought he'd bound off of his feet, performing a quick spin backward throughout the air, before shooting toward Amon, his left leg tucked in and his right leg extended out. He aimed to smack his sole into Amon's jaw.

"Dynamic Entry!"* - Tue Oct  6 02:16:06 2015
<br><br><font color=yellow>*Sabara, Izutora(Get Jazzy) attempted to lift his right leg above his left and above the position where his hands were. He'd guide his right hand a little above his right leg, then proceed to lift his left some, followed by his left leg. He was straining his body considerably by trying to stretch in such a hardcore manner. None the less, his goal was to scale the mansion of Kumogakure, without the aid of chakra, even though he could fully use his own. The bowlcut haired individual kicked off of the mountain, performing a backward flip then landing in a crouched position.* - Thu Oct  8 11:48:41 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: If no be gir'! Then need get muscle like Maloth. - Thu Oct  8 19:59:21 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: Easy tell then. - Thu Oct  8 19:59:21 2015
<br><br><font color=teal>*Bremusa(Ej247) says: Agreed - Thu Oct  8 19:59:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Relax, Khalil.. In-case you haven't noticed... Maloth isn't the most... - Thu Oct  8 19:59:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Hm. - Thu Oct  8 19:59:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Observant. - Thu Oct  8 19:59:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Of humans. - Thu Oct  8 19:59:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: But. - Thu Oct  8 19:59:21 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Maloth is mean. - Thu Oct  8 19:59:21 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: It's just how he is. - Thu Oct  8 20:00:12 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: . . .Meanoth. . . Mmm. No mea', if really no girl. . Jus' show? - Thu Oct  8 20:00:12 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Is a lion mean for killing other animals? - Thu Oct  8 20:00:12 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Yeah. - Thu Oct  8 20:00:12 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: And I am not showing, ew. - Thu Oct  8 20:00:12 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: This doesn't bode well... This means I'm not special anymore. - Thu Oct  8 20:02:46 2015
<br><br><font color=teal>*Bremusa(Ej247) says: I'm wearing all I need for combat. - Thu Oct  8 20:02:46 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Oh? - Thu Oct  8 20:02:46 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: Hrm. . .Sib. . .Ling? - Thu Oct  8 20:04:28 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Brother and sister. - Thu Oct  8 20:05:20 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: No. Is no. - Thu Oct  8 20:05:20 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: Greetings. - Thu Oct  8 20:05:20 2015
<br><br><font color=teal>*Bremusa(Ej247) says: No. - Thu Oct  8 20:05:20 2015
<br><br><font color=teal>*Bremusa(Ej247) says: Not intrested. - Thu Oct  8 20:07:02 2015
<br><br><font color=teal>*Bremusa(Ej247) says: interested - Thu Oct  8 20:07:02 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: D'awww. - Thu Oct  8 20:07:53 2015
<br><br><font color=teal>*Bremusa(Ej247) says: Once oyur arm is healed come back. - Thu Oct  8 20:07:53 2015
<br><br><font color=teal>*Bremusa(Ej247) says: your* - Thu Oct  8 20:07:53 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nope. - Thu Oct  8 20:08:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Don't need it. - Thu Oct  8 20:08:44 2015
<br><br><font color=yellow>*Sabara, Izutora(Get Jazzy) folded his arm behind his back, throwing his legs out beneath him. He'd press his right palm firmly against the ground below him, beginning to arch and re-extend his right arm. Izutora's primary focus was his upper body strength training. His surroundings were seemingly no regard to him. The taijutsu specialist continued performing pushups, a three to four second delay of holding each before he proceed with another.* - Thu Oct  8 20:09:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: So asian.... Look at that devotion... - Thu Oct  8 20:09:36 2015
<br><br><font color=teal>*Bremusa(Ej247) says: Okay. - Thu Oct  8 20:10:27 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Pfft. - Thu Oct  8 20:11:18 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Slacker. - Thu Oct  8 20:11:18 2015
<br><br><font color=teal>*Bremusa(Ej247) says: I'm afriad if we were to spar you would lose. Because men cant focus on the fight at hand when they face a amazon. - Thu Oct  8 20:12:09 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: .... - Thu Oct  8 20:12:09 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I don't really need to focus. - Thu Oct  8 20:12:09 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: It's obvious. - Thu Oct  8 20:12:09 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Hmph.. - Thu Oct  8 20:12:09 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: You fail to realize. - Thu Oct  8 20:13:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I. - Thu Oct  8 20:13:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Am. - Thu Oct  8 20:13:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Black. - Thu Oct  8 20:13:00 2015
<br><br><font color=teal>*Bremusa(Ej247) says: Okay. - Thu Oct  8 20:13:00 2015
<br><br><font color=teal>*Bremusa(Ej247) says: Yet you are still a pintched male. - Thu Oct  8 20:13:52 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Ugh, we all know you are black Kojiro. - Thu Oct  8 20:13:52 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Ugh, what did this chick just call me? - Thu Oct  8 20:13:52 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Ye'. - Thu Oct  8 20:13:52 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Oooooooooooooooh!~ A fight. - Thu Oct  8 20:17:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: ?_ - Thu Oct  8 20:21:32 2015
<br><br><font color=teal>*Hideki(Assassin241) says: .... - Thu Oct  8 20:23:15 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: I probably shouldn't be laughing seeing as he broke my fucking arm. - Thu Oct  8 20:23:15 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: What the fuck is happening. - Thu Oct  8 20:23:15 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: ---- - Thu Oct  8 20:23:15 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Oh Kojiro is here. - Thu Oct  8 20:23:15 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Thu Oct  8 20:24:06 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Hey...Kojiro - Thu Oct  8 20:24:06 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Sup, friend. - Thu Oct  8 20:24:06 2015
<br><br><font color=teal>*Hideki(Assassin241) says: *Coughs* - Thu Oct  8 20:24:06 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Come here. - Thu Oct  8 20:24:06 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: ...Hmmn...? - Thu Oct  8 20:24:57 2015
<br><br><font color=yellow>*Sabara, Izutora(Get Jazzy) got out of pushup positions. He'd seat himself on the ground, performing leg stretches. His beaty gaze drifted toward Misa.

"Hello, youthful miss, how is your day so far?"* - Thu Oct  8 20:24:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ur fkin dun kid - Thu Oct  8 20:27:31 2015
<br><br><font color=teal>*Hideki(Assassin241) says: omit - Thu Oct  8 20:27:31 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Hey Hideki. - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Didn't Kojiro shove his dick in your mouth? - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Dman - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ---- - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Hideki(Assassin241) says: That ain't even happen though. - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: First he rubs one off on his sister while she is asleep - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: And now this. - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: He is on a roll. - Thu Oct  8 20:29:13 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: Tired? From what perhaps? - Thu Oct  8 20:29:13 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: I am never tired! My body is a fire coursing with youth! - Thu Oct  8 20:30:56 2015
<br><br><font color=teal>*Bremusa(Ej247) says: A amazon doesn't give out the location of her birth place. - Thu Oct  8 20:44:35 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: Is tell Maloth. .  - Thu Oct  8 20:45:26 2015
<br><br><font color=teal>*Bremusa(Ej247) says: What? - Thu Oct  8 20:46:17 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: Tell Maloth! Wan' know. - Thu Oct  8 20:47:08 2015
<br><br><font color=teal>*Bremusa(Ej247) says: No. - Thu Oct  8 20:47:08 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Ugh, tell him so he'll stop screaming. - Thu Oct  8 20:47:08 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: Certain things. - Thu Oct  8 20:48:51 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: Mostly private. - Thu Oct  8 20:48:51 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: What is private? - Thu Oct  8 20:49:42 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: The certain things--. - Thu Oct  8 20:49:42 2015
<br><br><font color=teal>*Maloth(Gtgoku88) thinks: Is pedo! - Thu Oct  8 20:50:33 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Excuse me, Miss Misa. - Thu Oct  8 20:50:33 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: How may I help you? - Thu Oct  8 20:51:24 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Have you seen Ortho around? - Thu Oct  8 20:51:24 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: He left while we were training mysteriously and I haven't seen him since. - Thu Oct  8 20:51:24 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: He should be at the training grounds, if not return to me, I'll have one of my hawks scan the area. - Thu Oct  8 20:52:16 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: This will be.. - Thu Oct  8 20:52:16 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Interesting. - Thu Oct  8 20:52:16 2015
<br><br><font color=teal>*Maloth(Gtgoku88) thinks: Is pedo! - Thu Oct  8 20:53:58 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I was at the training grounds, he wasn't there. - Thu Oct  8 20:54:49 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Can I go see this fight? - Thu Oct  8 20:55:40 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) thinks: Maybe I can learn a few things. - Thu Oct  8 20:56:32 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Kay. - Thu Oct  8 20:58:14 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Oh and um...Nina was progressing nicely if you wanted to know. - Thu Oct  8 20:59:56 2015
<br><br><font color=teal>*Lyala(BoyFlareon) thinks: How does one start a fight so easily.. - Thu Oct  8 20:59:56 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Uh. - Thu Oct  8 21:28:57 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: What's going on? - Thu Oct  8 21:28:57 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: A fight. - Thu Oct  8 21:28:57 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Why is there always a fight. . - Thu Oct  8 21:29:48 2015
<br><br><font color=yellow>*Sabara, Izutora(Get Jazzy) slowly stood up from doing his leg stretches, a stern, beaty gaze shifting itself toward Ambrocio. He'd remove a kunai and an explosive tag from his pocket, proceeding to whip it toward the male, aiming to at least slash his face as it glided by him when thrown. The explosive tag would detonate shortly after coming in close contact with the male. From the smoke that perhaps shrouded Ambrocio would emerge the bushy browed, bowlcut adorning individual.

His right leg shot out, and he aimed to smash his foot against the male's jaw.

"Dainamikku, Entorii!"* - Thu Oct  8 21:34:04 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: . . . - Thu Oct  8 21:34:56 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: .... - Thu Oct  8 21:35:47 2015
<br><br><font color=yellow>*Sabara, Izutora(Get Jazzy) had his Dynamic Entry avoided for the second time. His foot would dig into the ground inches from Misa's footing. The male would drift his beaty gaze to her, blinking.

"Huh..?"* - Thu Oct  8 21:37:29 2015
<br><br><font color=yellow>*Sabara, Izutora(Get Jazzy) had lowered his leg in midair though, so the flying sidekick wouldn't even have hit her, if she did stay there. He'd look around, raising one of his bushy eyebrows. The male would hop onto his hands, performing a handstand and trotting across the ground on his palms. His legs hung in the air.* - Thu Oct  8 21:42:36 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) thinks: What're they doing..? - Thu Oct  8 21:44:19 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: t4 strength - Thu Oct  8 21:44:19 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: None of what I've just seen. - Thu Oct  8 21:45:10 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Needed to happen. - Thu Oct  8 21:45:10 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: I'm getting so tired of this shit. - Thu Oct  8 21:45:10 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Hrm. - Thu Oct  8 21:46:01 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Not even Vagene could cheer me up... - Thu Oct  8 21:46:01 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Heiwa, you want some Sake? - Thu Oct  8 21:46:52 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Isn't that the stuff that makes you stupid? - Thu Oct  8 21:46:52 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Thu Oct  8 21:47:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nevermind. - Thu Oct  8 21:47:44 2015
<br><br><font color=teal>*Storm(Sisbro55) says: ------ - Thu Oct  8 21:47:44 2015
<br><br><font color=yellow>*Sabara, Izutora(Get Jazzy) continued walking around on his hands, before posturing himself idly.* - Thu Oct  8 21:47:44 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: .... - Thu Oct  8 21:47:44 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Has anyone seen nizaaa? - Thu Oct  8 21:47:44 2015
<br><br><font color=teal>*Storm(Sisbro55) says: --- - Thu Oct  8 21:48:35 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nope. - Thu Oct  8 21:48:35 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Awe. - Thu Oct  8 21:48:35 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Hm... - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Maybe. - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: If you take off your shirt. - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: And wriggle around. - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: He'll come. - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Just a guess. - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: .... - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Thu Oct  8 21:49:26 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) thinks: Everytime I come here...Every damn time - Thu Oct  8 21:50:17 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: I'm Kojiro's sister. - Thu Oct  8 21:50:17 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Gene. - Thu Oct  8 21:50:17 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I don't know what I said. - Thu Oct  8 21:51:08 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: When I'm Raikage, my dream is to imprison Kojiro! - Thu Oct  8 21:51:08 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: omit - Thu Oct  8 21:51:08 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Im not Raizek chill with that shit - Thu Oct  8 21:51:08 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Oh. I'm Heiwa. Uncle Hideki's nephew. - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: You're so cute. - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Thanks. - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: . . . - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Oh, the kid. - Thu Oct  8 21:52:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: It's rude to stare. - Thu Oct  8 21:52:51 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Is it because I'm black? - Thu Oct  8 21:52:51 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Damn chinks.. - Thu Oct  8 21:53:42 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: What do you do? @Gene - Thu Oct  8 21:53:42 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: I'm the head of the medical division, little one. - Thu Oct  8 21:54:33 2015
<br><br><font color=teal>*Heiwa(PythonJedi) thinks: Like mom.. - Thu Oct  8 21:55:24 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Are you good?  - Thu Oct  8 21:55:24 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: I'd like to believe so, yes. - Thu Oct  8 21:55:24 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Fuck you too. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: So, kiddo. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: You can call me... - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) thinks: I wonder what charismatic means. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Daddy Kojiro... Or just dad, pops. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Real nigga. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) thinks: That guy sure talks a lot. - Thu Oct  8 21:57:07 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: ..What?  - Thu Oct  8 21:57:58 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Bump my fist with yours. - Thu Oct  8 21:57:58 2015
<br><br><font color=teal>*Heiwa(PythonJedi) thinks: Damn niggers. - Thu Oct  8 21:57:58 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Hm. - Thu Oct  8 21:59:40 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: ... - Thu Oct  8 22:05:39 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: *Sigh* - Thu Oct  8 22:06:30 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I don't know what it is. - Thu Oct  8 22:08:12 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: But I feel like shit all of a sudden. - Thu Oct  8 22:08:12 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Sooo. - Thu Oct  8 22:09:55 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: What? - Thu Oct  8 22:09:55 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Anyone wanna see a magic trick? - Thu Oct  8 22:09:55 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: No such thing. - Thu Oct  8 22:10:46 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: But there isss. - Thu Oct  8 22:10:46 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Nope/ - Thu Oct  8 22:10:46 2015
<br><br><font color=yellow>*Sabara, Izutora(Get Jazzy) throws a fish at Kaori.

"Dodge!"* - Thu Oct  8 22:11:37 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: That fish was not youthful enough for my preferences! It may rest... on the ground! - Thu Oct  8 22:12:28 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: D-Did you kill it? - Thu Oct  8 22:12:28 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Why did you hurt the fish just to throw it..? - Thu Oct  8 22:12:28 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: It was dead already! - Thu Oct  8 22:13:20 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Omit- - Thu Oct  8 22:13:20 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: Hello. - Thu Oct  8 22:21:52 2015
<br><br><font color=yellow>*Sabara, Izutora(Get Jazzy) throws his arms out, tensing up.

"HACHIMON!"

"TONKOU!"* - Thu Oct  8 22:23:34 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: KILL EVERYTHING - Thu Oct  8 22:25:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: ! - Thu Oct  8 22:25:16 2015
<br><br><font color=teal>*Asteroth(Lordlol45) thinks: Look at them. . . all lined up. .  - Thu Oct  8 22:26:59 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: . . . . . . . . . . . . - Thu Oct  8 22:27:50 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: ...He hasn't replied. - Thu Oct  8 22:32:06 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I find it odd.. - Thu Oct  8 22:32:06 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: . . . . . . . - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: That your village. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Kills my close friend. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: And you have the balls.. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: THE BALLS. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: To show your face here. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) thinks: Ohhh they might fight. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: . . . . . . . . - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: Let me give.... you a fair warning.... - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: Your close friend was killed by my village. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Psychic_Warrior) says: You should hope that you aren't killed by me. - Thu Oct  8 22:32:57 2015
<br><br><font color=teal>*Asteroth(Lordlol45) thinks: He's surrounded on all ends.. - Thu Oct  8 22:33:48 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You know...... - Thu Oct  8 22:33:48 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You know what, lets have a friendly spar. - Thu Oct  8 22:34:40 2015
