<br><font color=teal>*Lera(Bailey42) whispers: heh, you could call it that yes. - Sun Nov  8 10:58:46 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: I'm going crazy. . . - Mon Nov  9 09:13:23 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: No. . Just guilt. - Mon Nov  9 09:16:48 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: Hm? - Mon Nov  9 09:17:39 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: H-Huh? Nothing. - Mon Nov  9 09:18:30 2015
<br><br><font color=teal>*Ghost Koeki(ZuuZuu) thinks: I can't punch stuff anymore...this shit sucks.. - Mon Nov  9 09:20:12 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: I think he's been drinking. - Mon Nov  9 09:24:28 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: . . .  - Mon Nov  9 09:41:32 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: PLotting revenge? - Mon Nov  9 09:41:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hrm? Was I that loud? - Mon Nov  9 09:43:15 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Them hallucinations.. - Mon Nov  9 09:43:15 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: . . .  - Mon Nov  9 09:44:06 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: right. .  - Mon Nov  9 09:44:06 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Drugs are bad. - Mon Nov  9 09:54:20 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Sanookie. - Mon Nov  9 09:54:20 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: It's not drugs. .  - Mon Nov  9 09:54:20 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I think. . . I can see deadpeople. - Mon Nov  9 09:54:20 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: ... - Mon Nov  9 09:55:12 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Drugs are bad, Sanookie.  - Mon Nov  9 09:55:12 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Gah. . . - Mon Nov  9 09:57:45 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: You should stop drinking. - Mon Nov  9 10:08:00 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: Is that what his eyes can do? - Mon Nov  9 10:08:00 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: That's a terrible gift. - Mon Nov  9 10:08:00 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: I don't think I have a medication for that symptom. - Mon Nov  9 10:09:42 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Sanoke... do you need a doctor'scheck up? - Mon Nov  9 10:10:33 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: Of course the priest can fix him... - Mon Nov  9 10:10:33 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Marrisa. Maybe when you're free we could work on my wind style?... Well.. Its up to you. - Mon Nov  9 10:17:23 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: I am free now . . - Mon Nov  9 10:17:23 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mmmm... - Mon Nov  9 10:17:23 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: It'll only cost you two thousand Role play points!  - Mon Nov  9 10:17:23 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: -omit- - Mon Nov  9 10:17:23 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: Guess I could do that.. Not like I'm sleeping anytime soon.. - Mon Nov  9 10:18:14 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm.. Well. If you're free. Let's get to work?.. - Mon Nov  9 10:19:56 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: First things first! - Mon Nov  9 10:19:56 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm? - Mon Nov  9 10:19:56 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: What do you know so far? - Mon Nov  9 10:19:56 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Well... Could we speak.. elsewhere about it?.. - Mon Nov  9 10:20:48 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Or.. I could whisper em' to you. - Mon Nov  9 10:20:48 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: Whisper away friend. - Mon Nov  9 10:20:48 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: Err... I learned to infuse my wind natured chakra into kunai and stuff.. - Mon Nov  9 10:21:39 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) whispers: So . You know chakra flow wind. . And that's it? - Mon Nov  9 10:22:30 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: Umm.. I learned that Gale Palm technique.. An'... Rotating Shurikens.  - Mon Nov  9 10:22:30 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: That's about it.. - Mon Nov  9 10:22:30 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: (Gale Palm, Chakra Flow Wind, Rotating Shurikens) - Mon Nov  9 10:24:12 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) "Oh?.." watched as Marrisa formed a string of handseals, his eyes observing the seals she'd formed. In his mind he'd memorized the seals she'd formed, though he'd probably forget given time. Marrisa had taken in oxygen, before his eyes once she'd released taken in air. A powerful gust of wind was released from Marrisa's mouth, probably kicking up sand in the process and sending trash about if there were any present on the ground.

"Woah..."* - Mon Nov  9 10:34:27 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: Give it a shot. .  - Mon Nov  9 10:35:18 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) thinks: Oh... she is back... I wonder where she has been? - Mon Nov  9 10:35:18 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Mrm.. is anyone using the Arena, do you guys know - Mon Nov  9 10:37:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: It's clear. - Mon Nov  9 10:37:00 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Cool... boring to not have anyone there to spar, but cool for some privacy, for once. - Mon Nov  9 10:37:00 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) // "Do it?.. You sure?... Ehh.. all right." Tetsumi wasn't sure if he could've even performed the technique Marrisa had displayed. Though he wasn't going to give up right there and then. "All right." slowly he'd formed the seals that Marrisa performed, executed he'd take in air. Filling his lungs with oxygen he'd add his wind natured chakra intot he mix, blowing outside, releasing the trapped air as Marrisa did he'd attempt to perform the technique. 

Though the result of this wasn't one Tetsumi had in mind, he'd released a weak mediocure amount of wind. It was akin to if wind sudden kicked up, then quickly dispersed. "Ehh..." he felt a little embarassed.* - Mon Nov  9 10:40:25 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: Keep at it. . I have faith in you. .  - Mon Nov  9 10:44:41 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: You have alot of untapped potentioal - Mon Nov  9 10:44:41 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) faced looked unsure as Marrisa spoke, he'd focused on her for a moment. "You sure about that? Do sure do have a lot of faith in me." while saying this, he'd imagined Marrisa displaying the technique once more for him as before. "Mhmm.. A larger volume than I gathered and released. That's it." the teen thought, a smile forme don his lips.

Each seal that Marrisa formed, Tetsumi mimiced to perform the seals required for the technique shown. Executed he'd inhaled air, inside of his being he churrned and gathered wind based chakra. This time a larger amount as before, he was trying to get a feel for the technique. In what he think was enough, he'd exhale releasing a weak but stronger surge of wind from himself, kicking up sand in the process. Despite this, the displaced sand returned to its normal state a little too quickly. He wasn't there yet, not where Marrisa was.* - Mon Nov  9 10:50:40 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: Good. . but gather more volume.. Hold onto it. . l;et it build! - Mon Nov  9 10:51:31 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) //"Let it build? G'otcha." this was something he'd realized himself, he needed to gather a larger volume of wind based chakra. He didn't need to rush the process, every mistake, his mind took note of it. Especially with Marrisa's guidance, it made things a lot easier. "All right just gather, build up the wind natured chakra." he'd go over each pointer in his mind.

Forming the required seals for the wind based technique Marrisa had shown him, executed he'd inhale the oxygen in the air around him. While he inhaled the wind natured chakra churnned and gathered storing a larger amount this time. When he felt as if he'd gathered enough, he'd released the trapped wind. 

A stronger yet weak gust of wind was released from the teen, kicking up sand sand in the process. "Mhmm.. Better but.." he'd thought while looking on about his progress.* - Mon Nov  9 11:05:10 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: KEep art it Tet! You are doing great! - Mon Nov  9 11:06:01 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ... - Mon Nov  9 11:09:26 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) //"I need to build up more wind natured chakra." in his mind, he went over everything he'd learned so far. He'd nod his head forming the required seals for the wind styled technique, executed he'd taken in a lot more air than the last time. As he inhaled, wind natured chakra churrned, gathering, multiplying in the center of his being. Pekering his lips, he'd blow outward releasing a stronger gust of wind than the last, kicking up sand in the process. "Not enough.."* - Mon Nov  9 11:17:58 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: One more time. .  - Mon Nov  9 11:19:40 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: More chakra, Bigger breath, hold it, let them mingle, then let it all out at once! - Mon Nov  9 11:20:32 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) //"More chakra." once more he imagined Marrisa, well how she performed the technique. He wasn't aware of how she molding the wind based chakra within herself but he had an idea. Then.. She explained it, "More Chakra, Bigger breath, hold it, let them mingle then let it all out at once." he'd figured it a second before Marrisa blurted it out. It was good information either way, "G'otcha."

Tetsumi formed the required seals for the technique Marrisa formed, executed he'd inahed. This time as he inhaled he'd taken in a larger amount of oxygen from the air around him. As the oxygen from around him flowed into him, the wind natured chakra within him churnned, gathered, multiplied even greater than the last times. He'd stopped in haling, he was at his full lung compacity anymore and he'd probably throw himself off while causing internal damage to himself.

It was the perfect amount, well from what he'd thought. All at once, his lips parted as he expelled a powerful gust of wind natured chakra from within himself. Kicking up a larger volume of sand in the process, hell even kicking up some skirts of passing female civilians in the process. "I-I did it." though his accomplishment was short lived as he witnessed one of the civilians fixing their skirt and glaring at him. It was those eyes, he'd messed up again, though pink blotches were visible on his face.. He was embarassed from the sight, "Heh.. I say it was Sanoke's fault."* - Mon Nov  9 11:29:04 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: T-Thanks Marrisa. - Mon Nov  9 11:41:52 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: Don'e mention it. - Mon Nov  9 11:49:32 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: Don't** - Mon Nov  9 11:49:32 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: You are doing great - Mon Nov  9 11:49:32 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm... Thanks. It doesn't feel like it though. - Mon Nov  9 11:50:24 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: Is she really that smooth? - Mon Nov  9 11:58:56 2015
<br><br><font color=teal>*Ryujin, Marrisa(Roxinea) says: Have more faith in yourself Tet.. You are doing great, I promise. - Mon Nov  9 11:59:47 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Ehh.. All right. If you say so. - Mon Nov  9 12:00:38 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ...I'm talking alot. - Mon Nov  9 12:09:10 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: Violet. - Mon Nov  9 12:11:44 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: Mn. - Mon Nov  9 12:20:16 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: *sounding - Mon Nov  9 12:23:40 2015
<br><br><font color=teal>*Hanae(Ej900) says: Sup. - Mon Nov  9 12:54:24 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm? - Mon Nov  9 12:55:15 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Hey/ - Mon Nov  9 12:55:15 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Hey.* - Mon Nov  9 12:55:15 2015
<br><br><font color=teal>*Hanae(Ej900) says: *chidori slap* - Mon Nov  9 12:56:06 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hello, Sensei. - Mon Nov  9 12:56:57 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: Sensei? - Mon Nov  9 12:56:57 2015
<br><br><font color=teal>*Hanae(Ej900) says: HELLO SANOKE, BOY! - Mon Nov  9 12:56:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: . . . . . - Mon Nov  9 12:56:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: So much life... - Mon Nov  9 12:56:57 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ... - Mon Nov  9 12:56:57 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: Woah. - Mon Nov  9 12:56:57 2015
<br><br><font color=teal>*Hanae(Ej900) says: re you ready for some train! - Mon Nov  9 12:57:48 2015
<br><br><font color=teal>*Hanae(Ej900) says: I have something to new to teach! - Mon Nov  9 12:57:48 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Hrm? Training? - Mon Nov  9 12:57:48 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: She..well He... Is very energetic around Sanoke.. Geez... - Mon Nov  9 12:57:48 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Huh? Uh, I'd guess. So long as it's not too advanced. - Mon Nov  9 12:57:48 2015
<br><br><font color=teal>*Hanae(Ej900) says: . . . - Mon Nov  9 12:58:40 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: A little too energetic.. That's my que to leave. - Mon Nov  9 12:58:40 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . . . Why not? Tch. She's talking to the Sanoke-meister! - Mon Nov  9 12:58:40 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ..... - Mon Nov  9 12:58:40 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Err. . . - Mon Nov  9 12:58:40 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I meant he! - Mon Nov  9 12:58:40 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ... - Mon Nov  9 12:58:40 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: So are they a boy or a girl? - Mon Nov  9 12:59:31 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: . . .  . - Mon Nov  9 12:59:31 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: <*Clearly whispers too*> - Mon Nov  9 12:59:31 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) whispers: Are you a boy or girl? I forgot. - Mon Nov  9 12:59:31 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) AND!!! With that, he was gone before more people questioned Hanae's sex.* - Mon Nov  9 12:59:31 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ...And on that note. - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ... so a man dressed as a woman? - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Hanae(Ej900) says: . . . - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Goodnight, Sunagakure. Hrm? No, not really. - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Hanae(Ej900) whispers: I'm a female. - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: ..... - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: A girl! - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ...that's the definition of a transgender. - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Hanae(Ej900) whispers: Baka, Sanoke, boy baka. - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: She's just very under-developed. - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: Vey ou say?... - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I thought it was a woman dressed as a man, in this case. - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: You* - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: But no worries. She's got plenty of time to develop-- - Mon Nov  9 13:00:22 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ....I see. - Mon Nov  9 13:01:13 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: As she is wearing masculine clothes, after all. - Mon Nov  9 13:01:13 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: Yes, Baka Sanoke. - Mon Nov  9 13:01:13 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: Baka-kun. - Mon Nov  9 13:01:13 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Yes, Baka-Sanoke. - Mon Nov  9 13:01:13 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Urgh.  . . - Mon Nov  9 13:01:13 2015
