<br><font color=teal>*Hanae(Ej900) says: This shell is nothing to me now. - Mon Nov  9 13:04:38 2015
Though, as a safe guard incase Shira or anyone else followed him. He'd make a... detour? For them. As the platform landed, he'd brought two fingers up to his left eye channeling chakra. Out of thin air iron sand formed, the sand formed into an ordinary bird. The bird took flight, flying high. While locating Shira, he'd make three clones off in the distance, right in time for him to stumble on to them.

Iron sand materialized in the distance, three individuals formed out of the sand. One resembled Tetsumi himself, while the other two resembled both Mizora, and Chikyu. Everything look identical. "This'll keep him away." the teen thought while keeping tabs with his unique third eye technique.* - Tue Nov 10 02:42:59 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) says: ... - Tue Nov 10 02:44:41 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Ayyy! - Tue Nov 10 02:44:41 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: Anyway... While the clones keep him.. occupied. What's on your mind, Mizora? - Tue Nov 10 02:48:06 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: You're family remember? You can talk to me. - Tue Nov 10 02:48:06 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) whispers: Nothing is..... - Tue Nov 10 02:48:06 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) //bird monitored from above, it was linked to Tetsumi's sight. While he spoke from his true location. 

The clones on the matter seemed to be whispering, while Tetsumi approached Shira."What are you talking about?" the clone questioned.* - Tue Nov 10 02:50:40 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) whispers: Look... Mizora... it wasn't right for Jiki to take you like that *She gives him a short look* But, if anything is bothering or making you feel even a bit bad. We want to help! - Tue Nov 10 02:50:40 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: Mizora, don't give me no bull. Remember, you told me the reason before. Haha.. I'm sorry for that, and she's right. - Tue Nov 10 02:51:31 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: Mizora, don't give me no bull. Remember, you told me the reason before. Haha.. I'm sorry for that, and she's right. - Tue Nov 10 02:51:31 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Come on. - Tue Nov 10 02:52:22 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: You smell like .. - Tue Nov 10 02:52:22 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) //monitored from above, he wasn't sure what was going on since he couldn't hear the conversation. But from the looks of things, it didn't seem to be going as planned. 

//The clone spoke up, "Oh?.. really..." a smile formed on the clone's lips before it suddenly erupted into iron sand. Followed by the other clones as well, as that happened each section of sand raced forward for Shira's body. If allowed to get near, he'd execute the next step. If the sand even came into contact with Shira's body, the sand would latch on to him mercilessly until he was consumed in iron sand up to his neck. 

//watched via the third eye bird, "That should hold on, maybe now we could converse in peace."* - Tue Nov 10 02:56:38 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Heck! - Tue Nov 10 02:59:12 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) whispers: I..It's fine.. really. - Tue Nov 10 02:59:12 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: I knew it was a faaaakeee! - Tue Nov 10 02:59:12 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: Mizora... - Tue Nov 10 03:00:03 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: If I didn't care, I wouldn't have dragged you all the way off here. - Tue Nov 10 03:00:03 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) whispers: You don't have to care... - Tue Nov 10 03:01:45 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: ...Mizora... I'm really trying to help. I know how it feels to be alone.. I've been... like this for ages. - Tue Nov 10 03:02:36 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) whispers: Mizora... *she reaches out slowly grabbing her hand*  Its because, we are your friends. That we have to care, its the onl ything we can think of! - Tue Nov 10 03:02:36 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: *nod* - Tue Nov 10 03:02:36 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) whispers: ... I don't want to put a hamper on people's lives because mine is in distress.. - Tue Nov 10 03:02:36 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: So what?... If you even began to understand my troubles, it'd easily dampen your troubles easily. - Tue Nov 10 03:03:28 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) whispers: I would've already known some of them if I wasn't too relient and others and too blind to notice... - Tue Nov 10 03:04:19 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Jiki, lemee go. I'll leeeeaaavveee. - Tue Nov 10 03:04:19 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: But.. I'm not here to complain but my problems. I'm here to help. - Tue Nov 10 03:04:19 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) whispers: Haha! Hamper...too reliant, Mizora... you already helped me out. You stopped me from killing someone. - Tue Nov 10 03:05:10 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: I wonder what he's saying.. Can't hear him.. - Tue Nov 10 03:05:10 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: Guess that's the flaw of this technique, ahaha. - Tue Nov 10 03:06:01 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) says: *Averted her gaze, staring at the ground.* I would've been guilty for watching the death happen if I didn't... I was just doing what I'm entitled to do... - Tue Nov 10 03:06:52 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: It may be too late for me.. To ask for help, but you shouldn't push people that care away. - Tue Nov 10 03:08:35 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: But.. I'll leave you to Chikyu, her light outshines my darkened heart. - Tue Nov 10 03:09:26 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: I'll leave you two to it. - Tue Nov 10 03:09:26 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) whispers: People will distance themselves from me when they realize my faults... I'm only saving them from seeing the true me... - Tue Nov 10 03:10:17 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) whispers: They shouldn't care about me.. - Tue Nov 10 03:10:17 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: Mizora.. there is more to you. Than your eyes.. ever could detect. Remember that. - Tue Nov 10 03:11:08 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) whispers: But, you're the one who stepped in. 'You' are the one who felt responsible enough to stop me, someone who felt justice to do so.  - Tue Nov 10 03:11:08 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: FURUR - Tue Nov 10 03:11:08 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) whispers: B..But... - Tue Nov 10 03:12:51 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) whispers: Jiki is right, there is plenty to you. I don't know why, but you seem to doubt that people can like you...that your true self is someone nobody can like. Yet, you care enough to try and push away before we're supposdly hurt. Is that a false you? You care enough to  want to protect others feelings. Is that false as well? - Tue Nov 10 03:13:42 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) whispers: No, thats your true feelings, and I like seeing all of that! - Tue Nov 10 03:13:42 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) slowly walked away, as he did the sand flowed back into his gourd from the platform used earlier. "But.. A loner like mysef have spoken enough nonesense words." from Shira's location, the sand crumbled off of his being, releasing him. The sand then flowed off into the air, venturing else where. The sand used in the third eye technique, that to broke down and traveled back to the original. Once returned, every grain of the material, it flowed back into his gourd. The iron crok was formed and placed soon after, sealing off the gourd for later use.

"Hmm... What will I do now?" the teen questioned himself while venturing for something to do.. The days were terribly longer for the teen, so he had to fill them to avoid boredom.* - Tue Nov 10 03:14:33 2015
<br><br><font color=teal>*Hokuma, Mizora(Them Yams Salty Fam) whispers: I..I don't know what's false about me.. I only know the truth.. and the truth is that I'm just a weak, measly person... there's nothing that can change that. - Tue Nov 10 03:15:24 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Ey! - Tue Nov 10 03:15:24 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Come down! - Tue Nov 10 03:15:24 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: *jumps on that ngrs bed* - Tue Nov 10 03:26:30 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: (Did you see the body?) - Tue Nov 10 03:41:00 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: ??? - Tue Nov 10 03:41:00 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Lord... smh - Tue Nov 10 03:41:52 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: (lMAO) - Tue Nov 10 03:43:34 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) whispers: (She want them eyes._ - Tue Nov 10 03:43:34 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm? No I don't need a job. Rather stay where I'm at. - Tue Nov 10 03:46:59 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: I figured, just thought I'd ask. Thanks for the heads up I'm going to get some answers. Do you have any guesses? - Tue Nov 10 03:48:41 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: No.. Not at all. - Tue Nov 10 03:48:41 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: They did a sloppy job in those murders if they left the body behind... I'd have obliterated every trace of the body. - Tue Nov 10 03:49:32 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Well we might have to pin it all on you.... can you handle that? - omit- - Tue Nov 10 03:49:32 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Well... Say good bye to the village.. *falls asleep.* - Tue Nov 10 03:50:24 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: -omit- - Tue Nov 10 03:50:24 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Judging by the job it shouldn't be hard to trace, but rape lets pray some semen was left.. - Tue Nov 10 03:50:24 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Semen?.. Ehh... I think i'll.. go.. - Tue Nov 10 03:50:24 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) pulled out a scroll from one of the many pouches around his waist, in his hands he'd undone the scroll. Meaning he'd slowly unravel the scroll, the information on how to perform the technique was revealed to him. "Mmmm."  his eyes swept over the scroll, reading line for line about the said technique. "Only one seal.. easy enough, though it may be a little challenging.."* - Tue Nov 10 04:21:07 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) palced the scroll down on his lap, his eyes went from the scroll, his mind went over the information obtain so far."Mhmm.. Multiply bullets.. I can do it." he'd brought his hands up to the mid-section of his body, there he formed a single seal. With the execution of the bird seal he'd inhaled air, within himself he churnned wind styled chakra as he inhale. The chakra multiplied, brances off, forming seperate bullets of compressed air within himself.

"Maybe.. This is enough?" he wasn't sure if it were or, parting his lips he'd blow outward. Releasing two bullets of compressed air, though the bullets of air quickly dispersed. They didn't hold true to their form. "Mhmm.. Tighter, more compressed.."* - Tue Nov 10 04:28:48 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) hands went towards the scroll after, his pointer finger brushing along the lines of it. Going over the instructions it gave him, he just needed to follow each step. His hands went from the scroll to the mid-section of his body, there he formed a single seal. With the bird seal executed, Tetsumi reeled in air filling his lungs with oxygen. Within himself, wind natured chakra churrnned, multiplying and branching off in the process. Each section of wind was branched off within himself, compressing into individual bullets of wind. 

Parting his lips, he'd release a succession of multiple bullets. The bullets were swift, smashing into a wall in the distance, sand and debree of stone was kicked about. "Woah." the teen was impressed with his growth, especially with the technique. * - Tue Nov 10 04:37:20 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Yo, Marco. Whatsu p? - Tue Nov 10 04:57:48 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: Hrm? Nothing much. Just got off work. Business was a tad slow. - Tue Nov 10 04:58:40 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: And yourself? - Tue Nov 10 04:58:40 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Not too bad... just got done with guard duty.. - Tue Nov 10 04:58:40 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: Sounds like a chore. I've heard people dislike gate duty. - Tue Nov 10 04:59:31 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I don't much mind it. - Tue Nov 10 04:59:31 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: What to do?... - Tue Nov 10 04:59:31 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: On a side note. I saw your battle. It was impressive, considering the man didn't seem to be holding back much at all. - Tue Nov 10 05:02:04 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Heh.. - Tue Nov 10 05:02:56 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: That's the most I've been hurt in a long time, too.. - Tue Nov 10 05:02:56 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: The other person who managed to hurt me like that... was someone using the Byakugan, so.. - Tue Nov 10 05:02:56 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: Hrm. . Byakugan? -- Ah. The eyes Kirigakure once coveted. - Tue Nov 10 05:04:38 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: The thing that lets you punch someones insides by poking them! - Tue Nov 10 05:05:29 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: Indeed. Very powerful eyes. - Tue Nov 10 05:05:29 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Shit HURTS! - Tue Nov 10 05:06:20 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: It was great. - Tue Nov 10 05:06:20 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: It was a tie, no? - Tue Nov 10 05:06:20 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Yeah. - Tue Nov 10 05:06:20 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: As was the one with the. . . Young man? - Tue Nov 10 05:08:54 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ... Not so much. - Tue Nov 10 05:08:54 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I didn't hit him once. - Tue Nov 10 05:08:54 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: His fire-bullshit was too strong for me.. - Tue Nov 10 05:08:54 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: How so? I would assume a Katana would work well on a shroud. - Tue Nov 10 05:14:01 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ...Yeahhhh. - Tue Nov 10 05:14:01 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: He caught it. - Tue Nov 10 05:14:01 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: Remarkable. . . The children nowadays are becoming more and more powerful. - Tue Nov 10 05:14:52 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) yawned a little while stretching out a little.* - Tue Nov 10 05:15:44 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Stupid crazy strong children.. - Tue Nov 10 05:17:26 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Hmm?.. - Tue Nov 10 05:17:26 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I mean that a ten year old kid.. shouldn't be that strong! - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: You two... Got beat up? - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: . . . - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: AHAHAAHAAH! - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: . . . - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: Wanna laugh in my face? - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: That's my brother. - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: Hrm? I-- Oh. You mean him. - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: I wouldn't suggest you pick a fight. - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: By some crazy kid who can apparently throw fire without handseals. - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Shit was crazy. - Tue Nov 10 05:18:17 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) thinks: That red head better keep what she saw to herself. - Tue Nov 10 05:19:08 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) a wicked smile formed on the teen's lips, he'd slowly advance over towards Aza making sure he was indeed in his face.."AHAHAAHAHAHAHAAH!"* - Tue Nov 10 05:20:00 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: What... Are you... going to do about i? - Tue Nov 10 05:20:00 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: ..? - Tue Nov 10 05:20:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ...Oh? - Tue Nov 10 05:20:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: This should be kinda funny.. - Tue Nov 10 05:20:51 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: Or violent.. - Tue Nov 10 05:21:42 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Same thing. - Tue Nov 10 05:21:42 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Actually... Yo. - Tue Nov 10 05:22:33 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: You challenged me earlier, didn'tcha? Don't suppose your rested up enough now to..? - Tue Nov 10 05:22:33 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) watched as Aza walked away from him, but he wouldn't persue him, that was to much work."Chicken." he'd attempt to bait him, "I've dealt with bull all day, I don't mind kicking someone's ass now an' again." he'd remain at his same position, waiting for Aza to strike.* - Tue Nov 10 05:25:07 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: He seems a bit fatigued. - Tue Nov 10 05:25:07 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: Hmmm.. What will he do? Use his anger or? - Tue Nov 10 05:25:58 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Yo, yo. - Tue Nov 10 05:26:49 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Dude- Gourd Dude. - Tue Nov 10 05:26:49 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: If you're in a shitty mood, fight me, or someone else not.. y'know. - Tue Nov 10 05:26:49 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Still badly burnt from fighting an overly strong ten year old. - Tue Nov 10 05:26:49 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Sup bitches - Tue Nov 10 05:27:40 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: -omit- - Tue Nov 10 05:27:40 2015
<br><br><font color=teal>*Marco(Gtgoku55) thinks: She really enjoys battling. - Tue Nov 10 05:27:40 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ....Mrm. - Tue Nov 10 05:28:32 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Right.... guess if this is going to happen.. - Tue Nov 10 05:28:32 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I may as well go watch... - Tue Nov 10 05:28:32 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) yawned, he'd turn completely around and sit down at the bench where he previously sat."Its not worth it. You shouldn't let people manipulate your emotions, like the strings of a puppet. I was just testin' you." he'd admit while walking away.* - Tue Nov 10 05:30:14 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Brother Tetsumi... a moment please - Tue Nov 10 05:31:05 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: He'll.. get himself hurt more. - Tue Nov 10 05:32:48 2015
<br><br><font color=yellow>*Tetsumi Jiki(Bloodline Killer X) sighed standing up, once up he'd follow the two where ever they were off to.* - Tue Nov 10 05:33:39 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Shit, I hope no one blames me if this goes wrong. - Tue Nov 10 05:34:30 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Understand- this is your decision to do this. - Tue Nov 10 05:34:30 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Come on, then. - Tue Nov 10 05:34:30 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: You don't have to fight... - Tue Nov 10 05:34:30 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Let's dance a while. - Tue Nov 10 05:34:30 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Hrm? He wants to do this- it's his decision. - Tue Nov 10 05:34:30 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: *sigh* - Tue Nov 10 05:34:30 2015
<br><br><font color=teal>*Marco(Gtgoku55) thinks: These people have endless stamina. - Tue Nov 10 05:35:21 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) thinks: I am glad I spent a few hours napping on guard duty before this. - Tue Nov 10 05:36:12 2015
