<br><font color=yellow>*Katsune(Shimizu3598) looks over at him.

"I did?" she asks.

"Who?"* - Mon Oct  5 02:05:26 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: If you'd point me in the direction of the person telling said jokes, I'd be sure to remove them. - Tue Oct  6 01:48:48 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Sure, we'll do two on two. I want my friend here to get some training. - Tue Oct  6 01:48:48 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: I swear you live to make my life harder. - Tue Oct  6 01:49:39 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Mm. It'll be a good day when you're head's healed up. - Tue Oct  6 01:49:39 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Oh? Why is that?  - Tue Oct  6 01:49:39 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: You'll see. - Tue Oct  6 01:51:21 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) thinks: That doesn't sound promising. - Tue Oct  6 01:51:21 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm... - Tue Oct  6 01:51:21 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: If you'd like, I can go talk to the doctors now, they'd probably declare me good to go. - Tue Oct  6 01:52:12 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Sounds cool. I call dibs on Mirai. On another note. - Tue Oct  6 01:52:12 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Can you toss her al esson? She's been training real hard with me. - Tue Oct  6 01:52:12 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Im sure your friend was a mad man you White eyed devil you, - Tue Oct  6 01:53:04 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: He was I think he had an affection for Trees... - Tue Oct  6 01:54:46 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Sanoke, sure. - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) thinks: did he just say his friend loved trees what in the hell yup its offial this place is just one big dry loony pin hopefully dad can come and fix this. - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Anywho. . .. - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) thinks: It looks as if something is leeching this guy's chakra... - Tue Oct  6 01:59:02 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: ...... - Tue Oct  6 01:59:02 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) takes the honey bun absent-mindedly. She sets it in her lap and leaves it there. Eyes are on the ground, but her senses are locked onto Tetsumi.* - Tue Oct  6 01:59:02 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: Gramps? Oh Hassan. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Shouldn't be any of your concern. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Hey im just trying to help no need for you to be all mean. - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) thinks: I'm not sure about how to 'romance' her. - Tue Oct  6 02:01:36 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) thinks: Does she trust me at all? - Tue Oct  6 02:01:36 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I'm resting, Tetsu. - Tue Oct  6 02:01:36 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) thinks: Damn this thoughts. - Tue Oct  6 02:01:36 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: You really don't understand what it's like to be jumping at shadows for a month straight. - Tue Oct  6 02:02:27 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) thinks: Hurts to think. . . - Tue Oct  6 02:02:27 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Of course I don't. - Tue Oct  6 02:02:27 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: I haven't had to do it - Tue Oct  6 02:02:27 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm..I'll be a'ight. This village isn't new to me. - Tue Oct  6 02:02:27 2015
<br><br><font color=teal>*Katsune(Shimizu3598) thinks: Impossible. - Tue Oct  6 02:04:09 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Ohhh.. so youa re from here.. Hey could you be the  gramps sent Yan to find ha if thats the case I found you! - Tue Oct  6 02:04:09 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Shut Up. - Tue Oct  6 02:04:09 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: You're annoying. - Tue Oct  6 02:05:00 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: But... I guess i'm the one, ehehe. - Tue Oct  6 02:05:00 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Ha so im right then your the Testu jiki guy ha. - Tue Oct  6 02:05:00 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm... - Tue Oct  6 02:05:00 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) thinks: Ohhhh wait wait no no no no oh no i Forgot gramps said he leveled a village oh god BrysonnnnnnnnnN!!!!! - Tue Oct  6 02:07:34 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Fuji?...FUJI?....FUUUJIII?! - Tue Oct  6 02:08:25 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Nah, that idiot couldn't find me. - Tue Oct  6 02:09:16 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Sounds horrible, but okay. - Tue Oct  6 02:09:16 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) pulls her legs close to her form and then rises to her feet. She then turns to follow him, with a hand resting on her hip for the brief moment.* - Tue Oct  6 02:10:08 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: I figured Iza's dad is ...Like someitmes i wonder if he is even Iza's dad. - Tue Oct  6 02:10:08 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm.. How is Iza doing? - Tue Oct  6 02:10:08 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Haven't seen her in ages. - Tue Oct  6 02:10:08 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Welcome to my abode. - Tue Oct  6 02:16:06 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) removes her boots and makes her way into the living room.

The girl's planting herself on the couch with a silent sigh through the nose afterwords. Arms and legs cross.* - Tue Oct  6 02:18:40 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) shrugs. "No, it's not." she says, just to not have to actually apply effort explaining anything.* - Tue Oct  6 02:22:56 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Mmmm.... - Tue Oct  6 02:31:28 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I'm not brushing you off Tetsu but... - Tue Oct  6 02:31:28 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I should probably go back to sleep. - Tue Oct  6 02:31:28 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Sure. - Tue Oct  6 02:36:35 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) sleeps in the spare room. She's too tired to think her decisions through.* - Tue Oct  6 02:37:26 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yep. It's one of -those- days. - Tue Oct  6 02:53:39 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I hate mondays. - Tue Oct  6 02:53:39 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: That's notvery nice. - Tue Oct  6 02:54:30 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I might be interested in a sparring session 'if' you're durable. - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Heh? Durable?... - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Hehe. - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: All right, you two work as a team against me. - Tue Oct  6 03:01:20 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) doesn't realize he's a damned jinchuriki unfortunatley.* - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: Huh? - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: Tetsumi is back? - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Seems fair enough. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: Put him in a lock. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: I want my free punches. - Tue Oct  6 03:01:20 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) rises to her feet. She brushes her butt off with a nod and then walks forwards, lazily.* - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Yes, you sleep to much as always gramps. W-WAHH? - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Me and 'who', against you? - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: That's why I had you transported hee. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Wait did you just say gramps... - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: I knew there had to be a trick...*sigh* - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Yep.... - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Really has anyone herd of birthcontrol in this family, - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Katsune(Shimizu3598) thinks: Hm. In public though? Is this really a good idea for me? - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Mission complete. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Let's dance shall we? - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: Good work Yan. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: As always you never fail. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: What Grmaps i found him. - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: .... - Tue Oct  6 03:03:02 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) || "No really though." Kat says, with arms crossing and weight shifting a bit. Her expression is blank, and eye contact is maintained.

"Are you durable?"* - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I'd be surprised if you can beat him. - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm...This may not be the best place, seeing as there are so many people. Don't want to hurt anyone. - Tue Oct  6 03:03:53 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I wish Kilm was around... - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm? I hadn't gotten word about it. After Zetsumo perished, I left. - Tue Oct  6 03:05:36 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yo, yo. <@Lera> - Tue Oct  6 03:05:36 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: I assure you unless you've been living under a rock, you would have heard. - Tue Oct  6 03:05:36 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm? My bad, ehehe. Had another objective gramps. - Tue Oct  6 03:06:27 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: We've built this place up from greatness, this is the new Sunagakure. - Tue Oct  6 03:06:27 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm... - Tue Oct  6 03:06:27 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: I can see that. - Tue Oct  6 03:06:27 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: What was your objective? - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Can't speak of it here. - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: Why is that? - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Its...complicated. - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: We're all smart people. - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: No one but us are around. - Tue Oct  6 03:08:09 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm.. Doesn't matter. - Tue Oct  6 03:08:09 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: You can't trust your own village members? - Tue Oct  6 03:08:09 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Tetsumi has been through alot...sir. - Tue Oct  6 03:09:00 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: I've been through more. - Tue Oct  6 03:09:00 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I have no doubt. - Tue Oct  6 03:09:00 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: If this trust will be like the last, I wouldn't confine it with all of these people. - Tue Oct  6 03:09:00 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: If he breaks down from what has happened to him, then I made a mistake somewhere along the line. - Tue Oct  6 03:09:00 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Break down? Ehehe. - Tue Oct  6 03:09:52 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: Are you sleeping anymore? - Tue Oct  6 03:09:52 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: No. That's nothing but a dream now.  - Tue Oct  6 03:10:43 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Haven't slept in...can't remember. - Tue Oct  6 03:10:43 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) thinks: Then again..it felt like i doozed off a bit after the event.. - Tue Oct  6 03:11:34 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: I bet. - Tue Oct  6 03:11:34 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm.. What are you getting at, Hassan? - Tue Oct  6 03:12:25 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: What am I getting at? - Tue Oct  6 03:14:08 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Wait so he does not sleep wow thats sorta cool. - Tue Oct  6 03:14:08 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: ....Its not. You'd never be able to imagine it. - Tue Oct  6 03:14:08 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: I'm getting at the fact that you need to put your headband on and gear up. - Tue Oct  6 03:14:59 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yes. It's a phenomenon call Indomanica. It's not cool. - Tue Oct  6 03:14:59 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: It's pretty bad - Tue Oct  6 03:14:59 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Heh...G'otcha. - Tue Oct  6 03:15:50 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Indomancia sounds like the name of a spicy food. - Tue Oct  6 03:16:41 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Hmmmm. Ill just get a tatto seems easier. - Tue Oct  6 03:31:12 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: You could do that. - Tue Oct  6 03:31:12 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm.. I g'otcha. - Tue Oct  6 03:31:12 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: Jiki, you could just have it carved into your goard. - Tue Oct  6 03:31:12 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: It'd be the ame thing. - Tue Oct  6 03:32:03 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I thought you were going to spar that girl.. - Tue Oct  6 03:32:03 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm.. Guess i'll -Oh yeah... - Tue Oct  6 03:32:03 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: That... - Tue Oct  6 03:32:03 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: You two still up for the spar? - Tue Oct  6 03:32:03 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Yeah. - Tue Oct  6 03:32:03 2015
<br><br><font color=teal>*Katsune(Shimizu3598) thinks: -- Ya know. I should think before I speak. - Tue Oct  6 03:32:54 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) shrugs.* - Tue Oct  6 03:32:54 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm..Guess its only you. - Tue Oct  6 03:32:54 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Where would you prefer we do this? - Tue Oct  6 03:33:45 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm...Guess the arena? Its up to you. - Tue Oct  6 03:33:45 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Anyone else? - Tue Oct  6 03:34:36 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Arena's small...but it'll work. - Tue Oct  6 03:34:36 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Yeah. - Tue Oct  6 03:34:36 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) thinks: I'm definitely going to watch. - Tue Oct  6 03:35:28 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Mhmm... Since its you two.. Err... Let's find some place with a bit more space? - Tue Oct  6 03:35:28 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) begins walking, to follow him.

"-- Although..." she says.

"If I'm having help, we might want to take it somewhere bigger. I'd rather not hit my team mate by accident and disintigrate them."* - Tue Oct  6 03:35:28 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Ehehe. - Tue Oct  6 03:35:28 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: I see. - Tue Oct  6 03:35:28 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: You two may have the first move. - Tue Oct  6 03:37:10 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) takes a moment to actually crack her knuckles. Not a very lady-like thing to do but she does it anyway.

Afterwords she slowly draws her right foot backwards through the sand. Arms rise, and hands clench partially as if to mimic claws.

"I'll admit." she says.

"I may be out of chakra after one hit, depending on what I'm using. I'm still training this technique...so it knocks me out after two uses."* - Tue Oct  6 03:38:52 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) 's arms rise. The teen's hands meet shortly afterwords even as she kneels down, to form the tiger seal. Immediately afterwords, now already in close proximity to the ground, Kat slams her hands into the ground.

Chakra races invisibly through the ground. Once it reaches Tetsumi, should it ever do so, it moulds the earth beneath him.

Abruptly, walls of rock as hard as steel begin rising up around him. Said rock forms a rather large dome. It spans fourty feet or so in any direction, though its height stops at twelve feet or so.

There's one opening, and that's to the west. It's big enough for roughly two Trilliam-sized people to squeeze through.

The clones.

Immediately after forming the corridor, Kat sprints forwards, moving as a blur to most eyes.

She intends to plant herself just north of Tetsumi -- very close to the wall. Her senses are locked onto the boy, to keep track of where he is since she can't see him right now.* - Tue Oct  6 03:50:49 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) thinks: That's an epic earth technique...Maybe she'll teach me. - Tue Oct  6 03:51:40 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) is sprinting forwards even as Tetsumi's sand comes out of his gourd. Using Suimen, she runs on top of her dome.

And then?

Should she successfully meet him in time, now standing nearly directly above him(Close enough to avoid the iron sand drill she senses), Kat would come skidding to a stop. Mid-stride she kneels down, and attempts to ram her right fist into the dome's cieling.

Should Kat succeed....the dome would be a medium, as was intended from the beginning. A medium for her Landmine Fist.

The girl had never hoped to trap Tetsumi. Only to make him blind to her incoming jutsu.

Should Jiki manage to beat her to the cieling, though, Kat's fist would still hit the dome. Either way, a massive explosion is sent in his direction from nearly point-blank range, if not point-blank entirely.

With an incredibly loud, gunshot-like, reverberating bang, the ground would shake. Even the nearby buildings shake. The explosion can only be compared to a beam, as it covers a great distance(http://i.imgur.com/zaGMMDS.png).* - Tue Oct  6 04:13:52 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) || Note: Explosions pack concussive force. They knock back.* - Tue Oct  6 04:19:50 2015
<br><br><font color=yellow>*Katsune(Shimizu3598) turns and begins sprinting away as she senses Tetsumi's attacks. Even as she turns, she's reaching up to form the tiger handseal.

Roughly, she'd then shove chakra throughout her body. The shunshin jutsu is used, and she flickers out of sight.

The girl would reappear to the west, pretty much where she'd been when the spar began.

She comes skidding to a stop, her body turning to face Tetsumi mid-stop.

A weak, almost-cheeky smile is on her face.

Part of her's just happy he's not dead.

This is the jutsu that put Kilm out of a spar instantly, after all.* - Tue Oct  6 04:34:20 2015
