<br><font color=teal>*Rokujou, Kida(Shiziru101) says: Why do you believe that? - Sun Dec  6 21:38:46 2015
<br><br><font color=teal>*Itsujin, Tetsu(Shiziru101) says: I asked him to leave us alone, and I even asked for Heiwa and Nori to help calm him down, as his threats were having a reaction on one of our own, one who is not present- - Wed Dec  9 03:23:31 2015
<br><br><font color=teal>*Itsujin, Tetsu(Shiziru101) says: But they should at least know the truth. - Wed Dec  9 03:23:31 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: Their friend died, and they want someone to pay for it. - Wed Dec  9 03:23:31 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: They don't care for the truth. - Wed Dec  9 03:23:31 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: The one who stated that they would rip Ryo's spine in half. - Wed Dec  9 03:23:31 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: Just what they want. - Wed Dec  9 03:23:31 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Take the punishment. - Wed Dec  9 03:23:31 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: This is self defense, right? - Wed Dec  9 03:24:22 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Saying you will rip someone's spine in half? - Wed Dec  9 03:24:22 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Before any fights start? - Wed Dec  9 03:24:22 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: It's a bit of jail time....there's no need to go through any other hoops or fights for this....you can atleast  honor a boys death by owning up to it.  - Wed Dec  9 03:24:22 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: I'd own up to it. - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: Had I done it. - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Izanami, it goes further than that. - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: They have shinobi experience. - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Our village at the time was disallowing any shinobis. - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: They were here illegally. - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: And we're not shinobi. - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm.... - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Ryo was doing a check to see if they were trained as shinobis - if they were more than simple merchants. - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: This was his job. - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Well...this is all a mess.... - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: He was killed for doing his job. - Wed Dec  9 03:25:13 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: You guys should just leave since clearly this won't get resolved...choose somewhere else as a home... - Wed Dec  9 03:26:04 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Heiwa, permenant exile works no? - Wed Dec  9 03:26:04 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: This is not the example to set for -any- shinobi in the village. I am offering them a simple chance at exile. - Wed Dec  9 03:26:04 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: You mean to say that...Your shinobi at the gates are failures in their checks? - Wed Dec  9 03:26:04 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: They can accept or decline. - Wed Dec  9 03:26:04 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: I've still not been told...What -I've- done. - Wed Dec  9 03:26:56 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: Only what they've done. - Wed Dec  9 03:26:56 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: Only what's happened to your friend. - Wed Dec  9 03:26:56 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *sigh*  - Wed Dec  9 03:26:56 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: The judgement is final. - Wed Dec  9 03:26:56 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: This isn't going to get resolved with that. - Wed Dec  9 03:26:56 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Exile-ment. - Wed Dec  9 03:26:56 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Or death. - Wed Dec  9 03:27:47 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: You guys can pack up and sell your goods elsewhere if you don't like the way you're being treated. - Wed Dec  9 03:27:47 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: I'll be glad to. - Wed Dec  9 03:27:47 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: Once I've been told. - Wed Dec  9 03:27:47 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Thank you. - Wed Dec  9 03:27:47 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: What crime I did. - Wed Dec  9 03:27:47 2015
<br><br><font color=teal>*Itsujin, Tetsu(Shiziru101) says: I'll be sure to let the other merchants in the area know of the treatment we've suffered here. It's unjust. - Wed Dec  9 03:27:47 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Murder by association. - Wed Dec  9 03:27:47 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *nods* - Wed Dec  9 03:27:47 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: How so? - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Intention to harm bystanders who were attempting to dissolve the situation. - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: It's a complicated situation, i'm sure things could have gone differently.  - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: I had intent to harm? - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: While I was chained down - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: One of your allies caused the death of one of ours. You were with him. Therefore..Murder by association. - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: You have already stated you were intending to harm Nori and I for making hand seals. - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: I did? - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Yes. - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Itsujin, Tetsu(Shiziru101) says: I had intent to defend myself.  - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: I never said I had intent to harm. - Wed Dec  9 03:29:29 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: You may have not killed him, but you are allied to the individual that did. - Wed Dec  9 03:29:29 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Okay...there you've been told what you've done... - Wed Dec  9 03:29:29 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Whether its true or not. - Wed Dec  9 03:29:29 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: You may leave. - Wed Dec  9 03:29:29 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: You said, and I will quote 'Well...They made handseals. I reacted' - Wed Dec  9 03:29:29 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: That statement doesn't imply intent to harm. - Wed Dec  9 03:29:29 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Saying such a statement when intent to harm is thrown upon oneself does. - Wed Dec  9 03:30:20 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: That is a direct statement of guilt. - Wed Dec  9 03:30:20 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: --- - Wed Dec  9 03:30:20 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: If you believe so. - Wed Dec  9 03:30:20 2015
<br><br><font color=teal>*Itsujin, Tetsu(Shiziru101) says: Let's just leave things as is. They rejected my offer to pay his medical bills, and my help at resolving the situation.  Like I told them before when they did nothing to stop our harrassment, the other merchants will know of what has happened. - Wed Dec  9 03:30:20 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) thinks: Oh boy... - Wed Dec  9 03:31:12 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Okay. Goodbye. - Wed Dec  9 03:31:12 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) thinks: Reminds me so much of the Trilliam situation... - Wed Dec  9 03:31:12 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) thinks: Incredible. - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) thinks: A horribly built argument---against me at least. - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) thinks: Regardless, I applaud these children. - Wed Dec  9 03:36:19 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) thinks: An interesting group, one could say. - Wed Dec  9 03:36:19 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: You could show a bit more respect to a kid you might've killed...no? - Wed Dec  9 03:36:19 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *:T* - Wed Dec  9 03:36:19 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: I would. - Wed Dec  9 03:37:10 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: If I'd played a part in it. - Wed Dec  9 03:37:10 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Why the fuck you lyin - Wed Dec  9 03:37:10 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: y u always lyin - Wed Dec  9 03:37:10 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: -omit- - Wed Dec  9 03:37:10 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Goodbye. - Wed Dec  9 03:39:44 2015
<br><br><font color=teal>*Fujimoro, Ren(Master Roku) says: See you later. - Wed Dec  9 03:41:26 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: .... - Wed Dec  9 03:41:26 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *sigh* - Wed Dec  9 03:41:26 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Heiwa. - Wed Dec  9 03:41:26 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I've got to head back.. - Wed Dec  9 03:41:26 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: ..Already? - Wed Dec  9 03:42:17 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Keep in contact through messenger bird. - Wed Dec  9 03:42:17 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Yeah...getting called. - Wed Dec  9 03:42:17 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Mm - wait a moment. - Wed Dec  9 03:42:17 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm? - Wed Dec  9 03:42:17 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: Is she gone? - Wed Dec  9 04:12:09 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Who? Izanami? - Wed Dec  9 04:13:00 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: Yeah... - Wed Dec  9 04:13:00 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: ..Yes. She's gone. - Wed Dec  9 04:13:00 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: ...Good... - Wed Dec  9 04:13:00 2015
<br><br><font color=teal>*Heiwa(Wantpark) thinks: Is he against Izanam - yeah he is. - Wed Dec  9 04:13:00 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: She just brings back some memories...That I want to forget. - Wed Dec  9 04:13:52 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: But....Anyways... - Wed Dec  9 04:13:52 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: How is everything? - Wed Dec  9 04:14:43 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: ..Yes..something to bring up? - Wed Dec  9 04:14:43 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Better. The situation..has been resolved hopefully. - Wed Dec  9 04:14:43 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: Good...good. - Wed Dec  9 04:22:24 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) thinks: It is Anguo.... - Wed Dec  9 04:33:29 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: ..... - Wed Dec  9 04:42:52 2015
<br><br><font color=teal>*Kush, Anguo(Waterpark) says: I'll be training. - Wed Dec  9 04:42:52 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: . . . - Wed Dec  9 04:42:52 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: ... - Wed Dec  9 04:42:52 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: I didn't catch your name..Where are you from? - Wed Dec  9 04:43:44 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: You can call me Me Genso. - Wed Dec  9 04:45:26 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: I'm from the Land of Tea. I've been visiting a sick aunt. - Wed Dec  9 04:46:17 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Who might you be? - Wed Dec  9 04:46:17 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: My name is Heiwa. I'm the acting Kyudaime Mizukage of this village. - Wed Dec  9 04:48:00 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: . . . Heiwa? - Wed Dec  9 04:48:00 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) thinks: Heiwa... - Wed Dec  9 04:48:51 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) thinks: If only Hiru could see how much you've grown.... - Wed Dec  9 04:48:51 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Do...Do you happen to know...a...Hideki? - Wed Dec  9 04:51:24 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: ... - Wed Dec  9 04:51:24 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: How do you know him? - Wed Dec  9 04:52:16 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: I was a friend. - Wed Dec  9 04:53:07 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Heh...His friend Ortho tried dating me. - Wed Dec  9 04:53:07 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: ...The Ortho that killed hundreds of people here.. - Wed Dec  9 04:54:49 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Oh....Don't think it can be the same one. - Wed Dec  9 04:54:49 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: ..People change. - Wed Dec  9 04:57:23 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: You were a friend of Hideki? - Wed Dec  9 04:57:23 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Mhm, for a brief period. He visited the land of tea. - Wed Dec  9 04:57:23 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: How did you know Hideki? - Wed Dec  9 04:59:05 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: He was my uncle. - Wed Dec  9 04:59:05 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: . . . - Wed Dec  9 04:59:05 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: It's why his grave is well maintained in Kiri. - Wed Dec  9 04:59:56 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) thinks: There's no doubt that's him. - Wed Dec  9 04:59:56 2015
<br><br><font color=teal>*Rymei(X_Jake From State Farm_X) says: Can...can i see that grave? - Wed Dec  9 05:00:48 2015
<br><br><font color=teal>*Heiwa(Wantpark) thinks: If she wanted me dead no amount of guards could stop her. I saw her skill with that weapon. - Wed Dec  9 05:04:12 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Nori. - Wed Dec  9 05:55:24 2015
<br><br><font color=teal>*Higashi, Nori(Shawn45) says: Hi. - Wed Dec  9 05:55:24 2015
<br><br><font color=yellow>*Tengoku(Punka) watches the spar.* - Fri Dec 11 20:44:57 2015
<br><br><font color=yellow>*Tengoku(Punka) would have just been walking around, in which he would have seen Heiwa. He smiled, looking at his friend as he waved, "Hey Heiwa!"* - Sat Dec 12 12:01:26 2015
<br><br><font color=yellow>*Tengoku(Punka) locked eyes with his friend. It would seem as if it had been a while, maybe a couple years in fact since he was seen around. Catching a lot of sleep and training can really pass time. He took in Heiwa's noticeable changes--his voice, a little more spice in his personality, as well as the growth. <It really has been a while.> Tengoku, on the other hand, had some noticeable changes of his own. Just like Heiwa's, his voice had grown deeper, though a little more deeper. Needless to say, he had started his puberty stages. His hair had seemed to grow out a little more, and there was more "red" to it than since he was last seen. Amidst if all this change, it seemed that his sea blue irises stayed exactly as they weee.

"Just walking around, getting some fresh air. It's been a while, hah. You?"* - Sat Dec 12 12:17:39 2015
<br><br><font color=yellow>*Tengoku(Punka) arched his brow. He'd look off into the distance, thinking about Anguo and Geo. He hadn't seen nor talked to them in a while. Their squad didn't really cooperate much together, and were still hindered in progression. "Squad? Right, It's still as dysfunctional as it ever was. I'm not too sure what's been going on with that, especially since after Ryo's death."* - Sat Dec 12 12:27:53 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: ...Yeah. I haven't seen Geo around much either. I'm not sure the kage cared about the squads that much as of late. - Sat Dec 12 12:38:59 2015
<br><br><font color=teal>*Tengoku(Punka) says: I never really had much interaction with Geo either way. - Sat Dec 12 12:42:24 2015
<br><br><font color=teal>*Tengoku(Punka) says: At this point, I've simply just been training myself, which tends to get boring. - Sat Dec 12 12:44:57 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: You could always still train with the rest of my squad. - Sat Dec 12 12:46:40 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: We've got the space - and since you're..more scout based anyways it's not like having you join us on a mission would be a problem either. - Sat Dec 12 12:50:04 2015
<br><br><font color=teal>*Tengoku(Punka) says: That would be awesome, thanks Heiwa. - Sat Dec 12 13:24:12 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: How's everything going. Guys? - Sat Dec 12 13:38:43 2015
<br><br><font color=teal>*Tengoku(Punka) says: Hey Kyubishu. - Sat Dec 12 13:41:16 2015
<br><br><font color=teal>*Tengoku(Punka) says: Going great, thanks for asking. - Sat Dec 12 13:41:16 2015
<br><br><font color=teal>*Tengoku(Punka) says: You? - Sat Dec 12 13:41:16 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: Alright as much as they can be. - Sat Dec 12 13:41:16 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Hey Kyubishu. - Sat Dec 12 13:42:59 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: 'Sup, Heiwa. - Sat Dec 12 13:42:59 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: We got anything planned for today? - Sat Dec 12 13:42:59 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: I don't think so - uh would you two want to train with Nori and I? - Sat Dec 12 13:51:31 2015
<br><br><font color=teal>*Tengoku(Punka) says: Sure. - Sat Dec 12 13:52:22 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: She agreed. - Sat Dec 12 14:18:49 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Alright.~ Lets head out. - Sat Dec 12 14:18:49 2015
<br><br><font color=teal>*Tengoku(Punka) says: Alright, let's go. - Sat Dec 12 14:34:11 2015
<br><br><font color=teal>*Higashi, Nori(Shawn45) thinks: Lalalalala. .  - Sat Dec 12 14:41:52 2015
<br><br><font color=teal>*Higashi, Nori(Shawn45) says: Oh, hi. - Sat Dec 12 14:45:16 2015
<br><br><font color=teal>*Tengoku(Punka) says: Hey, Nori. - Sat Dec 12 14:45:16 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Hey - sorry we're late. - Sat Dec 12 14:45:16 2015
<br><br><font color=teal>*Higashi, Nori(Shawn45) says: It's all good. - Sat Dec 12 14:46:08 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Lets get this training underway then. - Sat Dec 12 14:52:57 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: You wanna join, Nori? - Sat Dec 12 14:54:40 2015
<br><br><font color=teal>*Yumiko(Sekara) says: Afternoon. - Sat Dec 12 14:55:31 2015
<br><br><font color=teal>*Yumiko(Sekara) says: I'll watch for now. - Sat Dec 12 14:56:22 2015
<br><br><font color=teal>*Heiwa(Wantpark) says: Fair enough - Tengoku, what're you working on as of right now? - Sat Dec 12 14:59:47 2015
<br><br><font color=teal>*Tengoku(Punka) says: Erm. - Sat Dec 12 14:59:47 2015
