<br><font color=teal>*Thaenan(Chaos Commander2015) says: You're joking right? - Fri Nov  6 01:50:56 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: I'll.. ask you one simple question, flower.. - Sat Nov  7 07:22:27 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: Does he mean a lot to -you- as a friend? - Sat Nov  7 07:23:18 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) wasn't sure how to respond at first, she stared at the pillow under her arm and thought. Speaking out in a hushed voice, "The last thing I said to him...well before all that mess, I told him I was going to talk to him. We were going to talk in depth, as friends.... he was worried that I wouldn't want him to know me. He just wanted a friend, it.... he was sad."* - Sat Nov  7 07:24:09 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: Ortho... if ... I could fix what he did... would you forgive him? - Sat Nov  7 07:29:16 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: I.. can't say I will. - Sat Nov  7 07:32:41 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: But if I did get through to him... would you think about it? - Sat Nov  7 07:32:41 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: But I will see to it that his death isn't a priority of mine- - Sat Nov  7 07:32:41 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: *sigh* - Sat Nov  7 07:35:15 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: For you, I will. - Sat Nov  7 07:35:15 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: If you think you can't... then... don't lie, please. - Sat Nov  7 07:35:15 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: Forgiveness isn't something that comes by easily, but it does come by. - Sat Nov  7 07:36:06 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Forgiveness isn't something that comes by easily, but it does come by. - Sat Nov  7 07:40:22 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: Do you want me to pretend to be Owari? - Sat Nov  7 07:40:22 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: Or... are you okay with him knowing who I am... - Sat Nov  7 07:40:22 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: ..I'm okay with it.. - Sat Nov  7 07:42:04 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: Are you lying, Ortho? - Sat Nov  7 07:42:04 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) peered up to him with her pale blue gaze.* - Sat Nov  7 07:42:04 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: I'm not lying, just.. doubting.. - Sat Nov  7 07:43:47 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: When will you let me go? - Sat Nov  7 07:43:47 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: Whenever you feel up to it.. - Sat Nov  7 07:43:47 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: What are you going to tell your sister about me? - Sat Nov  7 07:44:38 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: I found you laid out close to where I buried "Ume". - Sat Nov  7 07:46:20 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: And with me going and coming? You recruited me? - Sat Nov  7 07:46:20 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: Correct. Our long talk here consists of your healing and us discussing organization matters. - Sat Nov  7 07:47:12 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: Alright. - Sat Nov  7 07:47:12 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) wrinkled her nose, "I suppose not... I will stay here for a while with you, after all. I .... sort of upset you."* - Sat Nov  7 07:52:19 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: You..? Upset me? - Sat Nov  7 07:52:19 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: You thought I was dead...some part of you. - Sat Nov  7 07:53:10 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: ..You are here now.. - Sat Nov  7 07:55:44 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: That is more than anything I can ask from you. - Sat Nov  7 07:55:44 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: Do you want to go watch your sister trai--Yes... yes, I can tell. - Sat Nov  7 07:55:44 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: Sure, sure. - Sat Nov  7 07:58:17 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: Anything you wish. - Sat Nov  7 07:58:17 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: = - Sat Nov  7 07:58:17 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) struggled to sit up and sighed out, "Mn... okay, I swear I keep making myself shorter and shorter. I feel so tiny." She stared down at herself and scowled before trying to take his hand for help to stand.* - Sat Nov  7 07:59:08 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: ..Tehy seem to both be asleep. - Sat Nov  7 08:02:33 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ...where are we anyway? - Sat Nov  7 08:02:33 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Far west of Kumogakure.. - Sat Nov  7 08:05:07 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Mn..... - Sat Nov  7 08:05:58 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Why are we here? - Sat Nov  7 08:05:58 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: This is Nina's house. - Sat Nov  7 08:05:58 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Was carried after.. the thing in Kirigakure. - Sat Nov  7 08:06:49 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Do you want to stay here? - Sat Nov  7 08:06:49 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ...Why does your child sister have a house? - Sat Nov  7 08:06:49 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I do not stay in a single place for long.. - Sat Nov  7 08:07:40 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Also I built it for her as a hide out. - Sat Nov  7 08:07:40 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Just in case she needed to escape from the rest of the world. - Sat Nov  7 08:08:32 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: So does that mean you want to leave? - Sat Nov  7 08:08:32 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: It means I move when necessary. If living out here becomes more of a chore than luxury, I'll leave. - Sat Nov  7 08:09:23 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: So you want to stay then? - Sat Nov  7 08:09:23 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: ..Let's put it this way.. This house is where we lay our head to sleep, but until that time come I wish not to be stuck here. - Sat Nov  7 08:10:14 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Then let's leave. - Sat Nov  7 08:10:14 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: By the way, do you like the....skin color? - Sat Nov  7 08:11:56 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) whispers: Where is it exactly you wish to go? - Sat Nov  7 08:13:39 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: I know you probably don't want to go to Kirigakure right now... and I hate the Kazekage.... - Sat Nov  7 08:14:30 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: Well not 'hate'...but he's mean. - Sat Nov  7 08:14:30 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: So.... Konoha? If you want... are you going to be...you? - Sat Nov  7 08:16:12 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I have no problem with traveling to Kirigakure.. - Sat Nov  7 08:16:12 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: It is my village, even after what happened between Index and I. - Sat Nov  7 08:17:04 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Then... I probably should go there.... after all. - Sat Nov  7 08:17:04 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: As for.. 'being me'.. what do you mean? - Sat Nov  7 08:17:04 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) peered up at him, "I'm a shinobi now?"* - Sat Nov  7 08:17:55 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: And I mean, Ortho... are you going to hide anymore? - Sat Nov  7 08:17:55 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ...how are you doing this? - Sat Nov  7 08:19:37 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Doing what? - Sat Nov  7 08:19:37 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ....walking on these tree's? - Sat Nov  7 08:19:37 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: A technique known as Suimen. - Sat Nov  7 08:20:28 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I would like to learn that sometime. - Sat Nov  7 08:23:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Are you up to learn the technique now? - Sat Nov  7 08:35:50 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Mn... yeah if we aren't going to go talk to Thaenan, then I guess we can learn. - Sat Nov  7 08:36:41 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: What do you want to learn? - Sat Nov  7 08:45:13 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) squinted, "I mean teach."* - Sat Nov  7 08:45:13 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Hmph. - Sat Nov  7 08:46:04 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: I do? - Sat Nov  7 08:52:54 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) blinked, "it makes you walk on water too?" She was fascinated like this. It didn't make scientific sense to her at all. She folded her hands into the seal and tried to walk forward but only managed to splash some. She then mumbled to herself at how impossible this must be and that Ortho was just tricking her mind somehow. She then tried again and after a few more tries began to get it. When she finally had it, her dress was soaked and she was staring at Ortho like 'that was stupid'. "Okay.... so that one wasn't as fun to learn as the other ones."* - Sat Nov  7 08:58:52 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Yeah, sure. - Sat Nov  7 09:02:17 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Haha, no fun for you. - Sat Nov  7 09:03:08 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ...This is funny for you? - Sat Nov  7 09:04:51 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Yup.~ - Sat Nov  7 09:05:42 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) blinked a few times and then looked down at herself, "Why?"* - Sat Nov  7 09:06:33 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) pursed her lips into a circle, "ooooooh."* - Sat Nov  7 09:09:58 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Is it not weird for you... with all my different bodies? - Sat Nov  7 09:09:58 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: It's.. unique.. - Sat Nov  7 09:11:40 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Unique how? - Sat Nov  7 09:11:40 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: But attaction is still there because I know it's still.. you- - Sat Nov  7 09:12:32 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: How many people you know that can change their body at will? - Sat Nov  7 09:12:32 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: .....no one, not like me. - Sat Nov  7 09:14:14 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Exactly. - Sat Nov  7 09:14:14 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Hm... okay. - Sat Nov  7 09:15:05 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Alright, since you got the basics for that down.. is there anything else? - Sat Nov  7 09:16:48 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I learned everything Marrisa gave me. - Sat Nov  7 09:17:39 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I don't know what else to learn. She gave me this paper and made me put my chakra threw it. - Sat Nov  7 09:17:39 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: And what happened to the paper when you did so? - Sat Nov  7 09:21:55 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: It got wet and then it crumbled up and fell apart. - Sat Nov  7 09:22:46 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Suiton and Doton. I see, I see. - Sat Nov  7 09:23:37 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Impressive. - Sat Nov  7 09:23:37 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Suiton and Doton? - Sat Nov  7 09:25:20 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: 10mins and you are good - Sat Nov  7 09:39:50 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Hassan has ordered her dead. We could bring her to him first but there's no need to prolong her life. It's tortuous. Let's just kill her and be done with it. - Sat Nov  7 09:41:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Gah. . .She -- - Sat Nov  7 09:41:32 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Come to daddy tetsu -omit- - Sat Nov  7 09:42:24 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I will come alongside you. - Sat Nov  7 09:44:06 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Grab Marissa while you're at it. - Sat Nov  7 09:44:06 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Y'don't know what these wild Desert Coons will do to some chick who's all tied up. - Sat Nov  7 09:44:06 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: this nigga sais desert coons - Sat Nov  7 09:44:57 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: KANA WHY DON'T YOU COME MY WAYYYYY!!!! - Sat Nov  7 09:51:47 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: -omit that- - Sat Nov  7 09:51:47 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) slowly turned her head and peered up to Index.* - Sat Nov  7 12:34:46 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: Index. - Sat Nov  7 12:39:53 2015
<br><br><font color=teal>*Index(Jjking217) whispers: You know me? - Sat Nov  7 12:40:44 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) smiled a weak soft smile and closed her eyes for now.* - Sat Nov  7 12:40:44 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: I do, but you wouldn't recognize me. - Sat Nov  7 12:40:44 2015
<br><br><font color=teal>*Index(Jjking217) whispers: Would you mind...Re-introducing yourself then? I apologize. - Sat Nov  7 12:41:36 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: Ume. - Sat Nov  7 12:42:27 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) opened her eyes and looked up to him.* - Sat Nov  7 12:42:27 2015
<br><br><font color=teal>*Index(Jjking217) whispers: Ume...Is Dead. - Sat Nov  7 12:44:09 2015
<br><br><font color=teal>*Index(Jjking217) whispers: I...killed her.. - Sat Nov  7 12:44:09 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: Mn.... technically no. By social standings? Yes. - Sat Nov  7 12:44:09 2015
<br><br><font color=teal>*Index(Jjking217) whispers: If this is a joke...Please say so. - Sat Nov  7 12:44:09 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: I had to do something to stop you. - Sat Nov  7 12:44:09 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: I wasn't going to come to you so soon...but then, hah.. you just sat down right next to me. That couldn't be a coincidence. - Sat Nov  7 12:45:00 2015
<br><br><font color=teal>*Index(Jjking217) whispers: Coincidence....I've never believed in that. - Sat Nov  7 12:45:52 2015
