<br><font color=teal>*Index(Jjking217) whispers: I'll explain everything when it's time. - Sun Nov  8 14:08:12 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: I will aid you in your decisions. - Mon Nov  9 10:19:56 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: What else? - Mon Nov  9 10:19:56 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: No, no.. - Mon Nov  9 10:19:56 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: That is it. - Mon Nov  9 10:19:56 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ....you have -no- other questions? I find that hard to believe. - Mon Nov  9 10:20:48 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Not.. at the very moment, no. - Mon Nov  9 10:21:39 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Questions will arise, but not now. - Mon Nov  9 10:21:39 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Okay... - Mon Nov  9 10:22:30 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I thought after having pre-fertilization activities you would be....different. - Mon Nov  9 10:22:30 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: It seems it was temporary. - Mon Nov  9 10:23:21 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: I..- Owari-.. - Mon Nov  9 12:04:03 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ...what? - Mon Nov  9 12:04:54 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: That.. pre-fertilization thing.. that'd have to happen everyday if you want to see me in such a good mood. It's something that add relief  to my life, yes.. butt I wasn't planning of asking you for.. that.. -every- day. - Mon Nov  9 12:07:28 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I didn't expect so but I thought that the effects would last much longer. - Mon Nov  9 12:08:19 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Maybe next time.. that happens it'll last longer. I'll even put in effort, okay? - Mon Nov  9 12:10:52 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) thinks: Implying that'll actually.. happen again.. - Mon Nov  9 12:10:52 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ...You don't have to put in effort, that makes it a chore. - Mon Nov  9 12:10:52 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: As you described with Marrisa. - Mon Nov  9 12:10:52 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Adding effort to soak in the happiness, to.. make the best of it.. - Mon Nov  9 12:12:35 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: That's.. that's natural, flower. - Mon Nov  9 12:12:35 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: With Marrisa, it was something.. I don't know.. - Mon Nov  9 12:12:35 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: It wasn't natural, strictly business. - Mon Nov  9 12:12:35 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I want to know something. - Mon Nov  9 12:13:26 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Hmm? - Mon Nov  9 12:13:26 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Do you like that I don't have emotions? I know you said you want me to get emotions but do you like it, right now, that I don't have them? - Mon Nov  9 12:13:26 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) stared at him blank faced and seemingly calm, "meaning, not like the look I gave Index. The look that haunts him...the one I gave him in the few seconds as he was killing me?"* - Mon Nov  9 12:21:07 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) narrowed her eyes and quickly walked forward towards him, she then tried to slap him as hard as her frail body was able.* - Mon Nov  9 12:29:39 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: It works when Nina does it. - Mon Nov  9 12:29:39 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: One. - Mon Nov  9 12:38:11 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: It is not your fault. - Mon Nov  9 12:38:11 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Two. - Mon Nov  9 12:38:11 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Even if it was? I would not care. - Mon Nov  9 12:38:11 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Get over it. - Mon Nov  9 12:38:11 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: ... - Mon Nov  9 12:39:02 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Do you understand? - Mon Nov  9 12:39:53 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: .... - Mon Nov  9 12:45:52 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: .....No.... no you don't. - Mon Nov  9 12:45:52 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) pulled away, "You are drugging yourself to numb your senses so you don't feel. It makes it easier for you to pull away from your emotions of regret, guilt, and sorrow. You are drinking so that you don't have to think about what happened but it wasn't your fault. It wasn't even Index's fault, I DIDN'T die. I'm alive, right in front of you, I never could die from what he did. You knew this, I made sure you knew this. You saw me die before, granted it only took me a few seconds to come back but you saw it happen. I MADE you kill me, and you were fine afterwards. You should be fine now, why aren't you fine? Why are you broken?" She frowned heavily now, she felt a few seconds of concern.* - Mon Nov  9 12:47:34 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) 's facial features relaxed and she shook her head. "No Ortho. He didn't. He didn't stop you because of wanting to do things with Lera. He didn't have that interest in her at all. He stopped you because Lera is his friend. He was trying to keep one friend from killing the other. He wanted you both alive, but then he felt betrayed by you. His anger built up because one of his friends, his brother, was trying to kill a good friend of his."* - Mon Nov  9 13:07:12 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: .... - Mon Nov  9 13:14:01 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) shook her head, "come to me when you decide to be yourself and not a robot. You might like me without judging eyes but I prefer the Ortho who shows what he is feeling." She began to head for the door, she was done with this.* - Mon Nov  9 13:14:01 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) hadn't turned around because unlike humans she didn't have a sense of 'looking back' one last time for something. She had said what she meant, not lied, she didn't have a reason to lie to Ortho. So she left, unaware he was crying and unaware of what she had truly done to him. He would have to decide for himself if he was going to be honest with himself and with her if he expected her to actually speak with him again. It was his choice.* - Mon Nov  9 13:26:49 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) stopped as she heard him almost speak a word and then a few seconds later punching the wall. She turned back around and watched the tears rolling down his face. Sighing gently she walked over towards him, grabbed his fist that was against the wall and started to pull him down to the floor. If he allowed her then she would lay in front of him and back up into him while forcing his arm to wrap around her torso. She then laid there silently...* - Mon Nov  9 13:45:36 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) just laid stilll allowing him to hold her as tight as he needed, after all it wouldn't hurt her, nor did she need to breathe. So she waited, and sat with her eyes open simply staring forward. As long as he needed...* - Mon Nov  9 14:01:48 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) whispered back to him unmoving, "you never need to thank me."* - Mon Nov  9 14:41:55 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) nodded, "completely unnecessary."* - Mon Nov  9 14:47:02 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Are you certain? - Mon Nov  9 15:01:32 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Yeah. It's something that can be extremely good for you. - Mon Nov  9 15:02:24 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Thank you. - Mon Nov  9 15:02:24 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Anything for you, flower. - Mon Nov  9 15:04:06 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: How does.... it feel to love someone who can't love you back? - Mon Nov  9 15:04:06 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Or feel... anything for more than short moments. - Mon Nov  9 15:04:06 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: I try not to think of it like that. - Mon Nov  9 15:06:40 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: How do you think of it then? - Mon Nov  9 15:06:40 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: More as.. - Mon Nov  9 15:10:56 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: More as.. hope..? - Mon Nov  9 15:11:47 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ... I see. - Mon Nov  9 15:11:47 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: That one day that feeling will be mutual.? - Mon Nov  9 15:11:47 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: No wonder he has been drinking so much. - Mon Nov  9 15:11:47 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: His burden is being weighed down more by me. - Mon Nov  9 15:11:47 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: At first.. I thought it was going to be weird.. - Mon Nov  9 15:15:12 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Like.. not bad weird, just.. unusual? - Mon Nov  9 15:16:03 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: But then it all just felt.. natural. - Mon Nov  9 15:16:03 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I see. - Mon Nov  9 15:20:19 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Ortho, when did you start to feel for me? - Mon Nov  9 15:20:19 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: When we had our first real conversation. - Mon Nov  9 15:21:10 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: When I risked telling you something.. real.. about me.. - Mon Nov  9 15:21:10 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Something that only a select few knew about me and you just.. looked. - Mon Nov  9 15:21:10 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Not with judging eyes, but.. I don't know.. - Mon Nov  9 15:22:01 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Felt like acceptance and understanding.. - Mon Nov  9 15:22:01 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ... I don't know which conversation you mean. - Mon Nov  9 15:22:01 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: .... I was still very early in stages of my learning. - Mon Nov  9 15:22:01 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: A little after we met. When you heard all my plans for Kirigakure. That's when it started. Then the second time is when you came back from Sunagakure and I told you stuff more in depth.. Back when we went deeper in the forest from my settlement. - Mon Nov  9 15:23:44 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: When I had you kill me? - Mon Nov  9 15:27:08 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: ..Yeah.. It's weird, I don't know.. Like .. - Mon Nov  9 15:29:42 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Just.. honesty. - Mon Nov  9 15:29:42 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Trust.. - Mon Nov  9 15:29:42 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: That's rather .... chaotic. - Mon Nov  9 15:31:24 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Though... those times line up with the moments you were earning my trust. - Mon Nov  9 15:32:16 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: But... - Mon Nov  9 15:32:16 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: The first time we met, and you believed that I could hear plants. - Mon Nov  9 15:32:16 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Or at least pretended to. - Mon Nov  9 15:32:16 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I started to trust you. - Mon Nov  9 15:32:16 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Haha. - Mon Nov  9 15:36:32 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: I honestly believed you. - Mon Nov  9 15:36:32 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: I mean.. we manipulate chakra and form nuke-like jutsu's.. - Mon Nov  9 15:37:23 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: A simple person hearing plants isn't out of the ordinary. - Mon Nov  9 15:37:23 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I suppose. - Mon Nov  9 15:37:23 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: But back then I didn't realize that. - Mon Nov  9 15:38:14 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Yeah.. it's a bit.. - Mon Nov  9 15:39:05 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Out there.. when it comes to 'normal'.. - Mon Nov  9 15:39:05 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: But I don't think what I'm feeling for you.. is wrong.. - Mon Nov  9 15:39:56 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: No? - Mon Nov  9 15:40:48 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Hm.. - Mon Nov  9 15:42:30 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Are you feeling better? - Mon Nov  9 15:43:21 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Yeah. I am. - Mon Nov  9 15:45:04 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Good. - Mon Nov  9 15:45:04 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I'm here for you, Ortho. - Mon Nov  9 15:45:04 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Always. - Mon Nov  9 15:45:04 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) smiled as she closed her eyes, "I knew you would want to hear that."* - Mon Nov  9 15:47:37 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) whispers: What did I say about that? - Mon Nov  9 15:51:02 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) pushed her elbow back to nudge him gently.* - Mon Nov  9 15:51:02 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Sorry, sorry.~ - Mon Nov  9 15:52:44 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Can you tell me what it feels like when you kiss? Describe it for me? - Mon Nov  9 15:54:27 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: How you feel? - Mon Nov  9 15:54:27 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Hmm.. - Mon Nov  9 15:55:18 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) smiled wider and wider with each description. "And other things you have done with me? Not that... I'm going to stop you from kissing me forever."* - Mon Nov  9 16:15:47 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Oh?  Nothing else? - Mon Nov  9 16:18:20 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Anything else can't be put into words. - Mon Nov  9 16:21:45 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Heh. - Mon Nov  9 16:23:28 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: You're that unique. - Mon Nov  9 16:27:44 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ...I can't wait to have emotions. - Mon Nov  9 17:06:59 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Anxious, huh? - Mon Nov  9 17:50:30 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: I'm sure you'll like it. - Mon Nov  9 17:50:30 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ....I guess so. I doubt I feel that though, but I look forward to it. - Mon Nov  9 17:51:21 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Soon enough, flower. Soon enough. - Mon Nov  9 18:44:16 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: They took me to the same house. - Tue Nov 10 06:05:13 2015
<br><br><font color=teal>*Rias(LionHunter) says: Way to go Z! - Tue Nov 10 06:09:29 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) walked onto the traing field and simply stood far away from all the others peering over. She had no weapons on her, only a simple cotton chinese style dress that was pretty n' pink and a funky faux mohawk to contrast it with a Kirigakure headband working like a hair accessory to hold strands out of her face. She glanced at Ortho, then Marrisa, and finally Ziare. Wondering if this was simply a spar or a real fight being enacted.* - Tue Nov 10 06:12:54 2015
<br><br><font color=teal>*Ziare(Meekee) says: I'm not holding back. - Tue Nov 10 06:16:19 2015
<br><br><font color=teal>*Ziare(Meekee) says: And why would I want to be trained? - Tue Nov 10 06:16:19 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Oi. - Tue Nov 10 06:16:19 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: I don't think this is quite done. It's been a while since I've went a round with you, Marrisa. - Tue Nov 10 06:17:10 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: I must've fallen behind in my training, but I'm sure I can entertain you well. - Tue Nov 10 06:17:10 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: What do you say? - Tue Nov 10 06:17:10 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: ....he's going to fight her? - Tue Nov 10 06:18:01 2015
<br><br><font color=teal>*Rias(LionHunter) thinks: Love? Are they close or together? - Tue Nov 10 06:23:08 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: Hm... - Tue Nov 10 06:23:08 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: Don't think I've been noticed yet, ooOoo I'm invisible.~ - Tue Nov 10 06:24:51 2015
<br><br><font color=teal>*Rias(LionHunter) says: Sure whats on your mind hun? - Tue Nov 10 06:26:33 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: Well uh...I was just wondering if you wanted to go to that tea shop any time soon..? - Tue Nov 10 06:27:24 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) glanced towards Daiki and nodded toward him. "Hm?"* - Tue Nov 10 06:28:16 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) watched on with great amounts of focus towards Marrisa and Ortho. "Owari," was spoken in a soft voice.* - Tue Nov 10 06:35:05 2015
<br><br><font color=teal>*Rias(LionHunter) thinks: Hmm, thats cool... I wonder what she is doing? And are there traces of chakra in her eyes? And why am I asking so many questions ? I really dont care.... - Tue Nov 10 06:35:05 2015
<br><br><font color=teal>*Shakaku, Daiki(Dazzer) thinks: Hmm.. So he knows fire style? - Tue Nov 10 06:39:21 2015
<br><br><font color=teal>*Shakaku, Daiki(Dazzer) thinks: I'm guessing I better speak to him soonish.. - Tue Nov 10 06:39:21 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) looked the boy up and down and then focused back on the fight again. When she had looked at him, he would see her Kirigakure headband in her hair. She then only replied with a simple, "no."* - Tue Nov 10 06:52:09 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ..... - Tue Nov 10 06:53:52 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: Did I just get blown off because of where I'm from? - Tue Nov 10 06:54:43 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: I'm waiting for a friend at the moment. - Tue Nov 10 07:00:41 2015
<br><br><font color=teal>*Shakaku, Daiki(Dazzer) says: Mhm. - Tue Nov 10 07:00:41 2015
<br><br><font color=teal>*Shakaku, Daiki(Dazzer) says: Owari. Would you like a spar? - Tue Nov 10 07:01:32 2015
<br><br><font color=yellow>*Hajimari, Owari(TenaciousRiven) looked over at the rude Inuzuka. "No...thank you," She had a risen brow and was curious why he thought she would want to spar him after he just blew her off from being from Kirigakure. How idiotic.* - Tue Nov 10 07:12:38 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) thinks: Fuck.. - Tue Nov 10 07:25:26 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) thinks: Can't make the kid get hurt... - Tue Nov 10 07:25:26 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) thinks: Why the fuck he decide to stand behind me..? - Tue Nov 10 07:25:26 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ..... - Tue Nov 10 07:33:07 2015
<br><br><font color=teal>*Shakaku, Daiki(Dazzer) says: Excuse me. Miss with the read hair. Fancy a spar? - Tue Nov 10 07:41:39 2015
<br><br><font color=teal>*Ziare(Meekee) says: I think he's talking to you Rias. - Tue Nov 10 07:41:39 2015
<br><br><font color=teal>*Rias(LionHunter) says: Hmm me? Ugh, I dont think thats a good idea... - Tue Nov 10 07:42:30 2015
