<br><font color=teal>*Kuro(Ichigo10101) says: He could have been talked to. - Sat Oct  3 17:50:56 2015
<br><br><font color=teal>*Yatsuhibata, Cypher(MasterFaster) says: So... - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: A replica. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: Why Raikage always lyin'. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: This is... - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: A turn of events. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Yatsuhibata, Cypher(MasterFaster) says: About my Mixtape? - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Don't worry. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Uh.. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: That's just a replica. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Yatsuhibata, Cypher(MasterFaster) says: Do you guys. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Well... - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: The fuck is going on.  - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Um.. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: .... Did I do something wrong? - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Yatsuhibata, Cypher(MasterFaster) says: Want to check it out? - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: ...... - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Ya'll are dumb. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: The Kubikirihoucho. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Bring it to me. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Now. - Tue Oct  6 02:55:21 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Sow. - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: That's what it's called? - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Yes, sow. - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Bring it to me. - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: .... - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) thinks: What's a sow.. - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: Sow? - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Roast. - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) thinks: Run Chiharu...run! - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) thinks: He called her a pig? - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) thinks: That's rude... - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Yeah...guy! - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: And I plead. - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: If you were to run. - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Still in Kiri? - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: You would find yourself. - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: .... - Tue Oct  6 02:56:12 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Facing the gates. - Tue Oct  6 02:57:04 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: I'm wherever I want to be. - Tue Oct  6 02:57:04 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Of purgatory. - Tue Oct  6 02:57:04 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: Stupid ass bitch eating a sword.. what kinda' nigga eats a sword. - Tue Oct  6 02:57:04 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: So, you left just like me.Hm..Hear any news from there? - Tue Oct  6 02:57:04 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: Well, I can only await her response... - Tue Oct  6 02:57:04 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: I'm not about to get broken bones again. - Tue Oct  6 02:57:04 2015
<br><br><font color=teal>*Yatsuhibata, Cypher(MasterFaster) says: Hideki-chan. - Tue Oct  6 02:57:55 2015
<br><br><font color=teal>*Yatsuhibata, Cypher(MasterFaster) says: My Mixtape. - Tue Oct  6 02:57:55 2015
<br><br><font color=yellow>*Tokisaki, Chiharu(Cheesy Cakey) approached him, looking up at the male with mild curiousity. Kubikirihoucho rested between herself and the male.

"I can't even lift it. I -was- going to eat it, but I don't need it...so.. here."* - Tue Oct  6 02:57:55 2015
<br><br><font color=teal>*Yatsuhibata, Cypher(MasterFaster) says: It's fire. - Tue Oct  6 02:57:55 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Throw it to me. - Tue Oct  6 02:57:55 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: Lyin' bitch.. - Tue Oct  6 02:57:55 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: My name is Chiharu of the Tokisaki clan, pleasure to meet you. - Tue Oct  6 02:57:55 2015
<br><br><font color=teal>*Yatsuhibata, Cypher(MasterFaster) says: Listen to it. - Tue Oct  6 02:57:55 2015
<br><br><font color=teal>*Yatsuhibata, Cypher(MasterFaster) says: It's about stank pussy. - Tue Oct  6 02:57:55 2015
<br><br><font color=teal>*Yatsuhibata, Cypher(MasterFaster) says: And Blondes. - Tue Oct  6 02:57:55 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Ballin. - Tue Oct  6 02:57:55 2015
<br><br><font color=yellow>*Tokisaki, Chiharu(Cheesy Cakey) returned to her original position in the gathering of individuals.

<I really wanted to eat that..> She'd think.* - Tue Oct  6 02:58:46 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Who's this guy? - Tue Oct  6 02:58:46 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Who? - Tue Oct  6 02:58:46 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: .... - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ---------- - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: . . . . - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: The guy who eats swords. - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: HOLY FUCKING SHIT - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: Wait... - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: THAT'S HARDCORE AS FUCK. - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ..................... - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: Wh... - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: THIS MOTHERFUCKER - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: HIM TOO? - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Interesting. - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: Fuck my life. - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: Are you... part of my clan? - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: What if he eats Chiharu? - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: WHAT IF HE EATS CHIHARU. - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: CHIHARU. - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: Wait... no... how did it taste!? - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: STAND BACK. - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Hideki(Assassin241) says: --- - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Yo... - Tue Oct  6 02:59:37 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) thinks: Tag specialist doesn't let me telepathically speak to you ;c - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: An excellent meal. - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: It tastes like victory. - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: ... - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: .... - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: This nigga'... - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: Aw.... I was gonna eat it too. - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Holy shit. - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Tetsujin. - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Do you know what.... - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: So... victory tastes good? - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: The Kubikiriboucho does? - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) thinks: That was gross... - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I m- - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: I don't. - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: .... - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: It can absorb the iron in blood. - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: And regenerate. - Tue Oct  6 03:00:28 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: I have now assimilated that ability. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Nigga. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: omit - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I see... - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: Nice... - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: WHAT. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: HAS. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: THIS. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: GAME. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: DONE. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: .... - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Holy shit.. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ........................ - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: That's hard core as fuck. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) thinks: I should've ate it when I had the chance. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: So if Hideki and I killed him. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: He would regenerate. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: Because he can absorb blood. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: And his own blood. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: Stupid ass bitches eating swords... - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: Would regenerate him. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: You are an interesting man Tetsujin. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) thinks: did i just make this guy immortal - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: You never cease to amaze me. - Tue Oct  6 03:01:20 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: How did you do that..? - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: I don't even think Mamoru and I could even take this dude with our combo.. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ..... - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Tetsujin---you monster. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) thinks: How was he even able to fit it all into his mouth? - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Tetsujin? - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: ...Wait. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Now then..... - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Wait. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Wait. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: I suppose I can leave. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Yes? - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: You killed Urek. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: ----- - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: I don't recall.  - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: I kill so many people in a day. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Y- - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) thinks: Why does that name sound familar.. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Wh- - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: H- - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I do-. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: You're strong. - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: .... - Tue Oct  6 03:02:11 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: He doesn't recall... - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: The Second Mankiller. - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: He took a legends life... - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Interesting. Fucking Interesting. - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: And you want to take the title? - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: And doesn't recall... - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Hideki(Assassin241) says: -- - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Yoo... - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: I wouldn't fucking mind it. - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: ... - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Holy shit. - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: I don't particularly hate.... - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Watch your language, you cunt. - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Those who seek power. - Tue Oct  6 03:03:02 2015
<br><br><font color=yellow>*Tokisaki, Chiharu(Cheesy Cakey) exhaled.

"I've never tasted victory...."* - Tue Oct  6 03:03:02 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Neither do I. - Tue Oct  6 03:03:53 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Interesting. - Tue Oct  6 03:03:53 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: You don't look weak. - Tue Oct  6 03:03:53 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) thinks: I wonder if I eat bones...will I get...more...bone-ier. Bwahaha. Boner. - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: I'd be happy to oblige you with a fight. - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Set the date. - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: .... - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Just write it down. - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: He brought a calendar... - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) thinks: I want to watch this one. - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Can I watch? - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Niza(Chevy Malibu) thinks: This man....plans his fights... - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Will it be on Pay-Per-View cause Hideki hasn't payed the bills. - Tue Oct  6 03:04:44 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Well. - Tue Oct  6 03:05:36 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: I have one request. - Tue Oct  6 03:05:36 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: If you two do fight. - Tue Oct  6 03:05:36 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: I agree. - Tue Oct  6 03:05:36 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: One month. - Tue Oct  6 03:05:36 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Let's see how strong you can become in one month. - Tue Oct  6 03:05:36 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Seize my title. - Tue Oct  6 03:05:36 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: When I kill you next month... - Tue Oct  6 03:06:27 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: I'll take it back. - Tue Oct  6 03:06:27 2015
<br><br><font color=teal>*Lyala(BoyFlareon) thinks: Wow, he's pretty confident too. - Tue Oct  6 03:06:27 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: Watch this bitch try to eat his spear. - Tue Oct  6 03:06:27 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: Watch. - Tue Oct  6 03:06:27 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: --Chiharu. - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Get over here. - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Right now. - Tue Oct  6 03:07:18 2015
<br><br><font color=yellow>*Tokisaki, Chiharu(Cheesy Cakey) peered at Tetsujin's spear.

<I wonder how good that'd taste.>* - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ---- - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: Hm? Alright. - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: Hold out your hand for me! - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Amon(William O. Wisper) thinks: What kinda nigga salivates over that sort of shit. - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: ---- - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: NO. - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: NOT HERE> - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ---- - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: STOP. - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Tokisaki, Chiharu(Cheesy Cakey) says: W.. - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: ....... - Tue Oct  6 03:07:18 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: OH MY GOODNESS. - Tue Oct  6 03:07:18 2015
<br><br><font color=yellow>*Tokisaki, Chiharu(Cheesy Cakey) was about to shine brighter than a diamond until Niza said not to :c* - Tue Oct  6 03:08:09 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) thinks: Just how strong is he?  I know Baen is pretty strong. He was able to beat Himura, and pierce through Maloth's tough body. - Tue Oct  6 03:08:09 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: Niza. - Tue Oct  6 03:08:09 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: You seem rather frantic. - Tue Oct  6 03:08:09 2015
<br><br><font color=teal>*Tetsujin(KenichiMD) says: What are you talking about? - Tue Oct  6 03:08:09 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: ... - Tue Oct  6 03:08:09 2015
<br><br><font color=teal>*Niza(Chevy Malibu) says: Nothing important. - Tue Oct  6 03:08:09 2015
