<br><font color=teal>*Index(Jjking217) says: Lord Kazekage. - Fri Oct 30 23:08:48 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: What? - Fri Oct 30 23:13:55 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Hey gramps did you but my order in? - Fri Oct 30 23:14:46 2015
<br><br><font color=teal>*Index(Jjking217) says: You said earlier you were going to handle the situation regarding Saeza's death, Right? - Fri Oct 30 23:14:46 2015
<br><br><font color=teal>*Muhhamed Hassan(Ziare1) says: Yeah. - Fri Oct 30 23:14:46 2015
<br><br><font color=teal>*Index(Jjking217) says: I know you hate this request, But I'd like to tell you what happened, But I'd rather do it away from the interjection of peers. - Fri Oct 30 23:15:37 2015
<br><br><font color=teal>*Index(Jjking217) says: I don't care if you tell them later. - Fri Oct 30 23:15:37 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: .... - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Kilm(Vysasi) says: I want to tag along, I was told of what happened personally. - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Index(Jjking217) says: It isn't my place to ask, But I feel the need to. - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Or rather,I would like to tag along. - Fri Oct 30 23:16:28 2015
<br><br><font color=teal>*Index(Jjking217) says: Kilm, If you weren't there, Your information isn't the the most reliable. If I was a cop, I wouldn't even interrogate you. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Index(Jjking217) says: I appreciate it though. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: No,I just want to hear more about it. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Not give information. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Because, I was told of what happened. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: By you know who. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Index(Jjking217) says: I'll tell you myself. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Alright. - Fri Oct 30 23:17:20 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Hi Index. - Fri Oct 30 23:18:11 2015
<br><br><font color=teal>*Index(Jjking217) says: Hey, Nina. - Fri Oct 30 23:19:02 2015
<br><br><font color=teal>*Nina(Ninasky115) says: I've been getting better, you know. - Fri Oct 30 23:20:44 2015
<br><br><font color=teal>*Index(Jjking217) says: That's good. - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Index(Jjking217) says: Up for some catching up? - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Sure thing. - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Index(Jjking217) says: You hungry? - Fri Oct 30 23:22:27 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Not really. - Fri Oct 30 23:23:18 2015
<br><br><font color=teal>*Index(Jjking217) says: I would ask you to grab a drink, But you don't look hardly the drinking age. - Fri Oct 30 23:23:18 2015
<br><br><font color=teal>*Index(Jjking217) says: But, I do plan on getting me something to eat, So even if you don't intend to, care to tag along so we can talk? - Fri Oct 30 23:23:18 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Mhm, sure. - Fri Oct 30 23:25:00 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: .... - Fri Oct 30 23:25:00 2015
<br><br><font color=teal>*Kilm(Vysasi) says: Would tag along but it seems private. Have fun you two. - Fri Oct 30 23:25:00 2015
<br><br><font color=teal>*Index(Jjking217) says: Not neccessarily private. - Fri Oct 30 23:25:52 2015
<br><br><font color=teal>*Index(Jjking217) says: But one student to another. - Fri Oct 30 23:25:52 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: .. . Borin'. - Fri Oct 30 23:48:03 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Who penetrating Tets?? -omit- - Fri Oct 30 23:52:19 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: This line though. - Fri Oct 30 23:54:52 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Yeah, haha. - Fri Oct 30 23:55:44 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Hm, I might go back to bed. - Fri Oct 30 23:56:35 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Hassen, any missions? - Fri Oct 30 23:56:35 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Enjoy your day then Ai - Fri Oct 30 23:56:35 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: I will..Just need to sleep a little, ya know? - Fri Oct 30 23:57:26 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: I understand - Fri Oct 30 23:58:17 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Yo ! - Thu Nov  5 11:29:55 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: It seems like he was trying to get something from the village. - Fri Nov  6 08:44:48 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: What did the man do? - Fri Nov  6 08:44:48 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: The man was defenseless and unarmed. To kill him when he was already detained is not justice. - Fri Nov  6 08:45:39 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: --------------------- - Fri Nov  6 08:45:39 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Unarmed?.. - Fri Nov  6 08:45:39 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Yes, unarmed. - Fri Nov  6 08:45:39 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: I had removed his weapons. - Fri Nov  6 08:46:30 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Oh yeah! Sure! - Fri Nov  6 08:46:30 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: ....Koji. - Fri Nov  6 08:46:30 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: After he fucked us ALL up! - Fri Nov  6 08:46:30 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Get rid of the bodies. - Fri Nov  6 08:46:30 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Everyone needs to clear out of here. - Fri Nov  6 08:46:30 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: We are all still standing. - Fri Nov  6 08:46:30 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Yan why am I being lied on? - Fri Nov  6 08:46:30 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: I don't agree he was unarmed or defensless. - Fri Nov  6 08:46:30 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Tetsumi almost lost his arms! - Fri Nov  6 08:46:30 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: ..... - Fri Nov  6 08:47:21 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Taking another's life isn't going to solve anything. - Fri Nov  6 08:47:21 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: THis man aimed to kill my father! - Fri Nov  6 08:47:21 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) thinks: No one is listening... - Fri Nov  6 08:47:21 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Yet you want to turn the other cheek?! - Fri Nov  6 08:47:21 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: All ive done to day is use a litghnign justu. - Fri Nov  6 08:47:21 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: So you want to keep this cycle of killing going forever and ever!? - Fri Nov  6 08:47:21 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: You walk near the restaruant you'l see the fresh corpses, and in the bathroom a near dead Izutora... - Fri Nov  6 08:47:21 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: What's to say his loved ones won't come for your life? - Fri Nov  6 08:47:21 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Koji, like I said. - Fri Nov  6 08:47:21 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Clean up the bodies. - Fri Nov  6 08:48:12 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Then you're dead and your loved ones comes after those of the mans? - Fri Nov  6 08:48:12 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Kuro, take a break. - Fri Nov  6 08:48:12 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: It's an endless cycle that we need to break. - Fri Nov  6 08:48:12 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: In the world of Shinobi, this goddamn world . . killing will never stop, bruh. - Fri Nov  6 08:48:12 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: nigga - Fri Nov  6 08:48:12 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: -omit - Fri Nov  6 08:48:12 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Fujitora, go outside and take a breather. - Fri Nov  6 08:48:12 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Why can't you all understand that? We've all seen what people are capable. - Fri Nov  6 08:48:12 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Everyone that didn't get an order issued just needs to leave. - Fri Nov  6 08:48:12 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: I'm going to visit the site*akastyas grave to cool down* - Fri Nov  6 08:49:04 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Koji......waiting on you to do what you are told. - Fri Nov  6 08:49:04 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: nigga-omit - Fri Nov  6 08:49:04 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Trilliam, Iznanami and new kid. Leave now. - Fri Nov  6 08:49:04 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Yo yo . . . I came to take a mission. why would I " Go outside " ? - Fri Nov  6 08:49:55 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Because I'm a jounin of this village and I told you to. - Fri Nov  6 08:49:55 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Zole they do this to all the youngetsers every time. - Fri Nov  6 08:49:55 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Lets just go. - Fri Nov  6 08:50:46 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: See you later Yan. - Fri Nov  6 08:50:46 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Iza come on before we get in trouble. - Fri Nov  6 08:50:46 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Just grab her hand and lead her out, Trilliam. - Fri Nov  6 08:52:28 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Huh ? - Fri Nov  6 08:55:02 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: He killed npcs okay yan dude - omit - - Fri Nov  6 08:59:18 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: Your actions almost cost many their lives. - Fri Nov  6 09:00:09 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: .... - Fri Nov  6 09:01:00 2015
<br><br><font color=teal>*Kuro(Ichigo10101) says: If you haven't noticed, this entire hallway is scortched with burn marks from your explosives. - Fri Nov  6 09:01:00 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: My????Explosives? - Fri Nov  6 09:01:00 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: What is Kuro talking about. - Fri Nov  6 09:01:52 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Like i left to go make food and come back, - Fri Nov  6 09:01:52 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: The man was trying to steal important documents from Hassan's office. - Fri Nov  6 09:02:43 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: I confronted him when he knocked out... Ketsuki... - Fri Nov  6 09:02:43 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: He tried to slice off my arm - Fri Nov  6 09:02:43 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: And now he's dead? - Fri Nov  6 09:02:43 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: And so is Ketsuki? - Fri Nov  6 09:02:43 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Did he kill her? - Fri Nov  6 09:03:34 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: And everyone is all Trilliam roar you bang bang pew pew boom splahh wahhhh stufff when all ived done to day was use a lightgin justu to try and stop that guy. - Fri Nov  6 09:03:34 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: I didn't see how Ketsuki died. - Fri Nov  6 09:03:34 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I see. I'm glad you are here. When I got here, I couldn't get a shred of information out of anyone. - Fri Nov  6 09:03:34 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: They were too busy fighting over the man's life. - Fri Nov  6 09:03:34 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: He is an enemy of Sand's stability and he has made an attempt at a shinobi of our village....He's dead and thats a good thing. - Fri Nov  6 09:04:25 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: All I knew, he knocked her out in the bathroom stall.. The man also injured...Izutora really bad.. He's probably bleeding to death. *tries to advance towards the bathroom while clutching his bleeding arm* - Fri Nov  6 09:04:25 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: He was about the choke the life out of her, if I hadn't came in.. In time. - Fri Nov  6 09:04:25 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Where is Bryson or Zenaki? - Fri Nov  6 09:05:16 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Don't know.. - Fri Nov  6 09:05:16 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Figures. - Fri Nov  6 09:05:16 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Take yourself and Izutora to the hospital. - Fri Nov  6 09:05:16 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Koji... - Fri Nov  6 09:06:08 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I know you are the chief of the police. - Fri Nov  6 09:06:08 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: What's your coarse of action? - Fri Nov  6 09:06:08 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I came back from annexing the land of lightning and their hidden village, Cloud..When I come back, I am welcomed with this chaos. - Fri Nov  6 09:06:08 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I shouldn't have left at all. - Fri Nov  6 09:06:59 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Ummm. - Fri Nov  6 09:06:59 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Guys not to sound like weak or anything but that guy just like thrented me so can i liek get some body guards or somehting? - Fri Nov  6 09:07:50 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I am with you bruh . . . don't worry ! - Fri Nov  6 09:07:50 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Trilliam....go wait in your grandfather's office. - Fri Nov  6 09:08:41 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I will come see you shortly. - Fri Nov  6 09:08:41 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Okay ... - Fri Nov  6 09:08:41 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Huh ? - Fri Nov  6 09:25:45 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) knocks on the door " Can I enter ? "* - Fri Nov  6 09:41:07 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Could you form a seal that informs me if Trilliam is in trouble? - Fri Nov  6 09:41:07 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: One moment. - Fri Nov  6 09:41:07 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Though it'd take time.. - Fri Nov  6 09:41:58 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: right. - Fri Nov  6 09:41:58 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: When you find the time, please come see me. - Fri Nov  6 09:42:49 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Enjoy your clebration, i'll stay here and work. - Fri Nov  6 09:42:49 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Just hold your hands out for me.. - Fri Nov  6 09:42:49 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) he would knock on the door once again asking the same question " Can I come in ? "* - Fri Nov  6 09:42:49 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: No entry yet.. - Fri Nov  6 09:42:49 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: One moment please guest. - Fri Nov  6 09:42:49 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Give me 5 minutes. - Fri Nov  6 09:43:40 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: Slly father, I'm a Second Man...Who needs minutes. - Fri Nov  6 09:43:40 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: One Pump is all I need with this art. - Fri Nov  6 09:43:40 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: -omit- - Fri Nov  6 09:43:40 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Now you sound like mother... - Fri Nov  6 09:48:48 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Hmph. - Fri Nov  6 09:48:48 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Cleanliness is next to godliness. - Fri Nov  6 09:48:48 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: I--I'....My office is spotless..Somedays.. - Fri Nov  6 09:49:39 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Yo stupid family reuionion reunion can i fuck in now ? - omit - - Fri Nov  6 09:49:39 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Mhm. - Fri Nov  6 09:50:30 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: you can come in guest. - Fri Nov  6 09:51:21 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) Trilliam dad's magically shows up patting his own son " Yo son ! " omit-* - Fri Nov  6 09:51:21 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) After hearing that he could enter, he would quickly open the door and rush inside the office " Yoo ! Atleast you finished .. I came here to take a mission "* - Fri Nov  6 09:51:21 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: WAKE ME UP! -wake me up inside- I CAN'T WAKE UP! -save meee-  - Fri Nov  6 09:52:12 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: -omit- - Fri Nov  6 09:52:12 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Guard duty. - Fri Nov  6 09:53:04 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: huuh ?? - Fri Nov  6 09:53:04 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Get to it lad. - Fri Nov  6 09:53:04 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: I'll be going to my celebration..See y' guys around. - Fri Nov  6 09:53:55 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: My mission is to guard . . .? - Fri Nov  6 09:53:55 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: Is it because I lead them to victory?..What is this? What did I do again? - Fri Nov  6 09:53:55 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: The gates. - Fri Nov  6 09:54:46 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Okay I will be going now . .  - Fri Nov  6 09:55:37 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: When should I come back to complete it ? - Fri Nov  6 09:55:37 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: In a couple hours. - Fri Nov  6 09:55:37 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Okay - Fri Nov  6 09:55:37 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) After taking the mission from the kazekage, he would rush outside the door heading to the gates to gaurd em.* - Fri Nov  6 09:56:28 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) After receiving the mission, he quickly rushed toward the gates to fulfill his mission, ofcourse gaurding the gate wasn't of an easy task, after all this was his first mission from the kazekage, anyway he had to fulfil the mission to get rewarded, he headed to the gate, as the gaurds that were standing there started to move toward him asking him question about why is he here, if he is leaving the village, or anything else, the security was so high, that Zole didn't know why he was given this mission if the first place if they got these many gaurds gaurding this spot.


He didn't know what to do in the beginning, the gaurds were all around him which made him rather confused and not feeling comfortable, then he remembered he was given a scroll with the details of the mission, he took out the Mission-Scroll and gave it to the gaurds, to show him what was the purpose of him coming here, and that he only came here to fulfil a mission that was given to him by the kazekage. The gaurds noded to him in a postive way, giving him back the scroll.


He took the Mission scroll back again, and sat on the ground infront of the gate, then the gaurds went to him and told him not to sit down and pay more attention to the mission given to him, they ordered him to stand infront of the gate and not sitdown as if he was on a vacation, He nodded as he was ordered to stand and to be ready to fight if anything were to happen. He waited in his place without moving, ofcourse there was nothing happening, the place was very boring, but it was his mission and its his rule as a shinobi to fulfil it.


Hours were passing and he was just standing there in his place doing nothing, not even training, or talking with the other gaurds. An idea came on his mind, as he turn around looking at the gaurds around him " What do yo usually do to have fun ? Because none of you is talking or even eating, What with you guys " He asked in an amazed tone waiting for an answer, but then the gaurds started to laugh at him for asking them these stupid questions. Ofcourse he was surprised by the outcome.


He stood there in amazement as the gaurds laugh " Did I say something funny ? " He said in a rather pissed tone, the gaurds stopped their laughing at turned to him, to face him, and then one of them started speaking " Ofcourse, We can't have fun we are on gaurd, we talk to each other from time to time and ofcourse we eat . . we are humans after all " Then he stopped talking and went back to his post to gaurd the gate once again. He was amazed by the answer, ofcourse he wasn't used to this life, as his life was nothing but sitting in a house.

Hours were passing, and Zole stomach was empty, he wanted to eat, since he didnt have his breakfast he was just focused on getting a mission, He had a bag with him, that he had some sandwiches in it with a tea container and some cups, he looked at the gaurds and offered them some of his sandwiches and a cup of tea, they gladly accepeted it as it was no harm for them for himself, Zole took his time eating the sandwiches and filling his stomach with the hot and good tea.

While they were all eating the stuff that was given to them by Zole, a strange traveller came with a cart, they didn't know what it was filled with, so they had to check it up incase he is hiding weapons or some ninjas to attack the village from the inside out, Since Zole was given a mission to protect the gate, he had to take part in checking the cart up, he started to search it from the inside to look if there was anything strange, but he only found fruits and vegetables, maybe he came to sell his stuff.

Zole looked at the gaurds, and started to question them if they would allow him to enter, since him and the gaurds saw no danger from the man, they allowed him in and gave him a premission to enter the village, ofcourse if anything went wrong it would be there responsibility that they allowed him inside, then Zole followed him and showed him the way inside the village and told him where he could find people to sell his stuff to. Then after showing the guy the place where to go, he went back to his post and to gaurd the fuckin gate once more.

Hours were passing and Zole was getting bored already, He just wanted to go back and to complete the mission " Okay . . I think thats it " He said to himself, then he looked at the scroll next to him on the ground, then he grabbed it and started to move leaving the gate, he looked at the gaurds and waved to them with his hands as he was leaving the gaurd, since his mission was fulfilled, he slowly started to move away from the gate till they couldn't see him.* - Fri Nov  6 10:28:03 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) He had the scroll in his backpack, he was moving in the village, to reach the kazekage mansion to finish the mission, the kazekage's mansion was at the sight of his eyes, he was near the mansion already, so he decided to take a rest before going to the mansion to complete the mission and get rewarded, few minutes passed, then he got up off the ground cleanning the dust off his pants " time to fininsh this mission " he said to him self, then he quickly rushed toward the mansion to see the kazekage.* - Fri Nov  6 10:30:36 2015
<br><br><font color=yellow>*Zole(-The Creepy SoulHunter-) Rush in through the door to the kazekage office " Okay . .I finished the mission " * - Fri Nov  6 10:31:28 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Good. - Fri Nov  6 10:34:01 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Dismised Soldier. - Fri Nov  6 10:34:01 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: One question before I leave. - Fri Nov  6 10:35:44 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: When can I come and take another mission ? - Fri Nov  6 10:35:44 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Give it a few hours. - Fri Nov  6 10:35:44 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Your body needs rest. - Fri Nov  6 10:36:35 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Okay. - Fri Nov  6 10:36:35 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I will come in few hours, to take another mission, If you're not busy. - Fri Nov  6 10:37:26 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Goodday sir . . - Fri Nov  6 10:37:26 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Day. - Fri Nov  6 10:37:26 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: Hello. - Fri Nov  6 10:40:00 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: I came for another mission - Fri Nov  6 10:54:30 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Damn kid, calm down. - Fri Nov  6 11:00:28 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Let your body rest. - Fri Nov  6 11:00:28 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: It rested. - Fri Nov  6 11:02:11 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: My body, and I know it very well. - Fri Nov  6 11:02:11 2015
<br><br><font color=teal>*Zole(-The Creepy SoulHunter-) says: OKaaay ? - Fri Nov  6 11:46:33 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Yeah go back and guard that gate. - Fri Nov  6 11:55:05 2015
<br><br><font color=teal>*Hanae(Ej900) says: I see. - Fri Nov  6 23:59:34 2015
<br><br><font color=teal>*Hanae(Ej900) says: Thats good. - Sat Nov  7 00:00:25 2015
<br><br><font color=teal>*Zenaki(Kumaki) says: I can check them out if you wish to? But I don't think they are ready yet.  - Sat Nov  7 00:00:25 2015
<br><br><font color=teal>*Inoue, Erin(Such a Yandere-chan) says: I could check for you, Zenaki-sensei. You should take it easy afterall.. - Sat Nov  7 00:01:16 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Lord how do you like the Parade in your honor? - Sat Nov  7 00:02:08 2015
<br><br><font color=teal>*Zenaki(Kumaki) says: Basement. In the fridge. There should be a bowl with hardened stuff. Or slightly hardened stuff. Bring it to me if it is completely hardened up like som sort of gigantic pill. Erin. - Sat Nov  7 00:03:50 2015
<br><br><font color=teal>*Inoue, Erin(Such a Yandere-chan) says: Okay! - Sat Nov  7 00:04:41 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Yes, it seems the people were pleased to see the swift action yesterday. - Sat Nov  7 00:06:24 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Heh, not bad. - Sat Nov  7 00:08:06 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: I like it. - Sat Nov  7 00:08:06 2015
