<br><font color=teal>*Kyubishu(Dillion13) says: You've got to be kidding me. - Sun Nov  1 21:50:17 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: If it helps. - Sat Nov  7 17:23:12 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Lera dropped off about forty scrolls of techniques. - Sat Nov  7 17:23:12 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: *shook being called out* Yeah, I am. - Sat Nov  7 17:24:03 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Forty? Impressive, learn them all. - Sat Nov  7 17:24:03 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: . . . - Sat Nov  7 17:24:54 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Reading scrolls isn't exactly an easy way to learn for me, but I guess I'll have to. - Sat Nov  7 17:24:54 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Well, I got booted out. - Sat Nov  7 17:27:28 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You won't -have- to, Mizukage. You have free will, but I assure you that my actions are meant to benefit Kirigakure and you alike. - Sat Nov  7 17:29:10 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: What is your name, boy? -@Jin- - Sat Nov  7 17:29:10 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) thinks: With Ortho here, the odds of Lera dropping more stuff off lessens. - Sat Nov  7 17:30:01 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) thinks: Hm. - Sat Nov  7 17:30:52 2015
<br><br><font color=yellow>*Jirun Lanzi(JoJoSpirals) paused for a moment. "Jirun."* - Sat Nov  7 17:30:52 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I see, I see.. - Sat Nov  7 17:33:26 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: What caused them to banish you? - Sat Nov  7 17:33:26 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Overpopulation.  - Sat Nov  7 17:35:08 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: ...... - Sat Nov  7 17:35:08 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Don't believe me? Its a sandy village, cacti flooding place, a training arena, and the leader is a old grey haired man. I been there, they kicked me. Out, heck I tell people all time to stay in Sunagakure. - Sat Nov  7 17:36:00 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: I even paid the trip for two kids. - Sat Nov  7 17:36:00 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I see, I see. - Sat Nov  7 17:36:51 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: . . . - Sat Nov  7 17:44:32 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Well anyway. - Sat Nov  7 17:57:20 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: We can talk about the more important things inside. - Sat Nov  7 17:57:20 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Lead the way. - Sat Nov  7 17:59:53 2015
<br><br><font color=yellow>*Jirun Lanzi(JoJoSpirals) seemed a bit stress, as he rushed to the bench. Jumping and landing on top of it, his body laying out across it. Trying his best to act like a lazy loaf.* - Sat Nov  7 18:10:59 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Lol.0 - Sat Nov  7 18:51:56 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: -omit- - Sat Nov  7 18:51:56 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Hi. - Sat Nov  7 20:24:57 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Hello. - Sat Nov  7 20:34:20 2015
<br><br><font color=teal>*Hogo, Ikaro(EvolutionMe) says: Hrm? - Sat Nov  7 20:36:54 2015
<br><br><font color=teal>*Hogo, Ikaro(EvolutionMe) says: I'm surprised you decided to stick around. . . - Sat Nov  7 20:36:54 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I run from no one. - Sat Nov  7 20:37:45 2015
<br><br><font color=teal>*Hogo, Ikaro(EvolutionMe) says: . . . - Sat Nov  7 20:40:19 2015
<br><br><font color=teal>*Hogo, Ikaro(EvolutionMe) says: Alright. - Sat Nov  7 20:40:19 2015
<br><br><font color=teal>*Mana(Mirandawashere) thinks: I honestly have no clue what to expect from reality nowadays... - Sat Nov  7 20:42:01 2015
<br><br><font color=teal>*Index(Jjking217) says: Yo. - Sun Nov  8 00:05:58 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) thinks: That girl.... and the new guys... Hmmm... - Sun Nov  8 00:12:48 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Ortho. - Sun Nov  8 00:19:37 2015
<br><br><font color=yellow>*Jirun Lanzi(JoJoSpirals) looked over to Ortho. <Still around... wonder if hes going to live here now.>* - Sun Nov  8 00:22:11 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I think I might go to Konoha. - Sun Nov  8 00:22:11 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I was just about to head there. Came to let the Mizukage know. - Sun Nov  8 00:23:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Is he awake? - Sun Nov  8 00:23:02 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Yes, but he seems rather irritated. - Sun Nov  8 00:23:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Very well. - Sun Nov  8 00:23:02 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: And he is with a woman. - Sun Nov  8 00:23:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: --- - Sun Nov  8 00:23:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I see. - Sun Nov  8 00:23:02 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Very well. I'll be departing now. - Sun Nov  8 00:23:02 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ..o-oh... - Sun Nov  8 00:23:53 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: I guess he doesn't want me to come with him then. - Sun Nov  8 00:23:53 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Are you coming or are you planning to stay for a bit? - Sun Nov  8 00:23:53 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Oh... well the way you said that... sounded like. - Sun Nov  8 00:23:53 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ...fuckin' hell... right... let's go. - Sun Nov  8 00:23:53 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) thinks: Konoha. - Sun Nov  8 00:24:44 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: ...? - Sun Nov  8 17:39:50 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Who are you? - Sun Nov  8 17:40:41 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Quite rude aren't you.. - Sun Nov  8 17:41:32 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Oh excuse, days not been too kind to me. So, again who are you? - Sun Nov  8 17:42:24 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Someone. - Sun Nov  8 17:42:24 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Oh man, how could I not of known the famous 'Someone'. - Sun Nov  8 17:44:06 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Indeed.. - Sun Nov  8 17:44:06 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Word of advice, don't annoy others..You'll live longer.. - Sun Nov  8 17:44:57 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Please, I've been being ass to the associates that destroyed this village for the last week. - Sun Nov  8 17:45:48 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Not everyone is alike.. - Sun Nov  8 17:46:40 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: And, your different? Oh please, dark and brooding 'Someone' let me cower in fear at you and your name. - Sun Nov  8 17:47:31 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: Hey, Jirun.. - Sun Nov  8 19:43:34 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: YOU!.. why aren't you in Suna? - Sun Nov  8 20:02:20 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: Uh, why would I be? - Sun Nov  8 20:10:52 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: I just traveled back. - Sun Nov  8 20:10:52 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Get out of here! - Sun Nov  8 20:19:24 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: You're going to die, get back. - Sun Nov  8 20:20:16 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: W-Why?! - Sun Nov  8 20:21:07 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: I feel like you're lying to me. - Sun Nov  8 20:21:07 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: I just spoke with The Mizukage, she never said anything. - Sun Nov  8 20:21:07 2015
<br><br><font color=yellow>*Jirun Lanzi(JoJoSpirals) grabs Kyubishu closer to him, and whispers. "First, its a guy. Two, The mizukage is working with Ortho. You know? The guy that killed Kirie."* - Sun Nov  8 20:21:58 2015
<br><br><font color=teal>*Kyubishu(Dillion13) whispers: I thought Katsune killed Kirie. - Sun Nov  8 20:37:20 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Ortho was the one seen summoning a giant snake and going right through the village. He also nearly killed Lera, another ninja of this village. - Sun Nov  8 20:42:27 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: ...Lera? She's a B-Rank. - Sun Nov  8 20:46:43 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: How strong is he? Damn. I'll stay here, I'll be fine. - Sun Nov  8 20:47:34 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: They're planning to drag the village into an attack on another you fool. You'll die, or be dragged into something you don't want to be. - Sun Nov  8 20:50:08 2015
<br><br><font color=teal>*Kyubishu(Dillion13) whispers: So why're you here if you know what's going on then?! - Sun Nov  8 20:50:08 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) whispers: Its called spying you fool! Besides...I.. Just look, you're better off hiding in Sunagakure along with everyone else. - Sun Nov  8 20:50:59 2015
<br><br><font color=teal>*Kyubishu(Dillion13) whispers: Fine, I'm outta here. Thanks for looking out, I hope you survive. - Sun Nov  8 20:51:50 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Just don't get yourself killed - Sun Nov  8 20:51:50 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Ahh now, you're here. - Mon Nov  9 03:49:07 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Hm? - Mon Nov  9 03:49:07 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: I been back and forth all morning, and I couldn't find you. - Mon Nov  9 03:49:07 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Ah. - Mon Nov  9 03:52:32 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: I apologize. - Mon Nov  9 03:52:32 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: I stay here usually now. - Mon Nov  9 03:52:32 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Well, I guess if you want you can hand me one or two missions for me to do tomorrow. - Mon Nov  9 03:53:23 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Eh? - Mon Nov  9 03:54:14 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Will three work? - Mon Nov  9 03:54:14 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says:  I got something to do tomorrow, so I can't handle much - Mon Nov  9 03:55:05 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Alright. . . - Mon Nov  9 03:56:48 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: So, one or two? - Mon Nov  9 03:56:48 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Give me one, just to be safe. Don't want a unfinished mission  on your record. But, make it a long one like saving a cat or helping some elder. - Mon Nov  9 03:57:39 2015
<br><br><font color=yellow>*Jirun Lanzi(JoJoSpirals) takes the scroll looking at it grumply, but swallows his pride. He did suggest for it.

"So, haven't seen your friend around. Whats he up to?"* - Mon Nov  9 04:09:36 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Friend? - Mon Nov  9 04:14:43 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: You know... guy with black hair. Said, he had lots of jutsu to teach you. - Mon Nov  9 04:16:25 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Ah. - Mon Nov  9 04:19:50 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: He is off somewhere. - Mon Nov  9 04:19:50 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Whats he up to? - Mon Nov  9 04:26:40 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: No clue. - Mon Nov  9 04:28:22 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: *Yawn* Is that so... thought he had lots to teach you. - Mon Nov  9 04:29:13 2015
<br><br><font color=teal>***Mizukage**(Chaos Commander2015) says: Who knows. - Mon Nov  9 04:31:47 2015
<br><br><font color=teal>*Jirun Lanzi(JoJoSpirals) says: Who knows indeed, well see ya. I'll come back with a completed mission. - Mon Nov  9 04:32:38 2015
<br><br><font color=yellow>*Jirun Lanzi(JoJoSpirals) walks over to the residential district. His legs stretching with each step, as he comes over to the door. He always felt awkward knocking on doors of people he never met before. Though last time was... almost pleasent, so he had hopes that this one would be good too. However, this was quickly smashed as he began to knock several times louder and louder to be heard. When finally, "YEAH YEAH! I can hear!" shouted from inside the house. The old man coming out, quickly swatting Jirun in the leg with his cane. "Be a bit more quiter next time I can here you!" Jirun didn't respond as the cane bounced off of him, but his eyes beaded on the man. "Yeah... I'm sorry about that." 

The old man continued to whip the boy to move on. Something that only made Jirun want to slow down. The boy huffing under his breathe, as he just shakes his head. There wasn't anyway this could last long enough to kill him. Another swat did bring out another thought, as he quickly noted mentally <It could last long enough that I will want to kill the old man.>

Finally, they began to stop at the market place where he began to shop. The cranky elder was quite loud in his demands. The man not easing up on any employee that gave him a 'unfair price' or was being 'too slow'. Honestly, Jirun would've felt sorry for them if he too wasn't being hassled. Whatever, the man bought was quickly piled on to the load for Jirun to carry. The man not taking even the smallest object on his person, instead leading Jirun to do so.

Soon, Jirun was stacking many bags upon bags. The man ordering everything from food, clothes, and even firewood. The boy wasn't the strongest man, even though his body was tough of rock. He struggled to begin making steps, as the old man even continued to shop more. His genin donkey continuing to follow, only to be abused more as he continued.

When the shopping was finished, Jirun had bags every where along his arms wrapped in his belt. He even had one in his mouth. The old man then spitting on all this hard work of Jirun, saying he was taking too long. Still, they were finished. Jirun continued back home to the old man, but this is where he was done. The genin dropped the entire stock on the front step of the man. When, the man yelled at what the genin was doing. "I was told to help you shop, not stock up. Thats your own job." He said, before walking off not really carring for the consequences.* - Mon Nov  9 17:25:45 2015
