<br><font color=teal>*Muhhamed Hassan(Ziare1) says: Alright men, to my office. - Fri Oct  2 02:39:08 2015
"I can't overlook the individuals who have caused harmed to my family. It is still all that much an issue and I'm not going to permit you or anybody else to sweep this underneath the rug as though it isn't imperative. My family and the other family that was hunted merits equity and sooner or later somebody needs to adhere to a meaningful boundary and that individual is going to be me. You asked me why I became a shinobi is my reason. To exact vengeance on the village that wiped out a majority of my family.Those individuals are only terrorist who crushed the family that my antecedents worked so hard to build and bring to its glory." 

Mirai expressed in a frosty tone before she took a seat on the ground and started to take after his guideline orderly like Sanoke asked. Setting her hands together, her fingers would interlock as her digits distorted and she framed the "Ram" hand-seal. Once she had successfully framed the hand seal she would start to focus her chakra. With her eyes shut the Kunoichi would be focusing her chakra assembling up the chakra that  coursed through her body.* - Fri Oct  2 22:44:03 2015
<br><br><font color=yellow>*Mirai(Rakkatta) would've remained seated on the ground listening to Sanokes words as he guided her through the process of performing the technique known as Kai. Heeding his word she would follow his instruction using his analogy as a means to cease the flow of her chakra. Once she ceased the flow her chakra she would reboot it causing it to flow through her body once more. Fortunately, this didn't take much effort from Mirai and learning the Jutsu didn't consume most of her time. 

Opening her eyes, she would peer through her lavender shaded optics gazing towards Sanoke a smile forming upon her face as she felt her chakra coursing through her curvaceous frame once more. Parting her lips, she would speak in a joyous tone. Her entire demeanor completely different from the cold side she displayed a few moments ago. "Is that all that's required to perform the technique. If so I'm certain I can do this at will now. " Mirai commented on the technique providing feedback to Sanoke. For a few moments, she would peer down towards her chest gazing directly at her exposed cleavage before a smug grin formed on her face before she looked at Sanoke. Mirai wouldn't utter a word she would simply gaze at for the time being.* - Sat Oct  3 00:03:24 2015
<br><br><font color=teal>*Mirai(Rakkatta) says: I was going to train with Koji. - Sat Oct  3 00:11:56 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I suppose. Hope he isn't sleeping. - Sat Oct  3 00:14:30 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) whispers: You should think about doing a mission too. - Sat Oct  3 00:14:30 2015
<br><br><font color=teal>*Mirai(Rakkatta) whispers: Me? - Sat Oct  3 00:15:21 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) whispers: Yeah. - Sat Oct  3 00:15:21 2015
<br><br><font color=teal>*Mirai(Rakkatta) whispers: Maybe. - Sat Oct  3 00:15:21 2015
<br><br><font color=teal>*Mirai(Rakkatta) says: If you go with me I'll go. - Sat Oct  3 00:17:55 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: How are you mirai?  - Sat Oct  3 00:17:55 2015
<br><br><font color=teal>*Mirai(Rakkatta) says: I'm great. - Sat Oct  3 00:17:55 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Sure. <@Mirai> - Sat Oct  3 00:17:55 2015
<br><br><font color=teal>*Mirai(Rakkatta) says: Ready to train actually. - Sat Oct  3 00:17:55 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Lets go I have a good prgram for you. - Sat Oct  3 00:21:20 2015
<br><br><font color=teal>*Mirai(Rakkatta) says: Sure. - Sat Oct  3 00:21:20 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Can I tag along like last time, boss man? - Sat Oct  3 00:21:20 2015
<br><br><font color=teal>*Zenaki(Kumaki) says: 't's delicious. Isn't it. - Sat Oct  3 00:21:20 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Aren't you going to eat?... - Sat Oct  3 00:21:20 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Yeah, it's home made pizza of course.. - Sat Oct  3 00:22:11 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: showed* - Sat Oct  3 00:32:25 2015
<br><br><font color=yellow>*Mirai(Rakkatta) peered towards her kin as he spoke to her. Parting her lips, she would respond answering his question. "I haven't learned any of our clan techniques. I was hoping you would be able to teach me some. I'm a fairly new shinobi and I'm not as experienced with utilizing my Dojutsu like you are. I've mostly been working on improving my reflexes at the moment. As of now I can only see chakra points and utilize the fighting style which I demonstrated yesterday. I'm sure with time and dedication I'll be able to learn moves or at least develop some on my own." Mirai answered peering towards Koji.* - Sat Oct  3 00:36:41 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Also, your apart of my clan now but you're free to have another teacher as well. Im still a novice. - Sat Oct  3 01:01:26 2015
<br><br><font color=yellow>*Mirai(Rakkatta) ||". . . Hagoromo help me. . " Mirai thought to herself with a frown. What she sought was power, but this. . . The whole training regime, it was a bit much. Despite the reluctance, she knew better than to refuse Kojiro's requests, not only because of his strength but due to his pseudo rank as clan head. ". . . Yes, senpai," she'd say, somewhat submissively.


After doing a few exercise stretches, Mirai turns about towards the east. As she's prepared, her legs kick off the ground. Each pace is with a long stride, and holds decent power, enough to kick up a brief sandstorm or dust.  Her rate of velocity leaves much to be desired. She was simply as fast as an average genin, which was still swift in it's own right. About as quick as a trained, olympian-classed athlete in the real world. Nevertheless, as far as shinobi went, Mirai was dirt slow.


". . .Hrn. . .I hate this," she muttered along the way. In a few minutes, an entire mile had been covered, and by then, she was closing on the eastern wall. Coming to a skidding stop, Mirai turns about face, resuming in the same, determined fashion. She ran like a pro, her legs always stretching to the max capacity, allowing each rep to garner the most gains. But even with the mad dash, the gal moved in a peculiar way, one that was provocative and all too reminiscent of those cheesy, old school beach shows, like Baywatch. 
Her features, while tightly held together, swayed to and fro. Considering the location, many random citizens are able to witness the training session. Most seemed surprised, as, despite the Hyuuga's feminine and fragile physique, she moved with a level of grace that denoted a shinobi. Others simply gave catcalls, whistling-- But Mirai was having none of that. A task had been given, and thus, it was going to be completed. 


"Keep at it. . .Even if my legs are burning. I must acquire enough strength to gain vengeance for those that persecute my kind. . . And if running this much will gain me the energy required to learn a new technique, then so be it!" From her lavender eyes, you could practically see a fire, fire contained within those beautiful optics. Clearly, this wasn't actual tangible inferno, but simply a metaphor, accurately describing her spirit, her soul. Her resolved was absolute, and it was this same drive that compelled Mirai to continue in her running antics, no matter how tedious or boring they may become.


For the next hour, she continued with the regal strides and is closing in completing her goal. Thirty miles had been ran more or less, and by now, she's a stinky, sweaty mess. Due to the consistent exertion of physical energy, the lass is clearly exhausted, and thus cannot run at full capacity. Her legs lazily or un-energetically moved, obviously no longer being at max efficiency. "Keep it going. . . Keep it going. . . " 


After a bit more time of urging herself, Mirai eventually reaches the viewing point of her destination. She had effectively completed forty-one miles after an hour and a half. With a smile, the last lap is completed, leaving the young Hyuuga girl at her starting position, right by the canyon. Instinctively, she hunches over and places both hands onto her knees. Heavy heaves are taken in and out, allowing oxygen to be inhaled at a rapid pace, each time granting needed nutrition to replenish the vitality lost due to muscle fatigue.


Considering the high amount of sweat, her robe clung to her body, leaving even less to the imagination, though still keeping her modest. Swaying back and forth, Mirai clearly fights back the urge to fall over in the sand. Was this the type of training shinobi did daily? "Damn . . I. . What was the second part again, senpai. . .?"* - Sat Oct  3 02:35:18 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Guess not.  . - Sat Oct  3 03:16:16 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm? - Sat Oct  3 03:20:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Asked your grand father for a mission. - Sat Oct  3 03:21:23 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Oh. - Sat Oct  3 03:21:23 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Quiet now. - Sat Oct  3 03:24:48 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: It gets like that all the time. - Sat Oct  3 03:29:04 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Eh. . .Still better than Kiri. - Sat Oct  3 03:32:28 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: He back yet?_ - Sat Oct  3 03:34:11 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: -Bracket on that- - Sat Oct  3 03:34:11 2015
<br><br><font color=yellow>*Hokuma, Mirai(Rakkatta) would have effectively circled the village finishing Koji's thorough preparing administration. Stopping the Kunoichi would be breathing intensely as she looked towards Sanoke as she was totally encompassed in sweat. Having circled the whole village, she was sweating plentifully. Soaked in sweat she would wipe the beads of sweat that framed on her temple away before she identifies with Sanoke. 

"I've already communicated to you what I plan to do Sanoke. I'm not certain why you take me for some kind of joke." Mirai murmured before she entered her stance hunching down a bit until she was comfortable. In a matter of seconds, the Hyuuga would start her preparation motioning her hands forward with an open palm honing her families fighting style known as the gentle fist. Being a practitioner of this style, Mirai wanted to sharpen her aptitudes sparring successfully releasing a progression of assaults towards the air. 

She would continue with her training wanting to enhance her capacities and bring honor back to her clan. Parting her lips amidst her training she would speak to Sanoke using this time to speak with him. "So you once were a shinobi. Why did you become one and why did you resign from being one?" Mirai inquired as she motioned her hands forward swiftly discharging a series of strikes towards the air.* - Sat Oct  3 04:01:29 2015
<br><br><font color=yellow>*Hokuma, Mirai(Rakkatta) would continue with shadow sparring continuing on and releasing a progression of assaults towards the air as Sanoke talked about his past. Her ears would perk up as she listened eagerly to his explanations behind becoming a shinobi and resigning. As he talked about the deeds that his village did she recoiled a bit in the midst of her training yet she didn't display any signs of digust like she normally did. 

Stopping she would glance down towards her cleavage where a various sum sweat accumlated causing her enormous bosom to shimmer in sweat. She would soon occupy her consideration back towards Sanoke before she took a seat by him on the ground. Shutting her eyes the Hyuuga would close her eyes contemplating as she spoke with him. 

"Sounds like a fascinating past you have. I think that it's odd that you yourself don't concur with the activities that they've done yet you don't wish for me to punish them for their wrong doings. I'm certain till this day they do evil degenerate things. I'm glad that you've chosen to not be biased due to affiliation with a village. " Mirai said before she paused for a minute before she continued to talk. "Sanoke the hardest thing in this world is to live in it. Be bold and never permit others to stray you from the way you have chosen." Mirai murmured as she hummed somewhat continuing to contemplate.* - Sat Oct  3 04:43:18 2015
<br><br><font color=yellow>*Hokuma, Mirai(Rakkatta) Can an admin upload this clothing icon for me please?* - Sat Oct  3 04:46:43 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Yo. - Sat Oct  3 05:12:19 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: About that thing you wanted to teach me. - Sat Oct  3 05:13:10 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Oi! - Sat Oct  3 05:14:01 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Seems we have company. - Sat Oct  3 05:14:01 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Oh? - Sat Oct  3 05:17:26 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Fuuinjutsu? - Sat Oct  3 05:17:26 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yeah. It's one of my most useful techniques. - Sat Oct  3 05:18:17 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Hmm. - Sat Oct  3 05:18:17 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Can I see it? - Sat Oct  3 05:18:17 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I call it. Super Attraction seal! Otherwise known as the Homing-Beacon seal. - Sat Oct  3 05:18:17 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I've only taught one other person. - Sat Oct  3 05:18:17 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Who have you thought it to? - Sat Oct  3 05:20:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yeah. I took me about three months to develop. - Sat Oct  3 05:26:49 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I see. - Sat Oct  3 05:26:49 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: If only you knew Suiton or Katon I could show you an interesting little something. - Sat Oct  3 05:27:40 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Elemental ninjutsu is for squares! <*is jealous 'cause he sucks*> - Sat Oct  3 05:27:40 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Oh? - Sat Oct  3 05:28:32 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: For square? - Sat Oct  3 05:28:32 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Really? - Sat Oct  3 05:28:32 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Tch. - Sat Oct  3 05:28:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yep. - Sat Oct  3 05:28:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . . Tch. - Sat Oct  3 05:28:32 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: If it werent for the female here I would show you. - Sat Oct  3 05:28:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Anywho. How much time you got on ya? - Sat Oct  3 05:29:23 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Well I just resigned from Kirigakure. - Sat Oct  3 05:29:23 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: So I am a shinobi without a village. - Sat Oct  3 05:30:14 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I have all the time in the world. - Sat Oct  3 05:31:05 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: They let you go that easily? - Sat Oct  3 05:31:05 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Yeah. - Sat Oct  3 05:33:39 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I could have killed Mizumi - Sat Oct  3 05:33:39 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: But that wouldn't have satisfied me. - Sat Oct  3 05:33:39 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: That wouldn't have been very nice. What he did to you? - Sat Oct  3 05:34:30 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: He used Kirigakure no jutsu and attempted to kill us. - Sat Oct  3 05:37:04 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I left. - Sat Oct  3 05:37:04 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Oh. . <*coughs*> - Sat Oct  3 05:38:46 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Anywho. I asked how long you got, mainly to see if you got enough time to be taught. - Sat Oct  3 05:38:46 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I have time. - Sat Oct  3 05:39:37 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Like I said before. - Sat Oct  3 05:39:37 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Alright. Let's start now. - Sat Oct  3 05:40:28 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Very well. - Sat Oct  3 05:42:11 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: What do I need to do? - Sat Oct  3 05:42:11 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Right. - Sat Oct  3 05:43:02 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Sanoke-kun. - Sat Oct  3 06:00:06 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I'm going to train. - Sat Oct  3 06:00:06 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hrm? Alright. I won't be long. - Sat Oct  3 06:00:06 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Take your time. - Sat Oct  3 06:00:06 2015
<br><br><font color=yellow>*Hokuma, Mirai(Rakkatta) Everyone could benefit from daily training. . . Yet it was especially important for someone that worked as a trained, and paid shinobi or kunoichi. For the weeks that preceded today, the bulk of Mirai's training had seemingly been centered about spiritual training. Things involving the refinement of chakra control, or the improvement of her reflexes. But any good warrior would tell you. . . To truly grow into a fearsome combatant, one not only had to gain proficiency in the spirit, but also in the body.

Fast forward a few minutes after awakening for the day.

She's at a secluded region of Sunagakure, wearing a comfortable track-suit. Before beginning with the exercise, the young kunoichi proceeds with thorough stretching exercises. Each one limbers her muscles up accordingly, and limits the risk of any injuries being earned or aggravated. Of course, this also rid the body of any stiffness, and thus increased the range of motion for your limbs. That settled, Mirai wasted little time, speeding ahead, at a brisk pace. The goal of the exercise was simple, to improve muscle endurance, stamina, and overall leg power.

For the few half hour, she remained sprinting, although never once moving to go at top speed. Each step or pace around the goal is one that expends a steady or even amount of physical power. A miniscule amount of sweat builds up, providing a small amount of moisture to her flesh, although this is easily noticeable. Despite the beginnings of fatigues, Mirai's impressive work ethic forces her to continue with the task at hand. As the continued calisthenics ran it's course, additional evidence of fatigue began to creep out the woodworks. 

Minutes eventually develop into an hour, and before Mirai knew it, a good chunk of her morning had already been put towards training. Towards the end of the jogging exercise, she picks up the pace, speeding along the track in a circular fashion at the maximum speed her exhausted muscles could muster. The fully powered sprint is just short of three minutes, and at the end, the hardworking warrior hunches over. Both  are pressed against her knees, and she's heaving as if someone had just forced every ounce of oxygen in her body out. Vision is a bit hazy, and as  a form of precaution, Mirai takes a seat, and drinks a canteen of chilling water.

"Phew..."* - Sat Oct  3 06:06:56 2015
<br><br><font color=yellow>*Hokuma, Mirai(Rakkatta) ||
Cue resting ten to fifteen minutes after the exercise. Before the eventual rest, her heart was beating at an almost inhuman rate, it thumped harshly, and at times felt as if it had given up on life. The sensation gave the impression that perhaps her own heart would simply leap from her body, so that it would no longer be subjected to consistent overworking. 

Nevertheless, with enough time to recooperate, her heart would settle down, and her muscles too would have recovered. "Alright. .  Got my cardio in. Now, I gotta work on my close-quarter-combat." 

Looking around, and realizing she was all alone, Mirai began by using a common method of hand-to-hand combat -- shadow sparring.  Her knees buckled a tad, allowing for a crouch to be entered. Her hands come upward, and while they often served no offensive purpose, each mitt would be well-positioned as to aid in defensive measures.Indeed, after falling into her basic stance, the woman's mind entered a state that allowed her to imagine an actual opponent being before her presence. After taking a step forward, the training began!

The training sequence was simple. Mirai starts off, performing basic kicks. Simple shin-checks, 'Big Boots' -- which is basically a heavy, straight-forward kick with the intent of planting a boot into your foe's chest -- and of course, the patented roundhouse and axekicks. Initially, they were done with repetition and of course are performed by each legs. After doing about a hundred reps each, Mirai opts to shift the sequence up just a tad. After all, in combat, your opponent wouldn't just allow the same, repeated strikes to go on without reacting accordingly.

The second half of the hand-to-hand exercises were made up of working on combinations. Each string of attacks were timed, to better measure how quickly and efficiently Mirai could switch things up. Roundhouse kicks often were re-directed while in the air, and converted into shin checks and so forth. Admist the repeated strikes, the Hyuuga's body pivots. At times, this meant her shoulder slanting forward, other times this meant that her head would duck downward. Why? To practice the motions that would be needed to perform an evasion.

The shadow sparring was kept up for a good fourty-five minutes. Afterwards? Her early morning training was completed.* - Sat Oct  3 06:12:03 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Hello everyone. - Sat Oct  3 17:38:59 2015
<br><br><font color=teal>*Yukimura, Seisuke(Jjking218) says: Hello. - Sat Oct  3 17:39:50 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: I guess. - Sat Oct  3 17:56:03 2015
<br><br><font color=teal>*Durn(Vysasi) says: What's your name? - Sat Oct  3 17:56:03 2015
<br><br><font color=teal>*Durn(Vysasi) says: I'm Durn. - Sat Oct  3 17:56:54 2015
