<br><font color=teal>*Hideki(Assassin241) thinks: peace* - Sat Oct  3 06:02:40 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I mean no harm by the way. - Mon Oct  5 05:05:29 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I understand, don't worry. - Mon Oct  5 05:05:29 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I'll ask him when I see him. - Mon Oct  5 05:06:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Alright. - Mon Oct  5 05:06:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Do tell me when you get permission. - Mon Oct  5 05:06:20 2015
<br><br><font color=yellow>*Misa(FatFreeCupcakes) 's eyes widened. "Oh, Mammy, I know how you can repair me for making your bone hard again. You could teach me some Doton." she said a smile plastered on his face.* - Mon Oct  5 05:07:12 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) thinks: Leech. - Mon Oct  5 05:08:03 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: An even trade, right? - Mon Oct  5 05:08:03 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: I wonder if that Kirigakure girl would be ticked off. - Mon Oct  5 05:08:03 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: I hope she understands that it's because the villages are different. - Mon Oct  5 05:08:03 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I'll teach you, sure. - Mon Oct  5 05:08:54 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Huh? - Mon Oct  5 05:10:36 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: No, we're good. - Mon Oct  5 05:10:36 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Hmm. - Mon Oct  5 05:10:36 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I see. - Mon Oct  5 05:10:36 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Misa, did you want me to teach you now? - Mon Oct  5 05:11:28 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Oh, if you want. - Mon Oct  5 05:12:19 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Girl do yo- Oh right. *smirk* - Mon Oct  5 05:12:19 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Well. - Mon Oct  5 05:13:10 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Com'on. - Mon Oct  5 05:13:10 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Hmm? - Mon Oct  5 05:13:10 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Are we going to your house? - Mon Oct  5 05:13:10 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Huh? - Mon Oct  5 05:13:10 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Uh, sure. - Mon Oct  5 05:13:10 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Alright, Bye Heiwa-Dear! - Mon Oct  5 05:13:10 2015
<br><br><font color=teal>*Heiwa(PythonJedi) says: Bye, Misa! - Mon Oct  5 05:13:10 2015
<br><br><font color=teal>*Hideki(Assassin241) says: --- - Mon Oct  5 05:13:10 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Heiwa knows Misa? - Mon Oct  5 05:14:01 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Damn, where have I been. - Mon Oct  5 05:14:01 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Let's go. - Mon Oct  5 05:14:01 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: So uh.... - Mon Oct  5 05:15:44 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: What was that all about? - Mon Oct  5 05:15:44 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: What was what about? - Mon Oct  5 05:15:44 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ---Nevermind. - Mon Oct  5 05:16:35 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: So. - Mon Oct  5 05:16:35 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: My technique helps you escape attacks. - Mon Oct  5 05:16:35 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: You get to go lower quickly. - Mon Oct  5 05:16:35 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Really? - Mon Oct  5 05:16:35 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Yeah. - Mon Oct  5 05:16:35 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: It's called the Hiding Like A Mole jutsu. - Mon Oct  5 05:16:35 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I'll show you in my lawn--I dont need any holes in my house after all. - Mon Oct  5 05:17:26 2015
<br><br><font color=yellow>*Misa(FatFreeCupcakes) held his hand to be lead to the lawn.* - Mon Oct  5 05:17:26 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: So. - Mon Oct  5 05:18:17 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: The technique doesn't require -any- handseals. - Mon Oct  5 05:18:17 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: No need for the cumbersome stuff. - Mon Oct  5 05:18:17 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: That's very useful. - Mon Oct  5 05:18:17 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: A really fast escape mechanism to escape fireballs or wide-scale attacks. - Mon Oct  5 05:18:17 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Yeah. - Mon Oct  5 05:18:17 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Let me show you a demonstration. - Mon Oct  5 05:18:17 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Hmm, I've never tried a Doton technique before...It seems scary. - Mon Oct  5 05:20:51 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Scary? - Mon Oct  5 05:21:42 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: If you're worried about being buried, don't worry--I'll save you. - Mon Oct  5 05:21:42 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: So just try it. - Mon Oct  5 05:22:33 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: And don't worry about a thing. - Mon Oct  5 05:23:24 2015
<br><br><font color=yellow>*Misa(FatFreeCupcakes) fades away.* - Mon Oct  5 05:23:24 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: . . . . . . - Tue Oct  6 01:47:56 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: GO GET HIM GUYS! - Tue Oct  6 01:50:30 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Heh. - Tue Oct  6 01:54:46 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ...... - Tue Oct  6 01:54:46 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I win right? - Tue Oct  6 01:54:46 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Your snakes are just a bit faster than my shuriken. - Tue Oct  6 01:54:46 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: You win. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) thinks: Huh..? - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I'll give you this win. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You slowed down. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You're faster than this. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) thinks: What are those two doing? - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: No, no. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: You won fair and square. Fast handseals. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Hideki(Assassin241) says: No no. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: .... - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You won. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: No, Hideki, you won. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Yo' Mamorasa. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Just choose who won!! - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Hideki(Assassin241) says: No, Mamoru, You won. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: You both won, there. - Tue Oct  6 01:55:37 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ---- - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) thinks: Are they going to just come out and start jerking each other off? - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: .................... - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: -------- - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: It was a tie. - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Lyala(BoyFlareon) says: Mhm. - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Oh right, what were we going to do with this guy? - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Send him to Lord Niza, right? - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Yeah. - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Right. Let's not batter his body up any more. - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: He doesn't seem to be here with malice. - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ---- - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: He's just a bit annoying. - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I agree. - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Can you not. - Tue Oct  6 01:56:28 2015
<br><br><font color=teal>*Hideki(Assassin241) says: --- - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: Just use tape on his mouth. - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Hes here for some fisticuffs? - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: I must refine my taijutsu skills before I can strengthen my Ninjutsu skill! - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Y- - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Or you can break his jaw. - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Yes.. - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: In the name of youth! - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: He's here. - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: For Fisticuffs. - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Let'em have fisticuffs then. - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Fisticuffs? Heh. - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: --- - Tue Oct  6 01:57:20 2015
<br><br><font color=teal>*Hideki(Assassin241) says: I'm kidding. - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Chill. - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ......... - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Hideki(Assassin241) says: However, someone type him up. - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Oh my god. - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Hideki(Assassin241) says: tye* - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Amon. - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Hideki(Assassin241) says: tie* - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: You like Taijutsu, right? - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Yo'. - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: Yeee. - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Be his best friend. - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) whispers: Does he have a mental illness, Mammy? - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: ... - Tue Oct  6 01:58:11 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I have the sudden urge to break his jaw. - Tue Oct  6 01:59:02 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Refrain from it. - Tue Oct  6 01:59:02 2015
<br><br><font color=teal>*Amon(William O. Wisper) says: I got this fam'. - Tue Oct  6 01:59:02 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: -omit- - Tue Oct  6 01:59:02 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Oh right, Misa. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: You wanted me to teach you something, right? - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) thinks: If he says youth one more time, I might just break his legs. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Right yeah. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Let's go so I can teach you. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Hideki can handle this situation. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: He's pretty responsible about these things. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Have fun you two. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Right. Have fun, Hideki. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Hideki(Assassin241) says: You too. - Tue Oct  6 01:59:53 2015
<br><br><font color=yellow>*Misa(FatFreeCupcakes) extends out her hand so Mamoru can grab it and lead her to their training location.* - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: ------------------ - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: A LYCANTHROPE. - Tue Oct  6 01:59:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: SO MANY. - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ---- - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) thinks: EVERYONE IN THIS VILLAGE. - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Yo.. - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: . . . - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Holy shit.. - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Yamanshi, Genesis(Pokemon Bradley) says: lol - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Lyala(BoyFlareon) thinks: So cool. - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: WHY COULDN'T I BE LIKE THAT - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: I HAVE A FUCKING SNAKE - Tue Oct  6 02:00:44 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: -- - Tue Oct  6 02:01:36 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: What if she knew Fuuinjutsu - Tue Oct  6 02:01:36 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: And is using a seal against Mamoru. - Tue Oct  6 02:02:27 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: -- - Tue Oct  6 02:02:27 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Is your house okay? - Tue Oct  6 02:03:18 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Yeah it's Fine. - Tue Oct  6 02:03:18 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Alright. - Tue Oct  6 02:03:18 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: So, I showed you earlier. - Tue Oct  6 02:04:09 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Now you try. - Tue Oct  6 02:04:09 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I'll save you if you get buried by accident. - Tue Oct  6 02:04:09 2015
<br><br><font color=yellow>*Misa(FatFreeCupcakes) nodded, placing her hands together as if to form handseals. "Oh wait...no handseals...right?" she asked letting her hands drop to her sides. "I don't know..It feels odd....just...what am I suppose to do? Release chakra into the ground?"* - Tue Oct  6 02:05:00 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: No handseals, yeah. - Tue Oct  6 02:06:43 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Release chakra into the ground. - Tue Oct  6 02:06:43 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: And try to weaken the ground around you. - Tue Oct  6 02:06:43 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: So that it turns into sand. - Tue Oct  6 02:06:43 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Try it with your hands if it seems easier.  - Tue Oct  6 02:07:34 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: It's hard to just suddenly jet it from your feet. - Tue Oct  6 02:07:34 2015
<br><br><font color=yellow>*Misa(FatFreeCupcakes) took in a deep breath before releasing it. "Alright..I trust you." she said closing her eyes. She would then try to mentally distribute her chakra downwards, seeping through her feet. "This...this feels so odd." she complained, the ground beneath her, which was stone and not floorboards, allowing it to turn into sand. Her body seemed to seep into the ground, slowly, ending at her ankles. The ground beneath her would return to stone. "Oh god...Oh god!" she began to panic as she was unable to wiggle free.


She would try to calm herself down, taking in breath after breath. She would release the chakra once morel the ground turning into soft sand once more. She would allow her whole body to sink into the sand, her head being the exception. As she realized how far she went in, she would allow her body to rise back out, ot wanting to go all the way down. "I..I think I did it..right?"* - Tue Oct  6 02:11:50 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I'm surprised you learned it that fast. - Tue Oct  6 02:16:57 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: You're pretty prodigal. - Tue Oct  6 02:16:57 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: No..you're just a good teacher. - Tue Oct  6 02:17:48 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: That can't be it, haha... - Tue Oct  6 02:17:48 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I hardly helped. - Tue Oct  6 02:17:48 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: It was all you. - Tue Oct  6 02:17:48 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) thinks: Why did he pat my back... - Tue Oct  6 02:17:48 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Can I ask you something? - Tue Oct  6 02:18:40 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Yes? - Tue Oct  6 02:18:40 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Why were you running towards that Stranger? - Tue Oct  6 02:18:40 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: The one who was sick? - Tue Oct  6 02:18:40 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Ah. - Tue Oct  6 02:18:40 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: He came in with a Cloak of Invisibility over his head. - Tue Oct  6 02:18:40 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: And that was suspicious. - Tue Oct  6 02:18:40 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: So Hideki and I decided to restrain him. - Tue Oct  6 02:18:40 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Cloak....of invicibility? - Tue Oct  6 02:18:40 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Invisibility. - Tue Oct  6 02:19:31 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: It's a technique Academy Students learn. - Tue Oct  6 02:19:31 2015
<br><br><font color=teal>*Misa(FatFreeCupcakes) says: Right.. - Tue Oct  6 02:19:31 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Don't worry about it Misa-chan. - Tue Oct  6 02:19:31 2015
