<br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I can read and write. - Sat Dec  5 20:53:58 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: And compared to you all. . Well, it'd bel ike you aren't even moving at all. - Sun Dec  6 06:47:02 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: I see. - Sun Dec  6 06:47:53 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: W-Why do you k-keep announcing? - Sun Dec  6 06:52:09 2015
<br><br><font color=yellow>*Hideo, Hiroshi(Anonymouse player) would smile again.  Seemed like Iza had a few tricks left up her sleeve.  He saw her throw the kunai and prepared himself for the attack.  Then, she used the move he recalled in the previous round of the chuunins.  He knew that nothing good could come from something like that.  He put up a single Tiger! seal and poofed away.  Not wanting to deal with Iza moving that fast.  He reappeard over behind his own trap.  Not in the trap, just behind it for now.  He smiled at Iza and called out to her.

"You always seem to have an answer don't you?"  He would say with a smile as he redied himself for the continuation of this battle.* - Sun Dec  6 06:52:09 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Damn. . Thought I had her. - Sun Dec  6 06:53:00 2015
<br><br><font color=yellow>*Hideo, Hiroshi(Anonymouse player) would go back to the battle.  There was no time for idle chit-chat.  He reached into his pouch and pulled out 4 shuriken.  He aimed them for both legs and both a-. . .I mean both legs, her arm, and her shoulder.  While they were flying through the air, he would quicky perform three seals.  Dog! Rabbit! Snake! after the final seal a mighty gust of wind would come from behind her.  Not only was it strong enough to knock Iza over unless she did something about it.  It also increased the speed of which the shuriken were flying at her.  Making them go much faster then Hiro could ever throw them.  He stood their, seeing what was going to happen from this attack.* - Sun Dec  6 06:58:59 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) thinks: They found it faster than I thought. - Sun Dec  6 07:05:48 2015
<br><br><font color=teal>*Hokuma, Mizora(Dandere-chan) thinks: i can't even see this bitch... brah..... -omit- - Sun Dec  6 07:12:38 2015
<br><br><font color=yellow>*Hideo, Hiroshi(Anonymouse player) had failed again.  But, something else caught his eye.  He noticed that Iza's eyes had changed colors for only a second.  He wasn't sure what the hell it was, but he knew he wasn't going to have time to do anything about it right now.  Before he knew it, she was flying past him again.  He watched her everymove as she whizzed past him.  Blowing his hair and clothes around as she went by.  He turned around to see a shape that looked like something that he had saw previously.  He knew it was fire, but was it the same thing that had came at him underground?  He had no idea.  He had an idea though.

Since this was supposed to be a showcase of what he could do, he figured he do something that he wouldn't usually do.  He just hoped that it worked.  He ran through a set of seals and then shot out a pressure-filled stream of water at the flames.  He was hoping to stop the explosion from harming him at all, if that was possible.  If he was able to do so, he would stand there not moving, he knew of his own trap behind him.* - Sun Dec  6 07:12:38 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: .... - Sun Dec  6 07:16:54 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: our* - Sun Dec  6 07:20:19 2015
<br><br><font color=teal>*Hokuma, Mizora(Dandere-chan) thinks: Why can't I see her..? - Sun Dec  6 07:20:19 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: ... - Sun Dec  6 07:21:10 2015
<br><br><font color=yellow>*Hideo, Hiroshi(Anonymouse player) kept his eyes focused on Izanami.  She was extremely fast, and she seemed to have so many different things up her sleeve.  Before he knew it, she was on his side, sending a torent of flames at him.  He had little time, he needed to try and move, but he wasn't sure if he was going to make it, even with his impressive speed.  He darted off to the left and performed a mighty dive, trying to get away from the flames.  He was caught on his leg and the pain of being burnt started to take effect.  He pat his foot on the ground, trying to get the flames off of it.  

"HOT!!!!"* - Sun Dec  6 07:22:01 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-Sanoke-san. - Sun Dec  6 07:28:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hrm? - Sun Dec  6 07:28:00 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: A-Are we heading to your o-office after this? - Sun Dec  6 07:28:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Indeed. - Sun Dec  6 07:28:51 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: I-I see. - Sun Dec  6 07:28:51 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: A-Are poison bombs a-allowed in the c-chuunins? - Sun Dec  6 07:29:42 2015
<br><br><font color=yellow>*Hideo, Hiroshi(Anonymouse player) finally got the flames out from his foot andcontinued to focus on Iza.  She was still moving around using that weird propulsion thingy.  He didn't know what exactly what it was, but he was not too concerned.  Iza was coming at him again, with a punch this time.  He didn't have the time to move, and he knew it.  He accepted the fact that he was going to get hit and just hoped that he was goign to be able to take it.  Knowing that he was goign to get hit, he attempted to trade blows with her.

The fist would connect with his face.  He was not sure of the strength, so he could not really say if he was able to just take the damage or not.  But, the instant her fist connected with his face, his knee would connect into her stomach.  He was attempting to cause some decisive damage in this spar, if he was indeed able to hit her that was.* - Sun Dec  6 07:30:33 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: I prob should have asked a while ago but what is your reflex Iza?) - Sun Dec  6 07:33:07 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) whispers: 22)) - Sun Dec  6 07:33:07 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) whispers: give or take 23)) - Sun Dec  6 07:33:58 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: lol Dayum girl and you got nerfed?  you op lol) - Sun Dec  6 07:33:58 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: Ok well u see my dura just tell me what happened and I'll rp it) - Sun Dec  6 07:34:49 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) whispers: (Medium damage, almost major but not quite, i lucked out XD) - Sun Dec  6 07:36:32 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: I legit thought I was gonna die when I saw CES I was like. . Welp. . Whats next? lol) - Sun Dec  6 07:37:23 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) whispers: (nah, i knew u could take it icly xD) - Sun Dec  6 07:38:14 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: XD) - Sun Dec  6 07:38:14 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) whispers: (ur just gunna be whoozy af) - Sun Dec  6 07:38:14 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) whispers: (and prob get a bad headache) - Sun Dec  6 07:38:14 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) whispers: (Shit, idfk what medium damage means) - Sun Dec  6 07:38:14 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) whispers: lol me either) - Sun Dec  6 07:39:05 2015
<br><br><font color=yellow>*Hideo, Hiroshi(Anonymouse player) was not able to just take this punch and laugh at it.  He was indeed hurt from this blow, the knee that he was about to throw, not going to be able to reach her.  But, Hiro was the kind of guy to rrefuse to give up.  Having extreme control over his body, he would attempt to extend his foot and deliver a kick.  This kick would be considerably weaker, and possibly not even make sontact with her as she hit him.  He just hoped for the best.

He fell onto his back and attempted to pop up to his feet.  He couldn't do it, he was a bit dazed.  He could only manage to get to his knee.  But, even that was a struggle.  The punch made his nose swell up instantly as blood started to run down his face.  He was so dazed, that he saw two Izanamis.  He chuckled to himself as he shook his head trying to get the cobwebs out.  "Damn. . . There are two of her."  He thinks to hismelf.* - Sun Dec  6 07:40:48 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: Believe in the force Izanami... - Sun Dec  6 07:41:39 2015
<br><br><font color=yellow>*Hideo, Hiroshi(Anonymouse player) (*Hideo, Hiroshi was not able to just take this punch and laugh at it.  He was indeed hurt from this blow, the knee that he was about to throw, not going to be able to reach her.  But, Hiro was the kind of guy to rrefuse to give up.  Having extreme control over his body, he would attempt to extend his foot and deliver a kick.  This kick would be considerably weaker, and possibly not even make sontact with her as she hit him.  He just hoped for the best.

He fell onto his back and attempted to pop up to his feet.  He couldn't do it, he was a bit dazed.  He could only manage to get to his knee.  But, even that was a struggle.  The punch made his nose swell up instantly as blood started to run down his face.  He was so dazed, that he saw two Izanamis.  He chuckled to himself as he shook his head trying to get the cobwebs out.  "Damn. . . There are two of her."  He thinks to hismelf.** - Sun Dec  6 07:41:39 2015
<br><br><font color=teal>*Hokuma, Mizora(Dandere-chan) thinks: got knocked the -fuck- out -omit- - Sun Dec  6 07:42:30 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yes. - Sun Dec  6 07:43:21 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: H-Hmm. - Sun Dec  6 07:43:21 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) thinks: Jesus..You might distract her. - Sun Dec  6 07:44:12 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Whoa. . .Why are there like 7 statues here now? - Sun Dec  6 07:44:12 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: Hideo. . I should have taught him the sexy jutsu. It works perfectly. .  - Sun Dec  6 07:44:12 2015
<br><br><font color=teal>*Geo Dude(Wynokx) thinks: It's over for him.. - Sun Dec  6 07:45:04 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *dies of internal bleeding from one kick* - Sun Dec  6 07:47:37 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: -omit- - Sun Dec  6 07:47:37 2015
<br><br><font color=yellow>*Hideo, Hiroshi(Anonymouse player) would hear Momu's words of inspiration and snap back into reality.  He was still dazed, but he was not going to give up.  A single tear rolled down his face, as he thought about his mother.  He missed her so much.  His arms both started to lift as if someone was pulling him up.  He could actually feel something behind him, pulling him up.  He knew immediately what it was.  He struggled to stand, blood running out of the left nostril of his swollen nose.  The single tear would reach his chin and fall to the ground.  He would wipe his face and slowly bring his hands up into his fighting stance.  He was too tired to move right now, he was not completely recovered.  But he was standing up now, thanks to the help from his mom.  He looked at Iza and started to speak.

"No . . I have to win this Iza. . . I have too. . For her. . . She was on the way to work back home, just like any other normal day.  Just as she got to the store that she had worked at for so many years.  Three random men ran out of the shop and saw her.  She saw one of their faces as they carried a bag of money with them.  They ran past her and sliced her in the side of her neck with no remorse. .I have to become a chuunin. . . For my mom Iza. . . For her."  He would stand there, determination filling his eyes.* - Sun Dec  6 07:53:36 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) thinks: He knows winning and losing doesn't matter, right? - Sun Dec  6 07:54:27 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: 7th Time I've heard a cliche like that... - Sun Dec  6 07:54:27 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: If you don't care to win, you don't get chunnin. - Sun Dec  6 07:54:27 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) thinks: Use My  3rd orginal tech Iza Go GO GO! - Sun Dec  6 07:57:00 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Hideo shows his worth by standing! Continue the endeavor Hideo! - Sun Dec  6 07:57:00 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: He shows his cliche as well. - Sun Dec  6 07:57:52 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Dont die - Sun Dec  6 07:57:52 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Cliche. .  - Sun Dec  6 07:57:52 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Shut your whore mouth. - Sun Dec  6 07:57:52 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: His mother did die! You can do it, Hideki! - Sun Dec  6 07:57:52 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hideo* - Sun Dec  6 07:57:52 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: ....Oh.. - Sun Dec  6 07:58:43 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Now I feel bad. - Sun Dec  6 07:58:43 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: So did Iza's - Sun Dec  6 07:58:43 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: It won't yeserday tho QQ - Sun Dec  6 07:58:43 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: She is in a better place now anyway - Sun Dec  6 07:58:43 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Did you just say Hideki? - Sun Dec  6 07:58:43 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: You thinkin of my  family bruh? - Sun Dec  6 07:58:43 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: <*Doesn't acknowlege*> - Sun Dec  6 07:58:43 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: -omit tht last one lol- - Sun Dec  6 07:58:43 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: >*Said Hideo*> - Sun Dec  6 07:59:34 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) thinks: What does his mother dying have to do with this? - Sun Dec  6 08:00:25 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Iza...Use the Force Of The Flame Heart and end this... - Sun Dec  6 08:00:25 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Sanoke, you should end the match. - Sun Dec  6 08:01:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: She is so fast. . .How am I goign to do this? - Sun Dec  6 08:01:16 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Show your foe what Tradition ,Hardwork and Honor has formed. - Sun Dec  6 08:01:16 2015
<br><br><font color=teal>*Geo Dude(Wynokx) whispers: ( Geo Dude whispers: Lord Kazekage..Hiroshi wouldn't appreciate it if you called the match...He'd much prefer to be knocked unconscious before he had his chance to prove himself taken away. <--- I gotchu bruh ) - Sun Dec  6 08:02:08 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: I will have to do alot of healing after this - Sun Dec  6 08:04:41 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Ai...Ai...Ai......Hook me up with one of your high school female friends -bestie- - Sun Dec  6 08:07:15 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: -omit- - Sun Dec  6 08:07:15 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Fuji, I know ya a man hoe but I got someone for ya, her name is beth, look her up -Omit- - Sun Dec  6 08:10:40 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: No thanks, I already hit it and proceeded to quit it.. - Sun Dec  6 08:10:40 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: -omit- - Sun Dec  6 08:10:40 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: *Sigh* - Sun Dec  6 08:14:04 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *smiles* This was amazing.  - Sun Dec  6 08:14:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Wair. . . It's over? - Sun Dec  6 08:14:04 2015
<br><br><font color=teal>*Geo Dude(Wynokx) thinks: This girl is a baby...She has -younger- siblings? - Sun Dec  6 08:14:56 2015
<br><br><font color=yellow>*Hideo, Hiroshi(Anonymouse player) continues to collect himself.* - Sun Dec  6 08:15:47 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm! - Sun Dec  6 08:16:38 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Fuck. . . My face hurts. . .   - Sun Dec  6 08:16:38 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I liked what I saw, though. - Sun Dec  6 08:17:29 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I'm sorry, I was just trying my best. - Sun Dec  6 08:17:29 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: That was close. . .  - Sun Dec  6 08:18:20 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I was too. . . .  - Sun Dec  6 08:18:20 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Both of you definitely have what it takes to be chunnin. Although, I have many options to way. - Sun Dec  6 08:18:20 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm? - Sun Dec  6 08:18:20 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I'll provide results in the following day, okay? - Sun Dec  6 08:18:20 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Bry, can you fix my nose? - Sun Dec  6 08:18:20 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I think she broke it. . .  - Sun Dec  6 08:18:20 2015
<br><br><font color=teal>*Geo Dude(Wynokx) thinks: I think that little monster should be a Jonin..Why would she be just a Chuunin...She's easily more powerful than the Mizukage.... - Sun Dec  6 08:18:20 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: Izanami totally chunnin level. - Sun Dec  6 08:18:20 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: But soo young. - Sun Dec  6 08:18:20 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: not like a ts is coming or anything . .  - Sun Dec  6 08:19:12 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Its time to go home - Sun Dec  6 08:19:12 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: -omit- - Sun Dec  6 08:19:12 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) thinks: I broke his nose...oops.. - Sun Dec  6 08:19:12 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Good fight Iza. . . *smiles* - Sun Dec  6 08:19:12 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) thinks: Shoulda been his ankles - Sun Dec  6 08:19:12 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) thinks: Bedtime. - Sun Dec  6 08:19:12 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) thinks: -omit- - Sun Dec  6 08:19:12 2015
<br><br><font color=teal>*Geo Dude(Wynokx) thinks: Time to spar Hiroshi. - Sun Dec  6 08:19:12 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Good fight,. - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Nigga whaaaaa? - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Both of you. . Great fight. - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: I've held her back from the title of Genin long enough for this result. - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Good match you two. - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: But I still fear of what can happen... - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Hiro like buddy. - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: I cant belive you took that punch. - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: Never did I want for her to be a shinobi yet she's so great at it. - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Good job Hiro! - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: My face hurts, don't make me laugh. .  - Sun Dec  6 08:20:03 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *laughs* Ow. . ow. .  - Sun Dec  6 08:20:54 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Thanks. - Sun Dec  6 08:20:54 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: You did pretty well considering you were fighting a literaly baby... - Sun Dec  6 08:20:54 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: I would have had a hard time fighting it too. - Sun Dec  6 08:20:54 2015
<br><br><font color=yellow>*Hideo, Hiroshi(Anonymouse player) performed the seal as well.* - Sun Dec  6 08:20:54 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Even now Geo? - Sun Dec  6 08:20:54 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Even now. - Sun Dec  6 08:20:54 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: You just love giving me a hard time don't you? - Sun Dec  6 08:20:54 2015
<br><br><font color=teal>*Momura(JustCallMeGnar) says: S-Shall we go...s-sanoke? - Sun Dec  6 08:20:54 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: The hardest.... - Sun Dec  6 08:20:54 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Of course hahah. - Sun Dec  6 08:21:45 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I can't tell if I hate you. . . - Sun Dec  6 08:21:45 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Hmm. - Sun Dec  6 08:21:45 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Or if you are my best friend. . . *sigh* - Sun Dec  6 08:21:45 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: No... - Sun Dec  6 08:21:45 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Passs. - Sun Dec  6 08:21:45 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I went to classs nigga - Sun Dec  6 08:21:45 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: For once in ya life. - Sun Dec  6 08:21:45 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Now go get ya face fixed so I can rearrange it again. - Sun Dec  6 08:22:36 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: That's right. - Sun Dec  6 08:22:36 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Where's Kinami-Sensei? - Sun Dec  6 08:22:36 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Go home already. - Sun Dec  6 08:23:28 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Bryson, can you take  care of Hiroshi for me? - Sun Dec  6 08:23:28 2015
