<br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) extends his hand anyway.* - Tue Dec  8 05:42:11 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I was waiting for Lera to finish helping her. . .and lack of motivation. - Thu Dec 10 22:02:40 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Sighed softly, an over-all crappy feeling over him.* - Thu Dec 10 22:03:31 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Ah. - Thu Dec 10 22:04:22 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Well, don't wait too long. You might get rusty.~ - Thu Dec 10 22:04:22 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Tch. . . - Thu Dec 10 22:05:13 2015
<br><br><font color=teal>*Rias(LionHunter) says: Well I have a great deal of chakra control - Thu Dec 10 22:05:13 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I've turned into an observer here lately anyway. - Thu Dec 10 22:05:13 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Whoa, what's the rush? - Thu Dec 10 22:05:13 2015
<br><br><font color=teal>*Hassan, Lera(DyslexicFairyDinosaur) says: Mhm. - Thu Dec 10 22:06:04 2015
<br><br><font color=teal>*Hassan, Lera(DyslexicFairyDinosaur) says: Anyway...you mind if I come back later to teach you more? - Thu Dec 10 22:06:04 2015
<br><br><font color=teal>*Kai(Ultimate_Odyssey) says: Mm... - Thu Dec 10 22:06:04 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Excuse me, kid.~ - Thu Dec 10 22:06:56 2015
<br><br><font color=teal>*Kai(Ultimate_Odyssey) says: Mm...S-Sorry.. - Thu Dec 10 22:06:56 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) thinks: That one woman from Sunagakure, eh? - Thu Dec 10 22:07:47 2015
<br><br><font color=teal>*Rias(LionHunter) says: Sure Hun I will train on what I have now - Thu Dec 10 22:07:47 2015
<br><br><font color=teal>*Hassan, Lera(DyslexicFairyDinosaur) says: Alright thanks. - Thu Dec 10 22:07:47 2015
<br><br><font color=teal>*Hassan, Lera(DyslexicFairyDinosaur) says: See you later. - Thu Dec 10 22:07:47 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Thanks. - Thu Dec 10 22:07:47 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: ... - Thu Dec 10 22:11:12 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Having walked in behind Nigen, he'd likely be bumped into if he tried to back out, "Whoa man. . where's the fire?" asking such, he'd rub his eyes slightly. Asking such, he'd yawn and try to push him in. Needing someone to talk to he'd mumble, "Sit. . .I need some company anyway."* - Thu Dec 10 22:14:36 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: ... - Thu Dec 10 22:15:28 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm? - Thu Dec 10 22:15:28 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Tch. .  - Thu Dec 10 22:16:19 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: But I can have a drink here. . . - Thu Dec 10 22:16:19 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: .. - Thu Dec 10 22:17:10 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) thinks: Filthy.. - Thu Dec 10 22:17:10 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Sure.. - Thu Dec 10 22:17:10 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . - Thu Dec 10 22:18:01 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Moving forward, he'd sit between the two people, sighing lightly as he looked to Nigen, "Sorry to talk you into this. . .Just. . .blah." saying such, he'd do something weird. He'd order his 'drink'. Getting simple tea.* - Thu Dec 10 22:19:44 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: So, what's wrong? - Thu Dec 10 22:20:35 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Feeling. . .shitty today. - Thu Dec 10 22:20:35 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Why is that? - Thu Dec 10 22:21:26 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Dunno. . . - Thu Dec 10 22:22:17 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Just not my day I guess? - Thu Dec 10 22:22:17 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You don't know why you're feeling down? - Thu Dec 10 22:22:17 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Well..do you have any goals? - Thu Dec 10 22:22:17 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . .Not really. - Thu Dec 10 22:23:08 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Just skimming by right now. . . - Thu Dec 10 22:23:08 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Well..not having any goals might be your problem. - Thu Dec 10 22:23:08 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Maybe you should focus on something? - Thu Dec 10 22:24:00 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Perhaps. . . - Thu Dec 10 22:24:00 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I don't know what a guy like you could progress towards? - Thu Dec 10 22:24:00 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You're already pretty strong. - Thu Dec 10 22:24:00 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Strong? - Thu Dec 10 22:24:00 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Tch. - Thu Dec 10 22:24:00 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Mhm. - Thu Dec 10 22:24:00 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Don't flatter me. - Thu Dec 10 22:24:51 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: It isn't flattery. - Thu Dec 10 22:24:51 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: It is what it is. - Thu Dec 10 22:25:42 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Tch. - Thu Dec 10 22:25:42 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Don't lie then. . . - Thu Dec 10 22:25:42 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I am no where near the level of most. - Thu Dec 10 22:25:42 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I'm just a one trick pony. - Thu Dec 10 22:25:42 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You're pretty negative. All you need is one trick. - Thu Dec 10 22:26:33 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I'm not always negative. - Thu Dec 10 22:26:33 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You don't have to have an array of abilities. - Thu Dec 10 22:26:33 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) thinks: . . .I'll just go. - Thu Dec 10 22:27:24 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Sighing slightly, he'd shake his head, "Have this seat." saying such to the girl, he'd stand his feet, moving to leave.* - Thu Dec 10 22:35:05 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Wait.. - Thu Dec 10 22:36:48 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: .... - Thu Dec 10 22:37:39 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You don't have to go.. - Thu Dec 10 22:39:21 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . - Thu Dec 10 22:39:21 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I want to. You two seem to need some time. - Thu Dec 10 22:39:21 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: ... - Thu Dec 10 22:40:12 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: It isn't as it seems, but if that's how you feel. - Thu Dec 10 22:41:04 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I'll see you later, then. Do try to cheer up. - Thu Dec 10 22:41:04 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . - Thu Dec 10 22:41:04 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Sighs lightly, waving a hand, "Yea. Will do. You love birds have fun." with this, he'd attempt to leave.* - Thu Dec 10 22:41:55 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: ... - Thu Dec 10 22:42:46 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: OOoOoooOOo love birds.~ - Thu Dec 10 22:43:37 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: ... - Thu Dec 10 22:46:11 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I still don't see you as such. - Thu Dec 10 23:11:47 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hey, you've returned. - Thu Dec 10 23:12:38 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: You don't see me as a monster, that's sweet.~ I think. - Thu Dec 10 23:12:38 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Huh? Oh. - Thu Dec 10 23:14:20 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: No reason. - Thu Dec 10 23:14:20 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) thinks: Certain things you just need to know. - Thu Dec 10 23:16:03 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Uh. . .you two in the middle of something? - Thu Dec 10 23:16:03 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: .... - Thu Dec 10 23:16:54 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Nothing.. - Thu Dec 10 23:16:54 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: Stay.~ - Thu Dec 10 23:16:54 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . - Thu Dec 10 23:16:54 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Simply shake his head, "I need to get back to Sunagakure. You two can have fun." saying such he'd try to leave again.* - Thu Dec 10 23:20:19 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: You seem grumpy.~ Did I steal your lover?~ - Thu Dec 10 23:20:19 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Oh, caught me~ - Thu Dec 10 23:20:19 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I totally wanted him. - Thu Dec 10 23:21:10 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: Ooooooooh, he's all yours.~ - Thu Dec 10 23:21:10 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) would wink at Nigen for effect.* - Thu Dec 10 23:21:10 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: ..... - Thu Dec 10 23:22:52 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Honestly, you both are just full of jokes. - Thu Dec 10 23:23:44 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Jokes~? - Thu Dec 10 23:25:26 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I found the red hair attractive. - Thu Dec 10 23:25:26 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Thanks. I don't know what to say. - Thu Dec 10 23:27:08 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm.. - Thu Dec 10 23:30:33 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Nah, I'm just messing. - Thu Dec 10 23:30:33 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Oh..I see.. - Thu Dec 10 23:31:24 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: So my hair isn't attractive.. - Thu Dec 10 23:31:24 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: Playing with his heart? How cruel.~ - Thu Dec 10 23:31:24 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I mean. . . - Thu Dec 10 23:31:24 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Honestly? - Thu Dec 10 23:31:24 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I'd hit on you if I thought you were interested. - Thu Dec 10 23:32:16 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Ah. - Thu Dec 10 23:32:16 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: So until you decide otherwise. - Thu Dec 10 23:33:07 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Well, I'm currently single. This one right here is just messing with me. - Thu Dec 10 23:33:07 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Uh, it's not attractive. - Thu Dec 10 23:33:07 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Oh? - Thu Dec 10 23:33:07 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Does that mean you're open if I want you?~ - Thu Dec 10 23:33:07 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm? I wouldn't necessarily mind it. At the moment, I'm more focused on becoming a better shinobi. - Thu Dec 10 23:37:23 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I've never really questioned my sexuality as a person. I probably lean more towards women. - Thu Dec 10 23:38:14 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Oh. - Thu Dec 10 23:39:05 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Disapointing. - Thu Dec 10 23:39:05 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I myself go either or. - Thu Dec 10 23:39:05 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Hmph. - Thu Dec 10 23:40:48 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: There goes all my fun then. - Thu Dec 10 23:40:48 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Don't worry, though. I doubt relationships are the most interesting thing to focus on. - Thu Dec 10 23:42:30 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: They're fun though~ - Thu Dec 10 23:43:21 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: I agree, they are not so important. - Thu Dec 10 23:44:12 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: Fun... but painful. - Thu Dec 10 23:44:12 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Painful? - Thu Dec 10 23:44:12 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: You obviously haven't been with the right person. - Thu Dec 10 23:44:12 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) thinks: Sounds about right. The pain makes it worth being in one..~ - Thu Dec 10 23:44:12 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: ... but the pain is worth it for the love? I been with the right someone many times, the right someone for that moment. - Thu Dec 10 23:45:55 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Yawns lightly, "Regardless, I won't bother you two anymo- And? If it brought you happiness for the moment, even if they left, or died, you always have the memories and the feelings that were left behind." saying such as it is was common sense, he'd say, "Again though, you two have fun. I have someone waiting for me in Sunagakure."* - Thu Dec 10 23:46:46 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: Oh no, they all died. - Thu Dec 10 23:47:37 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Oh? - Thu Dec 10 23:47:37 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: A shame. - Thu Dec 10 23:47:37 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: But again. - Thu Dec 10 23:47:37 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: At least you have the memories. - Thu Dec 10 23:47:37 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: And perhaps one day you'll see them all again. - Thu Dec 10 23:47:37 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Who knows. - Thu Dec 10 23:47:37 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: For now, since I keep striking out, I'll just stick to my own creations. - Thu Dec 10 23:48:28 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Again attempts to leave, unless spoken to.* - Thu Dec 10 23:48:28 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I suppose I should get back to patrolling.. - Thu Dec 10 23:49:20 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: ....oh.... - Thu Dec 10 23:49:20 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) thinks: Hmph. - Thu Dec 10 23:49:20 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: What?~ - Thu Dec 10 23:49:20 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: You're going to leave a pretty girl behind as well? - Thu Dec 10 23:50:11 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I understand myself. - Thu Dec 10 23:50:11 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: But that's quite rude~ - Thu Dec 10 23:50:11 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: He does this all the time. - Thu Dec 10 23:51:02 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Oh? - Thu Dec 10 23:51:02 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Perhaps I could keep you company instead? - Thu Dec 10 23:51:53 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: ..... - Thu Dec 10 23:52:44 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Tch. - Thu Dec 10 23:53:36 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: I don't care if you want to protect it but you promised to come back. - Thu Dec 10 23:53:36 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: You're both cute. I'll have to remember that. - Thu Dec 10 23:53:36 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: And then left me in the mansion for hours and hours.... - Thu Dec 10 23:53:36 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . - Thu Dec 10 23:53:36 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: That's rude~ - Thu Dec 10 23:53:36 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: You left her that long?~ - Thu Dec 10 23:54:27 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Eh.. - Thu Dec 10 23:54:27 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Don't let her twist it. Although I didn't return as soon as I would've liked.. - Thu Dec 10 23:54:27 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: It isn't as if I specifically told her to wait at the mansion.. - Thu Dec 10 23:55:18 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I would have stayed with her~ Tsk Tsk. . . - Thu Dec 10 23:55:18 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You can now. - Thu Dec 10 23:55:18 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . .Oh? She seems to prefer you though~ - Thu Dec 10 23:56:09 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I doubt that. She barely knows me. - Thu Dec 10 23:56:09 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Better than she likely knows me. - Thu Dec 10 23:56:09 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) thinks: Tch. - Thu Dec 10 23:57:52 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Well, don't let me stop you two lovebirds.~ - Fri Dec 11 00:00:25 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . - Fri Dec 11 00:01:16 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) thinks: He DID tell me to wait.... - Fri Dec 11 00:01:16 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Using my own joke against me? - Fri Dec 11 00:01:16 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Tch. - Fri Dec 11 00:01:16 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: You both are plenty cute. I may need to come back here more often~ - Fri Dec 11 00:01:16 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: I'm not from here, clearly that is why he doesn't like me.... hmph. - Fri Dec 11 00:02:08 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm? - Fri Dec 11 00:02:08 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Oh? - Fri Dec 11 00:02:08 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I'm from here and he doesn't like me either~ - Fri Dec 11 00:02:08 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You both are pretty funny. - Fri Dec 11 00:02:59 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: That's a nice tactic. - Fri Dec 11 00:02:59 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Tch. . . - Fri Dec 11 00:02:59 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Strike two. . . - Fri Dec 11 00:03:50 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I'm not sticking around to strike out completely. - Fri Dec 11 00:03:50 2015
<br><br><font color=teal>*Yuriko(TenaciousRiven) says: You're lying, you left me there on purpose after you told me to stay. - Fri Dec 11 00:04:41 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm? - Fri Dec 11 00:04:41 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: That's not true. - Fri Dec 11 00:05:32 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Well, see you two. - Fri Dec 11 00:06:24 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Eh? I'm not. - Fri Dec 11 03:13:16 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Uh huh. - Fri Dec 11 03:13:16 2015
<br><br><font color=teal>*Ryutou, Ai(Sennalove) says: Don't worry, we'll hang out when I'm back, could have a short moment before I go since I'm still waiting on Koji's answer. - Fri Dec 11 03:14:59 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Hmmm, that is a useful move. . .  - Fri Dec 11 04:38:36 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hey Aoi, has Nami taught you anything just yet/ - Fri Dec 11 14:25:13 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: ? - Fri Dec 11 14:25:13 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Imma just leave that alone. - Fri Dec 11 20:18:30 2015
<br><br><font color=teal>*Geo Dude(Wynokx) thinks: Wasn't that like...2 years ago? - Fri Dec 11 20:18:30 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Walked into the area, catching sight of two people, "Yo."* - Fri Dec 11 20:21:04 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Looking to the smaller person of the two who seemed to be waving pretty happily, and the other person who was just standing there, he'd walk to the obvious choice. 

Moving to the girl he'd smile lightly, "Hello there~"* - Fri Dec 11 20:24:28 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Finding the girl to be quite adorable, he'd reach out and rub the girl's head lightly, "You seem quite adorable~" saying such he'd kneel down, "I'm Abraxas, you are?"* - Fri Dec 11 20:27:53 2015
<br><br><font color=teal>*Shina(Only Pandas) says: I'm Shina...! - Fri Dec 11 20:27:53 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Catching sight of how muddy she was, and the smell coming from her he'd frown, "Eh, pardon my rudeness. . .do you have a. . .how should I put this. . .a place to stay?" not wanting to point how the smell of look of her.

"I simply worry over people. . ."* - Fri Dec 11 20:54:20 2015
<br><br><font color=yellow>*Kurina, Abraxas(Chaos Commander2015) Shaking his head he'd say, "Ah. . .do you have any money or anything? You might want some new clothes. . .and a shower." not being rude about it, he'd smile to her softly, "You might drive some people off with whatever you've been playing in."* - Fri Dec 11 21:04:35 2015
