<br><font color=teal>*Kinami Hassan(Ninasky115) says: Is that it, Ai? - Mon Dec  7 03:35:28 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: There's terrorists... - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Guess I gotta go to war... - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hey uhm.. - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: BY THE WAY - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Whaaa? - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Where is the Kazekage? - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: I should tell him about this.. - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Don't you go dying over there Geo. - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Lady Kazekage's wife. - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Hm? - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I'll be visiting Kirigakure - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I'll be back soon. - Wed Dec  9 02:36:35 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Uhm... - Wed Dec  9 02:37:26 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: The Merchants. - Wed Dec  9 02:37:26 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Tetsu, Midori, and Ren... - Wed Dec  9 02:37:26 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: They are killers. - Wed Dec  9 02:37:26 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: They killed shinobi in the Hidden Mist. - Wed Dec  9 02:37:26 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: I have to remember those names. . .  - Wed Dec  9 02:37:26 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: The Mizukage has warned us to be careful of them... - Wed Dec  9 02:37:26 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Please do so as well.... - Wed Dec  9 02:37:26 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: I'd hate to see your beautiful children harmed... - Wed Dec  9 02:37:26 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: . . .  - Wed Dec  9 02:38:17 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I'll tell inform the Kazekage about it. - Wed Dec  9 02:38:17 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Wait. - Wed Dec  9 02:38:17 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Tetsu? - Wed Dec  9 02:38:17 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: As in Jiki? - Wed Dec  9 02:38:17 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Very well. Thank you ma'am..Uhm...By the way..I'm sorry to a- No..I don't think. - Wed Dec  9 02:38:17 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Oh. - Wed Dec  9 02:38:17 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm.. - Wed Dec  9 02:38:17 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: These people are merchants. - Wed Dec  9 02:38:17 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: The merchants huh.. - Wed Dec  9 02:39:08 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Mhm... - Wed Dec  9 02:39:08 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) thinks: Thanks for the info.  - Wed Dec  9 02:39:08 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: But yeah.... - Wed Dec  9 02:39:08 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I'll be on the lookout for them. - Wed Dec  9 02:39:08 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Becareful please... - Wed Dec  9 02:39:08 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Oh! - Wed Dec  9 02:39:08 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I will. - Wed Dec  9 02:39:08 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Can I borrow funds for a caravan home? - Wed Dec  9 02:39:08 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Don't you die over there Geo. - Wed Dec  9 02:40:00 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: I spent my last to get here and train with Hiroshi and Kina- Of course not Hiro. - Wed Dec  9 02:40:00 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Sure. - Wed Dec  9 02:40:00 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Thank you a great deal First Lady Kazekage. - Wed Dec  9 02:40:00 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hey Uh, Geo. - Wed Dec  9 02:40:00 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: You're from Kirigakure aren't you? - Wed Dec  9 02:40:51 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Yeah I am. - Wed Dec  9 02:40:51 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Then we can travel together, I have enough money for a caravan.~ - Wed Dec  9 02:40:51 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I kinda' need your help. - Wed Dec  9 02:40:51 2015
<br><br><font color=teal>*Geo Dude(Wynokx) says: Oh that's grea- You do? With what? - Wed Dec  9 02:40:51 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I swear. . . It is always something. - Wed Dec  9 02:41:42 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Alwayz sumztin! - Wed Dec  9 02:41:42 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Yes. - Wed Dec  9 02:41:42 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *laughs*  You understand already Manami. - Wed Dec  9 02:41:42 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) thinks: Gotta' kick em out.~ - Wed Dec  9 02:41:42 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Byagugan! - Wed Dec  9 02:42:33 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Byakugan! - Wed Dec  9 02:42:33 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What is that? - Wed Dec  9 02:43:24 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: Yo, Blue! - Wed Dec  9 02:43:24 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Welp! - Wed Dec  9 02:43:24 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Let's get going. - Wed Dec  9 02:43:24 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Sup Bones. - Wed Dec  9 02:43:24 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: Not a whole lot. You heading somewhere? - Wed Dec  9 02:46:49 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Nah not right now Bones. - Wed Dec  9 02:46:49 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Why what's up? - Wed Dec  9 02:46:49 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: Bones? - Wed Dec  9 02:46:49 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: You available to help a buddy out? - Wed Dec  9 02:47:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What do you need? - Wed Dec  9 02:47:40 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: What is this madness?. . .  - Wed Dec  9 02:50:14 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: What do you need Bones? - Wed Dec  9 02:50:14 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: Well, I feel like I've fallen behind on my training. - Wed Dec  9 02:50:14 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: So what do you want me to do? - Wed Dec  9 02:51:05 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: More training stuff huh? - Wed Dec  9 02:51:05 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: Uh......teach me how to kick ass like you? - Wed Dec  9 02:51:05 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *laughs*  I guess I could try and help you with that. - Wed Dec  9 02:51:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Oh yea, this right here is my bro Hiroshi. - Wed Dec  9 02:51:56 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Oi, how goes it? - Wed Dec  9 02:51:56 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Hi - Wed Dec  9 02:51:56 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Sup, Fuji. - Wed Dec  9 02:51:56 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: Hi there. - Wed Dec  9 02:52:48 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: I had no idea that you had a brother. - Wed Dec  9 02:52:48 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: *laughs*  We aren't blood related, but this is my Bro right here. - Wed Dec  9 02:52:48 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Right Green? - Wed Dec  9 02:52:48 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: So whats going on here? Little small talk? - Wed Dec  9 02:53:39 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Basically. - Wed Dec  9 02:53:39 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Yeah~ but close enough to blood brothers right? - Wed Dec  9 02:53:39 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Oh, Iza ran off to Kirigakure to help them fight some terrorist Fuji. - Wed Dec  9 02:53:39 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Dada! - Wed Dec  9 02:53:39 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Dada! - Wed Dec  9 02:53:39 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Im not yo dada thats Sanoke - Wed Dec  9 02:53:39 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: -omit- - Wed Dec  9 02:53:39 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Dada! - Wed Dec  9 02:54:30 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Where Dada? - Wed Dec  9 02:54:30 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: Wonder where Sanoke is. . .  - Wed Dec  9 02:54:30 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Kid wants to see the father hm? - Wed Dec  9 02:54:30 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: He's a busy man now a days. - Wed Dec  9 02:54:30 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Sure are Green. - Wed Dec  9 02:54:30 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: He's busy. - Wed Dec  9 02:54:30 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: I want tell dada I gah eyes. - Wed Dec  9 02:54:30 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Come on Bones, if you want to train lets go. - Wed Dec  9 02:55:21 2015
<br><br><font color=teal>*Shokutsu(King Scrub) says: Right. I'm following you now. - Wed Dec  9 02:57:04 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Come on Green, you can train too. - Wed Dec  9 02:57:55 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Awh~ okay~ - Wed Dec  9 02:57:55 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Hm, speaking of family...Any of you seen Izanami? - Wed Dec  9 02:57:55 2015
<br><br><font color=teal>*Claudette(Kumaki) says: You was just told. - Wed Dec  9 02:57:55 2015
<br><br><font color=teal>*Claudette(Kumaki) says: She is to Kiri to fight bandits or such..  - Wed Dec  9 02:58:46 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: .... - Wed Dec  9 02:58:46 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: In Kiri?... - Wed Dec  9 02:58:46 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Or terrorists... - Wed Dec  9 02:58:46 2015
<br><br><font color=teal>*Claudette(Kumaki) says: She's... A chuunin.. - Wed Dec  9 02:58:46 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: I know but she's also 10... - Wed Dec  9 02:58:46 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Mhm. I know. - Wed Dec  9 02:58:46 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: With ONE arm... - Wed Dec  9 02:59:37 2015
<br><br><font color=teal>*Claudette(Kumaki) says: ... One arm?  - Wed Dec  9 03:00:28 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Nananami with Rock boy! - Wed Dec  9 03:00:28 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: You know Geo? - Wed Dec  9 03:01:20 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Guess I gotta either go find her or wait. - Wed Dec  9 03:01:20 2015
<br><br><font color=teal>*Claudette(Kumaki) says: She'll.. She'll be fine..  - Wed Dec  9 03:01:20 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Hm.. - Wed Dec  9 03:01:20 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Will need you to help recover her arm by the way in that case. - Wed Dec  9 03:02:11 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Zanaanami one wing~ - Wed Dec  9 03:02:11 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Ahm... Alright..  - Wed Dec  9 03:02:11 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: I feel like spreading my wings and fly into the sky... Mmmhh....  - Wed Dec  9 03:02:11 2015
<br><br><font color=teal>*Claudette(Kumaki) says: A-Ahm... uhm... Master.. Can.. Can you perhaps heal my shoulders.... They got ripped open when I fell down in the hospital.  - Wed Dec  9 03:03:02 2015
<br><br><font color=teal>*Claudette(Kumaki) says: And I can't reach them.  - Wed Dec  9 03:03:02 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Mama... - Wed Dec  9 03:04:44 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Mamimi run. - Wed Dec  9 03:04:44 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Sure. - Wed Dec  9 03:05:36 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Babi. - Wed Dec  9 03:06:27 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Yes. - Wed Dec  9 03:07:18 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Baby. - Wed Dec  9 03:07:18 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Mamimi waz babi? - Wed Dec  9 03:08:09 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: What you are. - Wed Dec  9 03:09:00 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Babi has Byaggugan? - Wed Dec  9 03:09:00 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: .. - Wed Dec  9 03:09:52 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: No. - Wed Dec  9 03:09:52 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: So, I guess after earlier, the experiments are forestalled, mrm? - Wed Dec  9 03:09:52 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Ah, well.. - Wed Dec  9 03:10:43 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Babi bad. Babi run. - Wed Dec  9 03:14:59 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Claudete! Use Child Abuse No Jutsu! - Wed Dec  9 03:14:59 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: H-Hi mitsunara. - Wed Dec  9 03:14:59 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Ah... Momura, yo. - Wed Dec  9 03:15:50 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Maami. Let Mamimi walk. - Wed Dec  9 03:17:32 2015
<br><br><font color=teal>*Marco(Gtgoku55) says: 9Zenaki - Wed Dec  9 03:26:04 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: They warned me not to marry a Demon.. - Wed Dec  9 03:26:04 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Mama....She kill babi... - Wed Dec  9 03:26:56 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: sh... - Wed Dec  9 03:26:56 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: .... - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: I have...So many question.. - Wed Dec  9 03:28:38 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: Even my own children, taste delicious... Mmmhh....  - Wed Dec  9 03:30:20 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Byagugan! - Wed Dec  9 03:30:20 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: .... - Wed Dec  9 03:30:20 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) thinks: ...Child Abuse makes me mad. - Wed Dec  9 03:31:12 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Ah.. Don't worry Mitsu. I will not kill him. Neither hurt him tomuch... Sometimes things are just needed.  - Wed Dec  9 03:32:54 2015
<br><br><font color=teal>*Claudette(Kumaki) says: They need to learn. Hm..  - Wed Dec  9 03:33:45 2015
<br><br><font color=teal>*Claudette(Kumaki) thinks: I really feel like.. Testing those things....  - Wed Dec  9 03:33:45 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Hm, so this is their normal behavior? - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: Didn't say farmers.. - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: .......... - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Kinda. Yes.  - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Outside. - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Dada! - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Is good. - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: ... - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: ... - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Hokuma, Manami(JustTheTip) says: Dada! - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Front and center. - Wed Dec  9 03:34:36 2015
<br><br><font color=teal>***Concealed Figure**(TheSecretary) says: w-wahh - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . .  - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>*Claudette(Kumaki) says: But.. I think he just got scard. Because of the lightning...  - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Can you guys get from behind me? - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: ... - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: The hell are you going, Paine? - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Must be a shinobi meeting.. - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Come Zen , we must not intrude. - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>*Claudette(Kumaki) says: Mhm..  - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Back up, please. - Wed Dec  9 03:35:28 2015
<br><br><font color=teal>***Concealed Figure**(TheSecretary) says: i c-cant find y-you - Wed Dec  9 03:36:19 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Senseii!!!!! - Wed Dec  9 03:36:19 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . .  - Wed Dec  9 03:36:19 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: If you guys don't get in order.. - Wed Dec  9 03:36:19 2015
<br><br><font color=teal>***Concealed Figure**(TheSecretary) says: i u-umm...f-found it.. - Wed Dec  9 03:37:10 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Later, Paine. - Wed Dec  9 03:37:10 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Fall in line - Wed Dec  9 03:37:10 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I endorse Koji as a fit leader. But it's up to the shinobi to decide the next kage, obviously. - Wed Dec  9 03:42:17 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Whaaaa? - Wed Dec  9 03:42:17 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: Uhhh....... - Wed Dec  9 03:43:08 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: I'd vote for Lera or Koji... - Wed Dec  9 03:43:08 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Yo, Sanoke. You're not retirin, just droppin the Kage Office, yeah? - Wed Dec  9 03:43:08 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Mrm... - Wed Dec  9 03:43:08 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hrm? I'm not a shinobi. I'm a rounin. - Wed Dec  9 03:43:08 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: uhhmm.... - Wed Dec  9 03:43:08 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: ..... - Wed Dec  9 03:43:08 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: . . .  - Wed Dec  9 03:43:08 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: Uhh..m... - Wed Dec  9 03:44:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I do intend to live in Sunagakure for a while, though. - Wed Dec  9 03:44:00 2015
<br><br><font color=teal>*Hassan, Kiyoko(HypnoticEssence) thinks: Great..... - Wed Dec  9 03:44:00 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Right... - Wed Dec  9 03:44:00 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Heh, I just hope no one votes for me... - Wed Dec  9 03:44:00 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) thinks: This is crazy. . .  - Wed Dec  9 03:44:00 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: I vote for Mitsunara, shes such a great person! -omit- - Wed Dec  9 03:44:00 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: Well who is going to take over then! - Wed Dec  9 03:44:00 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Hmmmm. - Wed Dec  9 03:44:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: ...Hey, Ai. - Wed Dec  9 03:44:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Hrm... - Wed Dec  9 03:44:51 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I'm cool with Ai being Kazekage. - Wed Dec  9 03:44:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: ... Well, considering we lack any Jounin.. - Wed Dec  9 03:44:51 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: I wouldn't..mind ai being kage. - Wed Dec  9 03:44:51 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: You and the other Chuunin are the highest rank we have left to try and take the seat. - Wed Dec  9 03:44:51 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: I don't want that seat. - Wed Dec  9 03:45:42 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: I'd give it a try, but I think there'd be riots, and Tenryu assasination attempts.... Ah, well... - Wed Dec  9 03:45:42 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Kinami's... not responsible enough... - Wed Dec  9 03:45:42 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: I-I can be a kage.. - Wed Dec  9 03:45:42 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Lera's strong, but she's not the right kind of person for it... - Wed Dec  9 03:46:33 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: She can't even handle a drink. - Wed Dec  9 03:46:33 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Momura don't be silly.. - Wed Dec  9 03:46:33 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: . . .  - Wed Dec  9 03:46:33 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: I'm not silly.. - Wed Dec  9 03:46:33 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Koji's responsible enough, but he's already got enough on his palte as head of police. - Wed Dec  9 03:46:33 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Yea. - Wed Dec  9 03:46:33 2015
<br><br><font color=teal>*Hassan, Kiyoko(HypnoticEssence) says: Why don't we just hold a public vote poll? - Wed Dec  9 03:46:33 2015
<br><br><font color=teal>*Ari, Momura(JustCallMeGnar) says: Favoritism...Uhm...people could cheat.. - Wed Dec  9 03:47:24 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Hrm? Democracy, Kiyoko? - Wed Dec  9 03:47:24 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothCaged) says: Since when does Democracy ever work? - Wed Dec  9 03:47:24 2015
<br><br><font color=teal>*Chikyu Kasanari(TempusKing) says: Paine, do you want to be Kazekage? - Wed Dec  9 03:47:24 2015
