<br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: What? - Wed Oct  7 22:11:12 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Don't need it. - Thu Oct  8 20:08:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: So asian.... Look at that devotion... - Thu Oct  8 20:09:36 2015
<br><br><font color=teal>*Bremusa(Ej247) says: Okay. - Thu Oct  8 20:10:27 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Pfft. - Thu Oct  8 20:11:18 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Slacker. - Thu Oct  8 20:11:18 2015
<br><br><font color=teal>*Bremusa(Ej247) says: I'm afriad if we were to spar you would lose. Because men cant focus on the fight at hand when they face a amazon. - Thu Oct  8 20:12:09 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: .... - Thu Oct  8 20:12:09 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I don't really need to focus. - Thu Oct  8 20:12:09 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: It's obvious. - Thu Oct  8 20:12:09 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Hmph.. - Thu Oct  8 20:12:09 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: You fail to realize. - Thu Oct  8 20:13:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I. - Thu Oct  8 20:13:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Am. - Thu Oct  8 20:13:00 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Black. - Thu Oct  8 20:13:00 2015
<br><br><font color=teal>*Bremusa(Ej247) says: Okay. - Thu Oct  8 20:13:00 2015
<br><br><font color=teal>*Bremusa(Ej247) says: Yet you are still a pintched male. - Thu Oct  8 20:13:52 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Ugh, we all know you are black Kojiro. - Thu Oct  8 20:13:52 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Ugh, what did this chick just call me? - Thu Oct  8 20:13:52 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Ye'. - Thu Oct  8 20:13:52 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Oooooooooooooooh!~ A fight. - Thu Oct  8 20:17:16 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: ?_ - Thu Oct  8 20:21:32 2015
<br><br><font color=teal>*Hideki(Assassin241) says: .... - Thu Oct  8 20:23:15 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: I probably shouldn't be laughing seeing as he broke my fucking arm. - Thu Oct  8 20:23:15 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: What the fuck is happening. - Thu Oct  8 20:23:15 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: ---- - Thu Oct  8 20:23:15 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Oh Kojiro is here. - Thu Oct  8 20:23:15 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Thu Oct  8 20:24:06 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Hey...Kojiro - Thu Oct  8 20:24:06 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Sup, friend. - Thu Oct  8 20:24:06 2015
<br><br><font color=teal>*Hideki(Assassin241) says: *Coughs* - Thu Oct  8 20:24:06 2015
<br><br><font color=teal>*Hideki(Assassin241) says: Come here. - Thu Oct  8 20:24:06 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: ...Hmmn...? - Thu Oct  8 20:24:57 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ur fkin dun kid - Thu Oct  8 20:27:31 2015
<br><br><font color=teal>*Hideki(Assassin241) says: omit - Thu Oct  8 20:27:31 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Hey Hideki. - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Didn't Kojiro shove his dick in your mouth? - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Dman - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Hideki(Assassin241) says: ---- - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Hideki(Assassin241) says: That ain't even happen though. - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: First he rubs one off on his sister while she is asleep - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: And now this. - Thu Oct  8 20:28:22 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: He is on a roll. - Thu Oct  8 20:29:13 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: Tired? From what perhaps? - Thu Oct  8 20:29:13 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: I am never tired! My body is a fire coursing with youth! - Thu Oct  8 20:30:56 2015
<br><br><font color=yellow>*Al-Saachez, Kirie(AxelFraire) pushed off the wall and walked silently away.* - Thu Oct  8 20:35:12 2015
<br><br><font color=teal>*Bremusa(Ej247) says: A amazon doesn't give out the location of her birth place. - Thu Oct  8 20:44:35 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: Is tell Maloth. .  - Thu Oct  8 20:45:26 2015
<br><br><font color=teal>*Bremusa(Ej247) says: What? - Thu Oct  8 20:46:17 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: Tell Maloth! Wan' know. - Thu Oct  8 20:47:08 2015
<br><br><font color=teal>*Bremusa(Ej247) says: No. - Thu Oct  8 20:47:08 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Ugh, tell him so he'll stop screaming. - Thu Oct  8 20:47:08 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: Certain things. - Thu Oct  8 20:48:51 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: Mostly private. - Thu Oct  8 20:48:51 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: What is private? - Thu Oct  8 20:49:42 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: The certain things--. - Thu Oct  8 20:49:42 2015
<br><br><font color=teal>*Maloth(Gtgoku88) thinks: Is pedo! - Thu Oct  8 20:50:33 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Excuse me, Miss Misa. - Thu Oct  8 20:50:33 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: How may I help you? - Thu Oct  8 20:51:24 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Have you seen Ortho around? - Thu Oct  8 20:51:24 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: He left while we were training mysteriously and I haven't seen him since. - Thu Oct  8 20:51:24 2015
<br><br><font color=teal>*Kush, Misa(Zoey-Lover) says: He should be at the training grounds, if not return to me, I'll have one of my hawks scan the area. - Thu Oct  8 20:52:16 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: This will be.. - Thu Oct  8 20:52:16 2015
<br><br><font color=teal>*Hideki(Assassin241) thinks: Interesting. - Thu Oct  8 20:52:16 2015
<br><br><font color=teal>*Maloth(Gtgoku88) thinks: Is pedo! - Thu Oct  8 20:53:58 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I was at the training grounds, he wasn't there. - Thu Oct  8 20:54:49 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Can I go see this fight? - Thu Oct  8 20:55:40 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) thinks: Maybe I can learn a few things. - Thu Oct  8 20:56:32 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Kay. - Thu Oct  8 20:58:14 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Oh and um...Nina was progressing nicely if you wanted to know. - Thu Oct  8 20:59:56 2015
<br><br><font color=teal>*Lyala(BoyFlareon) thinks: How does one start a fight so easily.. - Thu Oct  8 20:59:56 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Yes. - Thu Oct  8 23:39:31 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Flew overhead, got shot at. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Another instance, attempted to walk in. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Listen. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Assumed they'd let me return home. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Wanna see my magic trick? - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Didn't work out well. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Sunagakure isn't shit but Fujitora and Hassan. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: If they die. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: ... - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: You're golden. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: No. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Fujitora. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Has given up fighting. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Fuck him. - Thu Oct  8 23:40:22 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Fujitora and Hassan run Suna? - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: What? - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Tetsumi is the real problem. - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Hassan does. - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Tetsumi isn't shit. - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: I've seen what Tetsumi does. - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: How strong is this Hassan? - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: He's not human. - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I owe you. - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: And what about Tetsumi? - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Human or not. - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: We all bleed red. - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: Now to take a shower. - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Wanna see my magic trick? - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: ... This guy took a shit to his head.. for a new pair of threads? - Thu Oct  8 23:41:13 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Hassan? Well, I believe he tore Suitengu's body to complete shreds. - Thu Oct  8 23:42:04 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I know we just met, and you kinda just saved Hideki, and I but can you scrub my back? - Thu Oct  8 23:42:04 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: And.. sure.. - Thu Oct  8 23:42:04 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Tetsumi turns into a demon. - Thu Oct  8 23:42:04 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Similar to that woman they had for a Kazekage at one point. - Thu Oct  8 23:42:04 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: So Hassan killed a seven year old boy. - Thu Oct  8 23:42:04 2015
<br><br><font color=yellow>*Al-Saachez, Kirie(AxelFraire) stares at Kojiro in disgust.* - Thu Oct  8 23:42:04 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Hassan also assisted in killing that boys father. - Thu Oct  8 23:42:56 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I see. Thank you for that information Sabo. - Thu Oct  8 23:42:56 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: What do you mean demon. - Thu Oct  8 23:42:56 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Well... - Thu Oct  8 23:42:56 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Do you know what happened to Konohagakure? - Thu Oct  8 23:42:56 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: It is gone. - Thu Oct  8 23:43:47 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I saw a beast attack it. - Thu Oct  8 23:43:47 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: That's not what I mean. - Thu Oct  8 23:43:47 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: ... - Thu Oct  8 23:43:47 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Can I eat it. - Thu Oct  8 23:43:47 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Regardless. - Thu Oct  8 23:43:47 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: No. - Thu Oct  8 23:43:47 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: The beast that attacked Konohagakure. - Thu Oct  8 23:43:47 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: That was Tetsumi. - Thu Oct  8 23:43:47 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Thu Oct  8 23:43:47 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: Testsumi. - Thu Oct  8 23:44:38 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Made of iron. - Thu Oct  8 23:44:38 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: But you pulled it out for me. - Thu Oct  8 23:44:38 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Iron aint shit. - Thu Oct  8 23:44:38 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: I thought it was a gift. - Thu Oct  8 23:44:38 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Tetsumi isn't shit. - Thu Oct  8 23:44:38 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: I suppose. - Thu Oct  8 23:44:38 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: I talked to him in Sunagakure. - Thu Oct  8 23:44:38 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: ... - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: His name - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Is dinner. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: What. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Commander fluffles. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Dinner. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Fluffles. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Din - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Oh. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Er. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: You weird, son - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Fluff. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Les.. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Lunch. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Fluff. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Lunch. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: And - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Dinner. - Thu Oct  8 23:45:29 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Commander. - Thu Oct  8 23:46:20 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: And. - Thu Oct  8 23:46:20 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Fluffles - Thu Oct  8 23:46:20 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Rabbit stew. - Thu Oct  8 23:46:20 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Nope. - Thu Oct  8 23:46:20 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: I believe you both mean. - Thu Oct  8 23:46:20 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Shut the fuck up. - Thu Oct  8 23:46:20 2015
<br><br><font color=teal>*Ambrocio(XenoKuthric) says: Rabbit Stefado. - Thu Oct  8 23:46:20 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: Indeed. - Thu Oct  8 23:46:20 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Hmph. - Thu Oct  8 23:46:20 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Has anyone seen niza? - Thu Oct  8 23:47:12 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I hate standing around here, everyone is an idiot. - Thu Oct  8 23:47:12 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I've returned a new man. - Thu Oct  8 23:47:12 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: I should... - Thu Oct  8 23:48:03 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Clear some of the idiocy. - Thu Oct  8 23:48:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I'm handsome, aren't I? - Thu Oct  8 23:48:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Thanks. - Thu Oct  8 23:48:03 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: You smell like shit. - Thu Oct  8 23:48:03 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I showe- Well, I'm sure that smell will go away, eventually. - Thu Oct  8 23:48:03 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I'll help you if you wish Sabo. - Thu Oct  8 23:48:54 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: I'm feeling quite...different now. - Thu Oct  8 23:48:54 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: I see. - Thu Oct  8 23:48:54 2015
<br><br><font color=yellow>*Al-Saachez, Kirie(AxelFraire) continued to stare at Kojiro with disgust while keeping  her senses focused on Sabo since he just mentioned going something about potentially attacking people in Kumo.* - Thu Oct  8 23:49:45 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: As my next order as the Raikage... I demand all women eighteen and up get daily prostate exams which will be observed by none other than myself. - Thu Oct  8 23:50:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Next. - Thu Oct  8 23:50:36 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Treason - Thu Oct  8 23:50:36 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: ? - Thu Oct  8 23:50:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Thu Oct  8 23:50:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Oh nah. - Thu Oct  8 23:50:36 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: .... - Thu Oct  8 23:50:36 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I can dream, can't I? - Thu Oct  8 23:50:36 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Keep it as a dream. - Thu Oct  8 23:50:36 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Sabo you plan on attacking Sunagakure? - Thu Oct  8 23:50:36 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: No, not yet at least. - Thu Oct  8 23:51:28 2015
<br><br><font color=teal>*Ossa, Baen(Ama No Murakumo) says: Let me know when. - Thu Oct  8 23:51:28 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Of course. - Thu Oct  8 23:51:28 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Al-Saachez-Chan.. I look pretty nifty, amirite? - Thu Oct  8 23:51:28 2015
<br><br><font color=teal>*Al-Saachez, Kirie(AxelFraire) says: What? - Thu Oct  8 23:51:28 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: My cloak. - Thu Oct  8 23:52:19 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: You really do smell. - Thu Oct  8 23:52:19 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Go take a shower. - Thu Oct  8 23:52:19 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I just did. - Thu Oct  8 23:52:19 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Take another. - Thu Oct  8 23:52:19 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: No. - Thu Oct  8 23:52:19 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I've -earned- this robe. - Thu Oct  8 23:53:10 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Another one. <*Dj Khaled voice*> - Thu Oct  8 23:53:10 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: Go -wash- the robe. - Thu Oct  8 23:53:10 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: No. - Thu Oct  8 23:53:10 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: ... - Thu Oct  8 23:54:01 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Tch, you know. - Thu Oct  8 23:54:52 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: I just wanted to say. - Thu Oct  8 23:54:52 2015
<br><br><font color=yellow>*Al-Saachez, Kirie(AxelFraire) got the fuck away from him cuz he reaked of shit.* - Thu Oct  8 23:55:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: .... - Thu Oct  8 23:55:44 2015
<br><br><font color=yellow>*Al-Saachez, Kirie(AxelFraire) continues to stare at Kojiro with disgust.* - Thu Oct  8 23:55:44 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Thu Oct  8 23:55:44 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: Do you really hate me that much? - Thu Oct  8 23:56:35 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) thinks: These people racist. - Thu Oct  8 23:56:35 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Thu Oct  8 23:57:26 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: .... - Thu Oct  8 23:57:26 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: ... - Thu Oct  8 23:57:26 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Hey. - Thu Oct  8 23:57:26 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Youth guy. - Thu Oct  8 23:58:17 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: Yes, kind sir? - Thu Oct  8 23:58:17 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Care to...'spar'? - Thu Oct  8 23:58:17 2015
<br><br><font color=yellow>*Al-Saachez, Kirie(AxelFraire) stares at Kojiro in disgust and leaves.* - Thu Oct  8 23:58:17 2015
<br><br><font color=teal>*Yamanshi Kojiro(Dragonfile) says: -- - Thu Oct  8 23:58:17 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: I must decline. I can identify how youthful and strong you are. I must become stronger before I can even think about sparring you on equal grounds. - Fri Oct  9 00:00:00 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Tch... - Fri Oct  9 00:00:00 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Pussy. - Fri Oct  9 00:00:00 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: I'll spar you. - Fri Oct  9 00:00:00 2015
<br><br><font color=teal>*Kaori(JustCallMeGromp) says: But Im not very strong. - Fri Oct  9 00:00:00 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: Call me what you may, my youth trumps however much of a cat I am! - Fri Oct  9 00:00:51 2015
<br><br><font color=teal>*Sabo(Chevy Impalla) says: Alright. - Fri Oct  9 00:00:51 2015
<br><br><font color=teal>*Sabara, Izutora(Get Jazzy) says: Now! I must commence reaction time training! - Fri Oct  9 00:00:51 2015
<br><br><font color=yellow>***Mizukage**(AxelFraire) walked around the destroyed village and arrived at the academy which was like the rest of the village and sighed  as the destruction caused by Koeki although unintentional caused the village to become the new Sunagakure of the villages alongside Konohagakure which had been destroyed by a Bijuu as well. Moving to begin clearing the rubble she would start to pick up the different kinds of rubble and placed them in a separate group to determine what can be used for later and what needs to be discarted.

>Tch. This will take me forever to clear up if I am by myself.< She then stopped and pulled out a scroll and began writting a message to Violet and when she was done she would send it out to her and when she was done she would get back to clearing the rubble of the courtyard. >Tch, goddamn it why the fuck did they have to go and destroy the whole fucking thing...ugh, why couldnt they just kill her and leave the village alone.< Thinking to herself she continue placing the rocks and stone in one pile, the wood in another pile and the metal in the other.

Looking around she realized that she had not even began to make dent into clearing the rubble which made her sigh >One rock at a time.< she told herself as a way of encouragement but it didnt seem to help out one bit as she dropped a rock onto the pile and screamed "This is fucking horse shit! Why the fuck did I even sign up for this!? Ugh!" letting that out of her chest she realized that she was just really talking to a pile of rocks, dirt, wood, metal and the mist that loomed around Kirigakure. >Just shut up and do the work, in the end it will make you stronger I guess.<

Taking her coat off she placed it  on the wooden pile so that it would not get as dirty as it would have if it would have been placed in the stone one and sighed as she continued doing what she was doing >I could create a clone to help me out but well that wont really do anything as two people are not enough to clear all of this rubble.....Fuck..who else can I call on? Everyone just left Kirigakure, if we wouldn't have left Koeki would still be alive most likely. So in a way it was our fault that Koeki died...Hmm well that is depressing-ish.< She would continue to place the things into separate piles which did not seem to be growing at all because of the sheer amount of it.

