<br><font color=teal>*Nari(Ej247) whispers: Wow these fish cakes are dry. - Mon Nov  9 03:49:58 2015
"Stop it....I'll do anything just if you stop rubing there..I'll do something from out of one of your dirty books..just stop rubing."she said.* - Wed Nov 11 05:29:48 2015
<br><br><font color=yellow>*Nari(Ej247) closes her eyes agin and would tilt her head forth a little. She opens her mouth and exhales softly a moan following and she try sto tighten her legs more. She then opens her eyes and moves the hand she had on his member to hand he hand in her lap trying to stop it.

"No. we are not doing it like that..Now, stop it.'she said. She really means it but her face is so red and she really didn't make her self sound stirn so..She just kept her normal soft voice that had a bit of a nervous crack to it.

"Stop, rubing there..Please..I don't know what do other htne my hand its the only thnig I have seen....My hand shoul dbe good for now..Stop rubing"she said.* - Wed Nov 11 05:44:19 2015
<br><br><font color=yellow>*Nari(Ej247) Looks to him kind of huffing just a tad. Her hand grips Aza wrist tightly trying to move his hand form her lap.

"F-fine get your book..Just don't rub..I told you why we cant Im..on my..you know."she said face getting more red.* - Wed Nov 11 05:55:24 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: I-I don't care. - Wed Nov 11 05:55:24 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: I-It's gonna bleed anyway. . . - Wed Nov 11 05:55:24 2015
<br><br><font color=teal>*Nari(Ej247) says: I said no..it's to much blood. - Wed Nov 11 05:57:07 2015
<br><br><font color=teal>*Nari(Ej247) says: *hides her face* - Wed Nov 11 05:57:58 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: N-Nari. . .baby. . . - Wed Nov 11 05:57:58 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: P-Please. . .? - Wed Nov 11 05:57:58 2015
<br><br><font color=teal>*Nari(Ej247) says: Y-you don't even understand my pain..and how embarrassing it is.. - Wed Nov 11 05:59:40 2015
<br><br><font color=teal>*Nari(Ej247) says: Maybe doing this was a mistake maybe we should just wait. - Wed Nov 11 06:00:32 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: N-Nari. .  - Wed Nov 11 06:00:32 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: I-I'll do anything for you baby. . . - Wed Nov 11 06:01:23 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: P-Please? - Wed Nov 11 06:01:23 2015
<br><br><font color=teal>*Nari(Ej247) says: I said you can do something ells from your books..I thought that would make you feel happy. - Wed Nov 11 06:01:23 2015
<br><br><font color=teal>*Nari(Ej247) says: -huff-s - Wed Nov 11 06:01:23 2015
<br><br><font color=teal>*Nari(Ej247) says: It's just to embarrassing to do it there...it's not going to be fun.. - Wed Nov 11 06:02:14 2015
<br><br><font color=teal>*Nari(Ej247) says: -blushes- - Wed Nov 11 06:02:14 2015
<br><br><font color=teal>*Nari(Ej247) says: y-your just saying that. - Wed Nov 11 06:02:14 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: I-I really do. . . - Wed Nov 11 06:02:14 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: W-Why else would I be able to stay calm around you. . .? - Wed Nov 11 06:03:05 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: I-I love you do much. - Wed Nov 11 06:03:05 2015
<br><br><font color=teal>*Nari(Ej247) says: I know you love me. - Wed Nov 11 06:03:05 2015
<br><br><font color=teal>*Nari(Ej247) says: but your saying it now so you can go there. - Wed Nov 11 06:03:05 2015
<br><br><font color=teal>*Nari(Ej247) says: I'm not stupid.. - Wed Nov 11 06:03:05 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: N-Nari. . . - Wed Nov 11 06:03:05 2015
<br><br><font color=teal>*Nari(Ej247) says: N-no. - Wed Nov 11 06:04:48 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: N-Nari. . . - Wed Nov 11 06:05:39 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: P-Please baby. - Wed Nov 11 06:05:39 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: I-I want to be connected to you. . . - Wed Nov 11 06:05:39 2015
<br><br><font color=yellow>*Nari(Ej247) moves her hand to block her neck..

"J-just go to sleep."she said rolling over so her back faced Aza.* - Wed Nov 11 06:05:39 2015
<br><br><font color=teal>*Nari(Ej247) says: A-aza... - Wed Nov 11 06:07:21 2015
<br><br><font color=teal>*Nari(Ej247) says: *blinks* - Wed Nov 11 06:07:21 2015
<br><br><font color=teal>*Nari(Ej247) says: D-d..amn'it. - Wed Nov 11 06:07:21 2015
<br><br><font color=yellow>*Nari(Ej247) would quickly get up and rush to the bath room quickly it seems. If Aza hd any sort of smell perk he could smell blood coming from Nari. If not then he is just out of luck. Any how Nari rushes to bath room opening th edoor closing it bhind her and locking it.

"O-ouch.."she mumbles a little..* - Wed Nov 11 06:09:04 2015
<br><br><font color=yellow>*Nari(Ej247) Was sitting on the toilet she had done her needed business or well was just finishing up what she had to do for her clean up to say. She would sigh softly and would part her lips to speak. 

"Y-you can come in.."she said 

Her hands are covering her face she was embarrassed a little. * - Wed Nov 11 06:15:53 2015
<br><br><font color=teal>*Nari(Ej247) says: N-nothing really. - Wed Nov 11 06:19:18 2015
<br><br><font color=teal>*Nari(Ej247) says: It, it just happened. - Wed Nov 11 06:19:18 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: T-Tell me. - Wed Nov 11 06:19:18 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: W-What did? - Wed Nov 11 06:19:18 2015
<br><br><font color=teal>*Nari(Ej247) says: . . . - Wed Nov 11 06:20:09 2015
<br><br><font color=yellow>*Nari(Ej247) looks down at her privates it was well kind of dripping some blood.

"Don't act stupid isn't first time this has happened..."she said kind of hitting him on the head. She then sighs and moves to clean her self up wipping and such. She then kicks off her pants and tosses her panties in the sink. They had some blood on them. She then removes her shirt and bra and stands up. She makes sure to flush the toilet walking over to the shower.

"Just go lay down and rest."she said flipping her hair to her right shoulder.* - Wed Nov 11 06:21:52 2015
<br><br><font color=yellow>*Nari(Ej247) nods to Aza ignoring his hard on she assumes he would take care of him self this night..She enters the shower and lets water run on her back a little then turns to so her front gets wet. She then pulls her hair so its resting on her chest over er left breast so he can wash her back.

"Okay babe thank you."she said.* - Wed Nov 11 06:28:41 2015
<br><br><font color=yellow>*Nari(Ej247) Kept her hands over her breasts oddly and just titlts her head down a little enjoy the back rub. She then turns her head to look back at Aza she smirks. "As long as it helps clean only."she said before moving to grab her shampoo. She puts some in her hands then starts to rub it in her hair letting it bubble up as she massages it through her head. er eyes are closed so she didn't get in her eyes.

After a good few minutse she leands forward causing her butt to poke out just a tad. water and soap dripping off that perfect ass of hers. She starts to carefully rins her hair. * - Wed Nov 11 06:36:22 2015
<br><br><font color=yellow>*Nari(Ej247) would look back at Aza she glares at him and shakes her head a little. She then quickly takes a step forward and turns around looking at Aza. This being reaction to his finger touching her. Her breasts all wet and soapy but she doesn't notice really.

"Aza, stop it... I said no. That thing is just really bothering you isn't it."She said moving to pour some soap in erhand she then reaches out ot his member gripping it coating it in the soap. She was trying to get rid of it quickly.

"Just rub it out."she said trying her best to rub his member quickly using the soap to welp make it go faster.* - Wed Nov 11 06:44:54 2015
<br><br><font color=teal>*Nari(Ej247) says: . . . - Wed Nov 11 06:50:52 2015
<br><br><font color=teal>*Nari(Ej247) says: Aza.. - Wed Nov 11 06:50:52 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: . . . - Wed Nov 11 06:50:52 2015
<br><br><font color=teal>*Nari(Ej247) says: I want the same thing I, i....Do you mean it? - Wed Nov 11 06:51:44 2015
<br><br><font color=teal>*Nari(Ej247) says: Your not just saying it are you? - Wed Nov 11 06:51:44 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: W-Why would I just be saying it? - Wed Nov 11 06:51:44 2015
<br><br><font color=teal>*Nari(Ej247) says: My grandmother told me men do anything for sex.. - Wed Nov 11 06:52:35 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: I-I've been with you for years. . .i-if it was just for sex, wouldn't I have left by now? - Wed Nov 11 06:52:35 2015
<br><br><font color=teal>*Nari(Ej247) says: I..I just don't want to be used..I know been together for a long time but..I'm still worried. - Wed Nov 11 06:52:35 2015
<br><br><font color=teal>*Nari(Ej247) says: -sighs- - Wed Nov 11 06:53:26 2015
<br><br><font color=teal>*Nari(Ej247) says: I guess your right. - Wed Nov 11 06:53:26 2015
<br><br><font color=teal>*Nari(Ej247) says: Dod you want to do i tin here? - Wed Nov 11 06:53:26 2015
<br><br><font color=teal>*Nari(Ej247) says: not sure where is best. *blushes* - Wed Nov 11 06:53:26 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: W-Where ever you are comfortable. . . - Wed Nov 11 06:54:17 2015
<br><br><font color=teal>*Nari(Ej247) says: I never did this. - Wed Nov 11 06:54:17 2015
<br><br><font color=teal>*Nari(Ej247) says: or looked at dirty books - Wed Nov 11 06:54:17 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: I-I mean F-From what I saw. . . - Wed Nov 11 06:54:17 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: N-Normally in beds. . .b-but sometimes in showers. - Wed Nov 11 06:54:17 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: I-I don't know. - Wed Nov 11 06:54:17 2015
<br><br><font color=yellow>*Nari(Ej247) would lean her bakc againt he wall then slide down. Her knees are kpet up but her legs are open Aza has clear vie wof her privates..Her hands cover her face.

"So nervous."she said* - Wed Nov 11 06:55:08 2015
<br><br><font color=yellow>*Nari(Ej247) lets her hands move and she nods a little. "Okay, I guess I should lay down."she said carefully moving a little so she could lay back some more. Her legs on each side of Aza body he has complete view of her whole front body and privates..

"It's so red.."she swallows bit of her spit as she glnaces at his member for firs ttime in last few minutse.

"Go ahead and start Aza when you are ready."she said smiling.* - Wed Nov 11 06:59:24 2015
<br><br><font color=yellow>*Nari(Ej247) extends her hand out to grab his she nods her head to him.. She then inhales then exhales and waits for him tos tart. As he does she closes her eyes and kind of makes that it hurts a little face squeezing his hand. "It does a little not to much d-dont stop."she said to him. She then lets out a gasps as her hymen was broke. She huffs a little and tilts her head back squeezing his hand a little more.

"O-okay I can get over that."she mumbles a little.

She was indeed a virgin so Aza would have a great time for his first. "It's my first time to."she said. Her walls being stretched as Aza member moves in slowly. * - Wed Nov 11 07:10:30 2015
<br><br><font color=yellow>*Nari(Ej247) Slowly nods to him and kisses him back. Her arms wrap around his him but then she began to scratch at his back some. Her breathing picking up and it was clear to Aza that Nari was haivng a good time because her walls get tight and really tight. 

"I, I feel so.."she said as her bottom lip starts to vibrate a little and her toes bend. Her back arches and loud moan is released from her mouth even they wre kissing. She then leans back on the shower floor looking all limp she pants softly it felt amazing..A bit of her juices runs down her sides as well some blood, not alot though.* - Wed Nov 11 07:24:09 2015
<br><br><font color=yellow>*Nari(Ej247) would get up to cleans her self off thend ry and would move to put on her robe. She walks out into her bed room and takes a seat on the bed. a smile on her face and just much stronger love for Aza ever in her heart.* - Wed Nov 11 07:30:59 2015
<br><br><font color=teal>*Nari(Ej247) says: Imy man just savage as fuck - Wed Nov 11 07:35:15 2015
<br><br><font color=yellow>*Nari(Ej247) is just behind Aza looking out at those outside who she could see.

"Who is it Aza?"she said in soft tone voice.* - Wed Nov 11 07:36:57 2015
<br><br><font color=teal>*Nari(Ej247) thinks: I feel so alive. - Wed Nov 11 07:37:48 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: .... - Wed Nov 11 07:44:38 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: That's not going to make Aza feel good. - Wed Nov 11 07:44:38 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Mrm... - Wed Nov 11 07:46:20 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) thinks: If this man goes insane /again/... - Wed Nov 11 07:46:20 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) thinks: While I have /broken ribs/.. - Wed Nov 11 07:47:12 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) thinks: .. Oh joy, depression instead. - Wed Nov 11 07:47:12 2015
<br><br><font color=yellow>*Nari(Ej247) blinks a little looking back at Aza. She then turns to those outside and smiles just a little.

"I'm sorry about that..."she said moving to close the door and little walking over to Aza. She sits down on her knees and moves her hand up to tap his shoulder.

"Aza.."she said softly looking at him.* - Wed Nov 11 07:50:36 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: She didn't look like that earlier. - Wed Nov 11 07:51:28 2015
<br><br><font color=teal>*Nari(Ej247) says: Aza, it wasn't you that did those things.. - Wed Nov 11 07:55:44 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: . . . - Wed Nov 11 07:55:44 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: T-Then who did? - Wed Nov 11 07:55:44 2015
<br><br><font color=teal>*Nari(Ej247) says: It was that monster...just that rage..I'm sure you wouldn't hurt someone like that on yo u own will. - Wed Nov 11 07:56:35 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: T-That monster is a major part of me. . .somewhere. - Wed Nov 11 08:00:00 2015
<br><br><font color=teal>*Nari(Ej247) says: I just don't wnat you to beat your self up that much... - Wed Nov 11 08:00:51 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: Aza, I thought they told you. - Wed Nov 11 08:00:51 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: Aza. - Wed Nov 11 08:04:16 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: . . . - Wed Nov 11 08:04:16 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: I want you to know I'm not mad at you.... and I did everything I could to make sure they knew it wasn't your fault and not to kill you. - Wed Nov 11 08:04:16 2015
<br><br><font color=yellow>*Nari(Ej247) walks over to aza sitting next to him.* - Wed Nov 11 08:04:16 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: I know it must be kind of shit....to see me like this. - Wed Nov 11 08:04:16 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) thinks: Kill me? - Wed Nov 11 08:05:07 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) thinks: M-Maybe they should have. - Wed Nov 11 08:05:07 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: P-Please leave. . . - Wed Nov 11 08:05:07 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ... Yo. Aza. This shit is why we're helping you control your shit. Jiki used to fuck people up on accident with no self control too, and look at him now, man. - Wed Nov 11 08:05:07 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Everybody starts somewhere. - Wed Nov 11 08:05:07 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: Ortho.  .? - Wed Nov 11 08:05:58 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: I want you to know that I -do- want to start the sessions in the future if you are willing...course perhaps this time we can do it in the hospital where there is a panic button and guards stationed outside? Heh? - Wed Nov 11 08:05:58 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ... - Wed Nov 11 08:05:58 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: If this guy is dangerous, you don't train with him alone. - Wed Nov 11 08:05:58 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: You want me to leave then.... - Wed Nov 11 08:05:58 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) says: Y-You don't need me hurting you again. . . - Wed Nov 11 08:05:58 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: That's why we can take percautions. - Wed Nov 11 08:05:58 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: I'm not giving up on you. - Wed Nov 11 08:06:49 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: The fact you just threw up god knows how many times because of just looking at me shows you have morals. - Wed Nov 11 08:06:49 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) thinks: You should. . .it would make both our lives easier. - Wed Nov 11 08:06:49 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ...Do you really want me to leave? - Wed Nov 11 08:07:40 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Yeah. - Wed Nov 11 08:07:40 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: De ja vu - Wed Nov 11 08:07:40 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: You're definitly a good kid. - Wed Nov 11 08:07:40 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) thinks: Even if I believe myself to have morals. . that monster was a part of me, a rather large part. - Wed Nov 11 08:07:40 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: So... - Wed Nov 11 08:07:40 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Listen, yo. - Wed Nov 11 08:07:40 2015
<br><br><font color=teal>*Grimfred, Aza(SS2015) thinks: Meaning somewhere, I am a monster as well. - Wed Nov 11 08:07:40 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I remember how our fight went.. you're pretty good.. so hear this. - Wed Nov 11 08:07:40 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Even if you can't believe in your own ability to resist that. - Wed Nov 11 08:07:40 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: If you can't believe in how you can deal with that... - Wed Nov 11 08:08:32 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Then believe in the me that nearly kicked your ass, who believes in the you that can eventually kick that thing inside you's ass. - Wed Nov 11 08:08:32 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Got it? - Wed Nov 11 08:08:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Still dangerous. Look at what happened to you. - Wed Nov 11 08:08:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: You could have died. - Wed Nov 11 08:08:32 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: -- Hey, I only had like.. a few broken ribs. - Wed Nov 11 08:08:32 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I was fine. - Wed Nov 11 08:08:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I mean Kiyoko. - Wed Nov 11 08:08:32 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I've had worse trippin in the shower, man!-- Oh, yeah. - Wed Nov 11 08:08:32 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: Yeah but I didn't. - Wed Nov 11 08:08:32 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . . That's wreckless. What the hell, that's something I'd expect myself to do. - Wed Nov 11 08:10:14 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ....just... - Wed Nov 11 08:10:14 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Hey, she doesn't gotta do it /alone/. - Wed Nov 11 08:10:14 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Take the swordswoman with you next time or something. - Wed Nov 11 08:10:14 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: You can scold me later okay? - Wed Nov 11 08:10:14 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: You and Lera both. - Wed Nov 11 08:10:14 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Right.. - Wed Nov 11 08:10:14 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ...So what? - Wed Nov 11 08:12:48 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Just be Suna's monster, rather n' a wild one, and you'll do just fine. - Wed Nov 11 08:12:48 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ...fucking hell look what you guys did. - Wed Nov 11 08:13:39 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Just aim that shit, rather n' letting it loose at your allies, and what's wrong? - Wed Nov 11 08:13:39 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: -- I didn't do shit! - Wed Nov 11 08:13:39 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: I was tryin to cheer him up n' shit. - Wed Nov 11 08:13:39 2015
<br><br><font color=yellow>*Nari(Ej247) STands up and walks to the bed room she sighs softly.

"Aza.."she mumbles.* - Wed Nov 11 08:13:39 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: Can you guys step outside? I would like to wait here in case she can get him to come speak with me. - Wed Nov 11 08:15:21 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: He wont get upset with her here. - Wed Nov 11 08:15:21 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Like, I am currently your main mode of transportation. - Wed Nov 11 08:15:21 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: ...just... if you want to leave you can, I'll figure out a way to work the chair. - Wed Nov 11 08:16:12 2015
