<br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: -omit- - Fri Nov  6 08:22:36 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Tree almighty? - Sun Nov  8 06:33:23 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: So uh.. - Sun Nov  8 06:34:14 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: What's up? - Sun Nov  8 06:34:14 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Can somone explain to me why Trilliam is in jail? - Sun Nov  8 06:34:14 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Trying to pick up a few things f-...Mmmm. - Sun Nov  8 06:34:14 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: .Friendly fire...Someone died because of it..Lets get going Tets. - Sun Nov  8 06:35:56 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: So that's it? - Sun Nov  8 06:36:48 2015
<br><br><font color=teal>*Remy(SS2015) says: It's me she is afraid of. - Sun Nov  8 06:41:04 2015
<br><br><font color=teal>*Remy(SS2015) says: -omit- - Sun Nov  8 06:41:04 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: ... - Sun Nov  8 06:42:46 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Grandpa. - Sun Nov  8 06:42:46 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Why is trilliam in jail? - Sun Nov  8 06:42:46 2015
<br><br><font color=teal>*Noboru(Dragonfile) says: I can imagine - Sun Nov  8 06:50:27 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I'm going to go check on Trilliam. - Sun Nov  8 06:51:18 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) attempts to walk the fuck in * - Sun Nov  8 06:51:18 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: .... - Sun Nov  8 06:53:52 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) casually watches as Koji falls, her eyes slowly trailing down to meet his toppled figure. "Hm?" she hummed. 

she of course moved off to the side, unscathed * - Sun Nov  8 06:53:52 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: .... - Sun Nov  8 06:54:43 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: Why are there children everywhere? - Sun Nov  8 06:54:43 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm. - Sun Nov  8 06:56:25 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) thinks: They are related? - Sun Nov  8 06:56:25 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Alright. - Sun Nov  8 06:56:25 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Thank you. - Sun Nov  8 06:57:16 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: No probs.  - Sun Nov  8 06:57:16 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) walks in and stares at Trilliam. "Do you really want to be here...?" she inquired, her eyes trailing across the jail cell* - Sun Nov  8 06:58:59 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: How is it his fault - Sun Nov  8 07:01:32 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: ?? - Sun Nov  8 07:01:32 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: He unsealed my scroll of 40 spider Iza. - Sun Nov  8 07:03:15 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: I have never tested how far I can be away from my bombs fo my snap which is the triggers to go boom - Sun Nov  8 07:04:06 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: IN the middle of the intruedr aleart thing  after i seen the guy was in a whole nother league i  decied to merg with te ground and hid out. - Sun Nov  8 07:04:06 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: While doing that i rememebred I was supposed to be cooking. - Sun Nov  8 07:04:57 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: You know how gramps is about dinner. - Sun Nov  8 07:04:57 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Any way I went to go make grilled Chesse for dinnner. - Sun Nov  8 07:04:57 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: How is it his fault*? - Sun Nov  8 07:06:40 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: ..... - Sun Nov  8 07:07:31 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Some people died and Kuro who swears. - Sun Nov  8 07:07:31 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Up and done he seen the chakra in the bombs pinned and balmed it all on me. - Sun Nov  8 07:08:22 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Like Iza no one has ever seen me use my special chakra mix. - Sun Nov  8 07:08:22 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: .... - Sun Nov  8 07:08:22 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm.. - Sun Nov  8 07:08:22 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: TO be able to idenitfy it as me... - Sun Nov  8 07:08:22 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Like. - Sun Nov  8 07:08:22 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Break out.. - Sun Nov  8 07:09:13 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Three years is way too long. - Sun Nov  8 07:09:13 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: THen kuro and Ai thearnted to kill me. - Sun Nov  8 07:09:13 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: So gramps put me in jail. - Sun Nov  8 07:09:13 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Somone died.. - Sun Nov  8 07:09:13 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: .It happens all the time.. - Sun Nov  8 07:09:13 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: You shouldn't be put in jail to sit away your childhood. - Sun Nov  8 07:09:13 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: And a seal on me that notifys him and the other high raking shinboi when im in danger. - Sun Nov  8 07:10:04 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: If i break out itll only make thing s worse Iza. - Sun Nov  8 07:10:04 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: I dont wanna be here but I have to be. - Sun Nov  8 07:10:04 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: THink about it. - Sun Nov  8 07:10:04 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Gramps is the Kazekage. - Sun Nov  8 07:10:56 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: How would it look to everyone if I got off scott free for muder. - Sun Nov  8 07:10:56 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Also then we would have to kill Ai and kuro. - Sun Nov  8 07:10:56 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Murder... - Sun Nov  8 07:11:47 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Trilliam. - Sun Nov  8 07:11:47 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: And after that all thier friends and family and so fruth. - Sun Nov  8 07:11:47 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: It would just add more blood shed Iza..I can't let Realiam win... - Sun Nov  8 07:11:47 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) closes her eyes and turns away, contemplating the word trilliam had just spoke. "Murder.." she thought, humming a bit before walking over to face the prison wall, silent for the most part. 

"Did you murder with the intention to murder?" she inquired, giving a cock of the head whilst keeping her back towards Trilliam. * - Sun Nov  8 07:12:38 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) turns around, her stoic expression solidified upon Trilliam, her cold, calculative eyes staring right into his. Her eyes however were no longer a onyx color, but instead...they were a deep crimson, a single tomoe hovering upon a ring which encapsulated her pupil stared directly at her kin. 

"So in turn you have to sit and waste away in a cell, for a mistake?" she inquired. * - Sun Nov  8 07:16:54 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: It doesn't seem right.. - Sun Nov  8 07:17:45 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) sighs as Trilliam attempts to make sense of this all; Izanami wasn't buying most of it regardless. "Well...I'll be visiting as often as I can..." she remarked before turning around and leaving a bento box on the bed. 

--With that, she'd close her eyes and take her leave. * - Sun Nov  8 07:24:35 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Hey talk to gramps about it you make a lot of good pints. - Sun Nov  8 07:28:00 2015
<br><br><font color=teal>*Trilliam(VantetheGreat) says: Points. - Sun Nov  8 07:28:00 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) proceeds to shuffle past the woman before striding off* - Sun Nov  8 07:28:00 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Master. - Sun Nov  8 08:01:16 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Your back. - Sun Nov  8 08:01:16 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Hi Master. - Sun Nov  8 08:01:16 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: I've got a new master. - Sun Nov  8 08:01:16 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) thinks: I hope this gets a little more challenging. - Sun Nov  8 08:08:06 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) thinks: Yans improved alot.. - Sun Nov  8 08:20:03 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) claps * - Sun Nov  8 08:21:45 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Oi. - Sun Nov  8 08:22:36 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: My best friend lost. - Sun Nov  8 08:22:36 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Aww. - Sun Nov  8 08:22:36 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Good fight. - Sun Nov  8 08:22:36 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Mrm.. - Sun Nov  8 08:23:28 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Interesting. - Sun Nov  8 08:23:28 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Think she's okay? - Sun Nov  8 08:24:19 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Oi. - Sun Nov  8 08:24:19 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Your strong. - Sun Nov  8 08:24:19 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Probably. - Sun Nov  8 08:24:19 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: My master is stronger though. - Sun Nov  8 08:24:19 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ... Hrm. - Sun Nov  8 08:24:19 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Who's your master? - Sun Nov  8 08:24:19 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Hey. Any uh... - Sun Nov  8 08:24:19 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Izanami. - Sun Nov  8 08:24:19 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Yeah, she's definitely stronger than me. - Sun Nov  8 08:25:10 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: You have a young..but strong master. - Sun Nov  8 08:25:10 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Yep yep yep. - Sun Nov  8 08:25:10 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I remember taking her out on her first B ranked mission... - Sun Nov  8 08:25:10 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) stares at Shira, clearly miffed. "I'm not your master...and I'm not strong..." she murmered. 

[Her face http://www.japanator.com/elephant//ul/18623-japanator-kinda-recommends-kaleido-star-season-2/2-620x.jpg]* - Sun Nov  8 08:26:01 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Uh...I'm pretty sure the kid in front of me is. - Sun Nov  8 08:26:01 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Nada. - Sun Nov  8 08:26:52 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: I'm academy student - leveled. - Sun Nov  8 08:26:52 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Eh? - Sun Nov  8 08:26:52 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Very weak. - Sun Nov  8 08:26:52 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: .... What a drag. - Sun Nov  8 08:26:52 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *cough* - Sun Nov  8 08:28:35 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Master. - Sun Nov  8 08:29:26 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: What should we do to train? - Sun Nov  8 08:29:26 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I'm not your master.. - Sun Nov  8 08:29:26 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Well, I'm heading home. - Sun Nov  8 08:29:26 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: How old are you, Mitsunara? - Sun Nov  8 08:29:26 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: Hrm..? Oh, ah... I'm Seventeen. - Sun Nov  8 08:30:17 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Maaassteeerrrr. - Sun Nov  8 08:30:17 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Are you shy because of these people? - Sun Nov  8 08:30:17 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I'm going home to smoke some pot. Want to tag along? - Sun Nov  8 08:30:17 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I got my life together liket hat. - Sun Nov  8 08:31:08 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: like that* - Sun Nov  8 08:31:08 2015
<br><br><font color=teal>*Akimora, Mitsunara(SephirothSage) says: ...Hrm. Sound's good, actually. Sure, I could enjoy some good weed. - Sun Nov  8 08:31:08 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) thinks: DAMN..THAT WORKED?! - Sun Nov  8 08:31:08 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: ... - Sun Nov  8 08:31:08 2015
<br><br><font color=teal>*Shira(Osmanesanogo) thinks: Yan is going to get some Yams. - Sun Nov  8 08:32:00 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Goodbye Yams. - Sun Nov  8 08:32:00 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Should I .. - Sun Nov  8 08:32:51 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *ough* - Sun Nov  8 08:32:51 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm.. - Sun Nov  8 08:32:51 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Prove myself by defeating Yams, master? - Sun Nov  8 08:32:51 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Have you guys seen Tetsuki around? - Sun Nov  8 08:32:51 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: I can check. - Sun Nov  8 08:32:51 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: I'm somewhat of a sensor, master. - Sun Nov  8 08:32:51 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Yan is getting some yams. - Sun Nov  8 08:34:33 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: But uh master. - Sun Nov  8 08:34:33 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: When will we train. - Sun Nov  8 08:35:24 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Okay.. - Sun Nov  8 08:35:24 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: For the last time, I'm not your master. - Sun Nov  8 08:35:24 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) proceeds to remain stoic as ever, arms crossed. http://i49.tinypic.com/zstxdc.jpg * - Sun Nov  8 08:40:32 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Alright Master. - Sun Nov  8 08:41:23 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Do you Masterin' stuff. - Sun Nov  8 08:41:23 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Or is it .. - Sun Nov  8 08:43:05 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Your on your Goopy Days. - Sun Nov  8 08:43:05 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Some lady told me when girls ooze blood, they are on their goopy days and become evil. - Sun Nov  8 08:43:05 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Are you .. Gooping master? - Sun Nov  8 08:43:05 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: .... - Sun Nov  8 08:43:56 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) thinks: Help me please. - Sun Nov  8 08:43:56 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) attempts to turn and walk away. "I have to go.."* - Sun Nov  8 08:45:39 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Don't ya .. - Sun Nov  8 08:45:39 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Love master? - Sun Nov  8 08:45:39 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Don't you love your student. - Sun Nov  8 08:46:30 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Hell, you could be my Onee-San. - Sun Nov  8 08:46:30 2015
<br><br><font color=teal>*Shira(Osmanesanogo) says: Just an oddly short one. - Sun Nov  8 08:46:30 2015
<br><br><font color=yellow>*Ryujin, Izanami(Twerk_Tyrant) proceeds to run away, aiming to hightail it out of there.* - Sun Nov  8 08:56:44 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Alright. Let's go chatter in the mansion. It's close. - Sun Nov  8 10:10:59 2015
<br><br><font color=teal>*Lera(Bailey42) says: Come Sanoke. - Sun Nov  8 10:10:59 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I mean at that place.. - Sun Nov  8 10:11:50 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) whispers: Hey. - Sun Nov  8 10:39:08 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) whispers: What's that giant thing on your back? - Sun Nov  8 10:39:08 2015
<br><br><font color=teal>*Mashai(Novaraven747) says: Hmm me? - Sun Nov  8 10:40:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yeah. - Sun Nov  8 10:40:51 2015
<br><br><font color=teal>*Mashai(Novaraven747) whispers: It's a puppet. - Sun Nov  8 10:40:51 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Oh. But why is it so big? - Sun Nov  8 10:41:42 2015
<br><br><font color=teal>*Mashai(Novaraven747) says: ... - Sun Nov  8 10:42:33 2015
<br><br><font color=teal>*Mashai(Novaraven747) thinks: How childish.. - Sun Nov  8 10:42:33 2015
<br><br><font color=teal>*Mashai(Novaraven747) says: It's about the same height as me. It's like that for... A Specific Purpose. - Sun Nov  8 10:44:16 2015
<br><br><font color=teal>*Mashai(Novaraven747) thinks: That reminds me.. I'll need to fit Takuro out with an outer shell that looks like me at somepoint..  - Sun Nov  8 10:49:23 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: C'moonn! - Sun Nov  8 10:53:39 2015
<br><br><font color=teal>*Mashai(Novaraven747) says: Nope. - Sun Nov  8 10:54:30 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: But why, though? - Sun Nov  8 10:56:12 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Bah, whatever. I'm going to assume that it's just some secret battle style. - Sun Nov  8 10:57:55 2015
<br><br><font color=teal>*Mashai(Novaraven747) thinks: Hmm... he isn't far off, I'll give him that. - Sun Nov  8 10:57:55 2015
<br><br><font color=teal>*Mashai(Novaraven747) says: Well. You'll just have to find out. - Sun Nov  8 11:00:28 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: What's your name, guy? - Sun Nov  8 11:00:28 2015
<br><br><font color=teal>*Mashai(Novaraven747) says: Mashai. - Sun Nov  8 11:11:34 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hrm. Mashai, my name is Sanoke. You've gotten my interest. - Sun Nov  8 11:14:08 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Someday you and I should spar? - Sun Nov  8 11:14:08 2015
<br><br><font color=teal>*Mashai(Novaraven747) says: Sure. Someday. - Sun Nov  8 11:20:57 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Right. Maybe later in the day. - Sun Nov  8 11:32:54 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I need to go practice my techniques. To be ready for the Private exams. - Sun Nov  8 11:33:45 2015
<br><br><font color=teal>*Kurt(Zygman) says: Mhm. - Sun Nov  8 14:34:40 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Damn, hocus pocus XD - Sun Nov  8 16:21:20 2015
<br><br><font color=teal>*Dissida, Paine(TheSecretary) says: u-umm...does it d-disturb you when you t-try? - Sun Nov  8 16:29:00 2015
<br><br><font color=teal>*Zenaki(Kumaki) says: Disturb me when I try?  - Sun Nov  8 16:29:52 2015
<br><br><font color=teal>*Dissida, Paine(TheSecretary) says: so umm s-sleep - Sun Nov  8 16:32:25 2015
<br><br><font color=teal>*Dissida, Paine(TheSecretary) says: to' - Sun Nov  8 16:32:25 2015
<br><br><font color=teal>*Zenaki(Kumaki) says: Oh yea... Kinda. I can't really lay down on my belly like I want to. Plus it's.. Just in the way.. Plus some other events around like surgery's I have to do and such. Makes me exhausted. - Sun Nov  8 16:34:59 2015
<br><br><font color=teal>*Dissida, Paine(TheSecretary) says: t-they make y-you do s-surgery? - Sun Nov  8 16:35:50 2015
<br><br><font color=teal>*Dissida, Paine(TheSecretary) says: isnt there a-any else...c-capable of s-such a thing? - Sun Nov  8 16:36:41 2015
<br><br><font color=teal>*Zenaki(Kumaki) says: There is nobody else for as far as I know.  - Sun Nov  8 16:37:32 2015
<br><br><font color=teal>*Dissida, Paine(TheSecretary) says: w-what about b-bryson? - Sun Nov  8 16:38:24 2015
<br><br><font color=teal>*Zenaki(Kumaki) says: I don't know if he is skilled enough yet. Perhaps he is. But then he didn't tell me yet. - Sun Nov  8 16:39:15 2015
<br><br><font color=teal>*Lera(Bailey42) says: Hello Yan. - Sun Nov  8 16:50:20 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: How are ya, Lera? It's good to see you back... - Sun Nov  8 16:51:12 2015
<br><br><font color=teal>*Lera(Bailey42) says: I'm...actually pretty good. - Sun Nov  8 16:52:54 2015
<br><br><font color=teal>*Lera(Bailey42) says: Thanks. - Sun Nov  8 16:52:54 2015
<br><br><font color=teal>*Lera(Bailey42) says: Yourself? - Sun Nov  8 16:52:54 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Eh, I'm doing good. I am a little hung over from a night of drinking but I enjoyed myself. - Sun Nov  8 16:53:45 2015
<br><br><font color=teal>*Remy(SS2015) says: . . . - Sun Nov  8 16:54:36 2015
<br><br><font color=teal>*Lera(Bailey42) says: Good. - Sun Nov  8 16:54:36 2015
<br><br><font color=teal>*Chikyu Kasanari(Crimson Cresent) says: Oh there you are Yan. - Sun Nov  8 16:54:36 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: Hey Chikyu. - Sun Nov  8 16:54:36 2015
<br><br><font color=teal>*Lera(Bailey42) says: You and me both. - Sun Nov  8 16:55:28 2015
<br><br><font color=teal>*Lera(Bailey42) says: Mind if I watch? - Sun Nov  8 17:05:42 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I don't see why not. Everyone watches spars. - Sun Nov  8 17:06:33 2015
<br><br><font color=teal>*Yan(Enigmatic_Subsistence) says: I won't be showing anything particularly secret...not that I really have anything. heh. - Sun Nov  8 17:06:33 2015
<br><br><font color=teal>*Dissida, Paine(TheSecretary) says: o-oh...thats right - Sun Nov  8 17:13:23 2015
<br><br><font color=teal>*Hanae(Ej900) thinks: ... - Sun Nov  8 17:16:48 2015
<br><br><font color=teal>*Hanae(Ej900) thinks: Well I guess I'm just a shadow to them now. - Sun Nov  8 17:17:39 2015
<br><br><font color=teal>*Remy(SS2015) thinks: A-Are they ignoring her because of me? - Sun Nov  8 17:19:21 2015
<br><br><font color=teal>*Hanae(Ej900) says: Evening Zen and miss Dissida. - Sun Nov  8 17:26:11 2015
<br><br><font color=teal>*Hanae(Ej900) thinks: Ignoring me..Your punishment is going to be very, very fun. - Sun Nov  8 17:27:02 2015
<br><br><font color=teal>*Zenaki(Kumaki) says: How are you.  - Sun Nov  8 17:31:18 2015
<br><br><font color=teal>*Hanae(Ej900) says: I'm doing great never been better. - Sun Nov  8 17:32:09 2015
<br><br><font color=teal>*Hanae(Ej900) says: How are you? - Sun Nov  8 17:33:00 2015
<br><br><font color=teal>*Zenaki(Kumaki) says: Tired as hell.  - Sun Nov  8 17:33:00 2015
<br><br><font color=teal>*Hanae(Ej900) says: Been busy? - Sun Nov  8 17:33:52 2015
<br><br><font color=teal>*Hanae(Ej900) says: Or just tired because of the child? - Sun Nov  8 17:34:43 2015
<br><br><font color=teal>*Zenaki(Kumaki) says: Both. - Sun Nov  8 17:34:43 2015
