<br><font color=yellow>*Mitsuko(Sage of Six Booties) cuts him!!!!!!!!!!!

(45.6 attack speed, 12.4 speed.)* - Tue Sep 29 00:31:34 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: Hrm. . .Sib. . .Ling? - Thu Oct  8 20:04:28 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ...I see....... - Mon Oct 12 02:48:32 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I am.... terribly sorry I was not present. - Mon Oct 12 02:48:32 2015
<br><br><font color=teal>***Raikage**(Sage of Six Booties) says: --- - Mon Oct 12 02:48:32 2015
<br><br><font color=teal>***Raikage**(Sage of Six Booties) says: It's... fine. - Mon Oct 12 02:49:23 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: <*Wakes up*> - Mon Oct 12 02:50:14 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: Hng. What is win? <@Khali*> - Mon Oct 12 02:50:14 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I truly.... - Mon Oct 12 02:50:14 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Apologize. - Mon Oct 12 02:50:14 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: That I was not present to fight back Kenshin. - Mon Oct 12 02:51:05 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Huh? - Mon Oct 12 02:51:05 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: Oh, I don't know. - Mon Oct 12 02:51:05 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: Hrm. . . - Mon Oct 12 02:52:48 2015
<br><br><font color=yellow>***Raikage**(Sage of Six Booties) approached the male, unfolding clothing necessary for a high-ranking individual.

"I respect your strength. I wonder why Niza didn't gift you with this."* - Mon Oct 12 02:53:39 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: --What's that? - Mon Oct 12 02:54:30 2015
<br><br><font color=teal>***Raikage**(Sage of Six Booties) says: Hn? - Mon Oct 12 02:55:21 2015
<br><br><font color=teal>*Bremusa(Ej247) says: Molath wish tot rain with a amazon? - Mon Oct 12 02:55:21 2015
<br><br><font color=teal>*Maloth(Gtgoku88) says: Hrm. Gues' can train. - Mon Oct 12 02:57:55 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: You can't possibly wish to promote me. - Mon Oct 12 02:57:55 2015
<br><br><font color=teal>*Yamanshi, Khalil(BoyLeafeon) says: I'--- Ohkay.. - Mon Oct 12 02:58:46 2015
<br><br><font color=teal>***Raikage**(Sage of Six Booties) says: If I didn't want to I wouldn't have done it. - Mon Oct 12 03:01:20 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: .... - Mon Oct 12 03:02:11 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Thank you. - Mon Oct 12 03:02:11 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I'll wear this with pride. - Mon Oct 12 03:02:11 2015
<br><br><font color=teal>***Raikage**(Sage of Six Booties) says: Your loyalty is honorable. - Mon Oct 12 03:03:02 2015
<br><br><font color=teal>***Raikage**(Sage of Six Booties) says: I don't know how far I'll get with this rank, so if I die, you're next in line as the Godaime. - Mon Oct 12 03:03:02 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ---- - Mon Oct 12 03:03:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I won't let. - Mon Oct 12 03:03:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Another person in this village die. - Mon Oct 12 03:03:53 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: I'll protect you, don't worry. - Mon Oct 12 03:03:53 2015
<br><br><font color=teal>***Raikage**(Sage of Six Booties) says: Alright. - Mon Oct 12 03:04:44 2015
<br><br><font color=teal>***Raikage**(Sage of Six Booties) says: Anyways... once I get a head count I'll attempt to make squads. You and Misa are currently Chuunin rank shinobi. - Mon Oct 12 03:05:36 2015
<br><br><font color=teal>***Raikage**(Sage of Six Booties) says: If you need me I'll be within the center of the crater. - Mon Oct 12 03:08:09 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Miss Raikage. - Mon Oct 12 03:09:00 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Let me stand by your side. - Mon Oct 12 03:09:00 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: To protect you incase anything happens. - Mon Oct 12 03:09:00 2015
<br><br><font color=teal>***Raikage**(Sage of Six Booties) says: As you wish. - Mon Oct 12 03:09:52 2015
<br><br><font color=yellow>***Raikage**(Sage of Six Booties) removed her hat, setting it down upon the non-existent desk within the center of the crater that was once the mansion and the mountain beneath it.

<So... two thousand gone from Kenshin... an additional one thousand sold to Konoha for the sake of an alliance... they possess someone proficient at my area of expertise... but I'd have to go myself to learn from them. Surely my heads' wanted now that I'm a major political figure. The village is the priority. For now I'll wait for the economy to restore itself before I start making repairs.>

Her brows furrowed, indicating she was thinking rather intensely.* - Mon Oct 12 03:12:25 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: . . . . . - Mon Oct 12 03:13:16 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Miss Raikage, do you want something to drink? - Mon Oct 12 03:13:16 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: I'm fine; thanks, though. - Mon Oct 12 03:13:16 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: . . .You are not the one called Fukiko. .  - Mon Oct 12 03:13:16 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) thinks: Fukiko? - Mon Oct 12 03:13:16 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Did Niza not leave her in charge? - Mon Oct 12 03:13:16 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: I haven't heard that name once... - Mon Oct 12 03:13:16 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: The man known as Hideki was next in line as Raikage. He's busy restoring Konoha. - Mon Oct 12 03:14:08 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Speaking of Konoha, we're allies with them. - Mon Oct 12 03:14:08 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: . . . . - Mon Oct 12 03:14:08 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: *sigh*  - Mon Oct 12 03:14:59 2015
<br><br><font color=teal>*Marrisa(Roxinea) says: Very well - Mon Oct 12 03:14:59 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) thinks: Repairs should cost several million if I want to completely restore the village. Damn.. - Mon Oct 12 03:15:50 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: . . . . . - Mon Oct 12 03:19:15 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Hideki is in charge of Konoha? - Mon Oct 12 03:19:15 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Yes. - Mon Oct 12 03:20:06 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: --I see. - Mon Oct 12 03:21:48 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: . . . . . .  - Mon Oct 12 03:21:48 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Is there anything you want me to do? - Mon Oct 12 03:21:48 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Not really. Do whatever you desire. I'm thinking about things.. - Mon Oct 12 03:22:40 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Very well. - Mon Oct 12 03:24:22 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ---Ah yes. - Mon Oct 12 03:24:22 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Please rank Chiharu up to Chuunin. - Mon Oct 12 03:24:22 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: She deserves it. - Mon Oct 12 03:24:22 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Who? - Mon Oct 12 03:25:13 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: My... weapon. - Mon Oct 12 03:26:04 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Hn.... - Mon Oct 12 03:26:04 2015
<br><br><font color=yellow>*Raitori, Amaya(Sage of Six Booties) squinted at the scroll she just read.* - Mon Oct 12 03:26:04 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) thinks: Nigga... - Mon Oct 12 03:26:04 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: ..... - Mon Oct 12 03:32:54 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: What is it? - Mon Oct 12 03:33:45 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Nothing. I'll check this "Chiharu" person's file and think on it. - Mon Oct 12 03:33:45 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: --------------- - Mon Oct 12 03:37:10 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: Alright.... - Mon Oct 12 03:38:52 2015
<br><br><font color=yellow>*Raitori, Amaya(Sage of Six Booties) stood up, heading toward the edge of the giant crater.* - Mon Oct 12 03:39:44 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Oh? - Mon Oct 12 03:40:35 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: You come to me, instead? - Mon Oct 12 03:40:35 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Nice...nice. - Mon Oct 12 03:40:35 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: What? - Mon Oct 12 03:40:35 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: I just wanted to see how you were doing. - Mon Oct 12 03:40:35 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: That's all. - Mon Oct 12 03:40:35 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Uh...huh. - Mon Oct 12 03:40:35 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Came to see if uh... - Mon Oct 12 03:40:35 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: More of your troops... - Mon Oct 12 03:40:35 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Turned on you. - Mon Oct 12 03:40:35 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Turned on me? - Mon Oct 12 03:41:26 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Yeah. - Mon Oct 12 03:41:26 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: The ones you sent to Konohagakure. - Mon Oct 12 03:41:26 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Were all about to rebel against you. - Mon Oct 12 03:41:26 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: So sending Misa was a good idea. - Mon Oct 12 03:41:26 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Hn... - Mon Oct 12 03:41:26 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Yeah. - Mon Oct 12 03:41:26 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: You should uh... - Mon Oct 12 03:41:26 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Compensate me for tellin' her to calm'em down. - Mon Oct 12 03:42:17 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: Gotta get that guap. - Mon Oct 12 03:42:17 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Eh? - Mon Oct 12 03:43:08 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Eh? - Mon Oct 12 03:44:00 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: Hehe... - Mon Oct 12 03:44:00 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: I'm confident Misa regulated the troops on her own. I didn't promote her to Chuunin rank without a reason. - Mon Oct 12 03:45:42 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: .... - Mon Oct 12 03:45:42 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Yo. - Mon Oct 12 03:45:42 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: I'm her partner fam. - Mon Oct 12 03:45:42 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: We work as a team. - Mon Oct 12 03:45:42 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: I don't think it's fair to... - Mon Oct 12 03:46:33 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Compensate only half... - Mon Oct 12 03:46:33 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Sigh.. - Mon Oct 12 03:46:33 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: I have paperwork to do - Mon Oct 12 03:47:24 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: .... - Mon Oct 12 03:47:24 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: You just gon' leave me like that? - Mon Oct 12 03:47:24 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: I don't exactly have the -funds-... - Mon Oct 12 03:48:16 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) thinks: Tsh.. - Mon Oct 12 03:49:07 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: .... - Mon Oct 12 03:49:07 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: I bet you  could find some other way. - Mon Oct 12 03:49:07 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Like.... - Mon Oct 12 03:49:07 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Hm... - Mon Oct 12 03:49:07 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: .... - Mon Oct 12 03:49:07 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: ....... - Mon Oct 12 03:49:07 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: Shit. - Mon Oct 12 03:49:07 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Yen's my only offer when making deals. - Mon Oct 12 03:49:07 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Oh real? - Mon Oct 12 03:49:58 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: You might want to reconsider that. - Mon Oct 12 03:49:58 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Not everyone'll accept yen. - Mon Oct 12 03:49:58 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Like me. - Mon Oct 12 03:49:58 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Yen is my everything. - Mon Oct 12 03:49:58 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: So you're lucky it's me. - Mon Oct 12 03:49:58 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) thinks: I have a difficult time believing that. - Mon Oct 12 03:50:49 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: Them titties though... - Mon Oct 12 03:50:49 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Two things run the world. Money and power. - Mon Oct 12 03:50:49 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Right. - Mon Oct 12 03:50:49 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: But.... - Mon Oct 12 03:50:49 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: If someone's got the power... - Mon Oct 12 03:51:40 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: They don't need your money... - Mon Oct 12 03:51:40 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Cuz' they can just take it... - Mon Oct 12 03:51:40 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: See what I'm sayin'? - Mon Oct 12 03:51:40 2015
<br><br><font color=yellow>*Raitori, Amaya(Sage of Six Booties) folded her arms beneath her chest, pursing her lips and squinting. She was new to handling all of this political power. She'd look at Kida, her gaze lightening some.

"Paranoia."* - Mon Oct 12 03:51:40 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: ---- - Mon Oct 12 03:52:32 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Over what? - Mon Oct 12 03:52:32 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: Yo, she trynna entice me. - Mon Oct 12 03:52:32 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Dying. - Mon Oct 12 03:52:32 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: That ain't fair. - Mon Oct 12 03:52:32 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: How you gon' sit behind a barrier and make faces like that. The fuck? - Mon Oct 12 03:52:32 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Why fear something we'll all face one day? - Mon Oct 12 03:53:23 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: .... - Mon Oct 12 03:53:23 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: We are shinobi. We fight to the death. - Mon Oct 12 03:53:23 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Pfft... - Mon Oct 12 03:53:23 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Nah... - Mon Oct 12 03:53:23 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: You a shinobi. - Mon Oct 12 03:53:23 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Not me. - Mon Oct 12 03:53:23 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: I'd rather die when the village is back on it's feet then die and leave it in a state of peril greater than it's current. - Mon Oct 12 03:53:23 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: I ain't 'bout that death shit. - Mon Oct 12 03:53:23 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: Nigga crazy...Fight to the death... - Mon Oct 12 03:54:14 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: What can you even offer?  - Mon Oct 12 03:54:14 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: omit - Mon Oct 12 03:54:14 2015
<br><br><font color=teal>*Masayoshi, Mamoru(KingSoraHearts) says: . . . . - Mon Oct 12 03:54:14 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Ti- I mean... - Mon Oct 12 03:55:05 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I've never seen you before, so I have no idea of what you can bring to the table.  - Mon Oct 12 03:55:05 2015
<br><br><font color=yellow>*Raitori, Amaya(Sage of Six Booties) drifted her orange, dagger-like stare back to Gojiro, biting her lip.

"I didn't pay Misa to do what she did, as it was done on her own accord. I offered her the choice -not- to. Because she did so I rewarded her with the rank that matched her strength as a shinobi."

Talk no jutsu don't fail me.* - Mon Oct 12 03:55:05 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: A feminist perspective on how to fix things... - Mon Oct 12 03:55:05 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Obviously... - Mon Oct 12 03:55:05 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Oh real? - Mon Oct 12 03:55:05 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: So you compensated her. - Mon Oct 12 03:55:05 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: In something else. - Mon Oct 12 03:55:56 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: What did Misa do? - Mon Oct 12 03:55:56 2015
<br><br><font color=yellow>*Raitori, Amaya(Sage of Six Booties) looked back at Kida.

"Hope. Regulation. A stable economy. Repairs to the village. Allies."* - Mon Oct 12 03:55:56 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: I feel....I feel... - Mon Oct 12 03:55:56 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: She stopped a thousand shinobi I sold for an alliance from ruining said alliance. - Mon Oct 12 03:55:56 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Koeki said the same thing, and she buried Kiri to the ground. - Mon Oct 12 03:55:56 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) thinks: She's saved my ass several times. - Mon Oct 12 03:55:56 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Koeki - Mon Oct 12 03:56:48 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: ? - Mon Oct 12 03:56:48 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: The Mizukage after Tethys. - Mon Oct 12 03:56:48 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: .... - Mon Oct 12 03:56:48 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Tethys? - Mon Oct 12 03:56:48 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: The legend guy - Mon Oct 12 03:56:48 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: ? - Mon Oct 12 03:56:48 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: With the black blade? - Mon Oct 12 03:56:48 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Yeah. - Mon Oct 12 03:56:48 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: The Black Blade. - Mon Oct 12 03:56:48 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: .... - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: That guy died? - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: He was strong, but stupid. - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: ..... - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Kirigakure has the tendency to make rash decisions. No offense. - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: . . . . - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: And they let him lead? - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Heard he sprinted into a barrage of bullets. - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: No traces of his body. - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: . . . . - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: No body? - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Gojiro(Hellgatez) thinks: Damn... - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: He let his emotions take over rather than thinking with his head. - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: It's a specialty of many Kiri shinobi. - Mon Oct 12 03:57:39 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: Makes sense. - Mon Oct 12 03:58:30 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Hence why I left and followed Niza back here after Zetsumo's death. - Mon Oct 12 03:58:30 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Tethys was a much better leader than Koeki. - Mon Oct 12 03:58:30 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Tethys was hardheaded and rash. He had the strength to back it up. - Mon Oct 12 03:59:21 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: Koeki was timid, it seemed. - Mon Oct 12 03:59:21 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: At least with Tethys,  the village had development. With Koeki, she was emotionally fueled. - Mon Oct 12 03:59:21 2015
<br><br><font color=teal>*Raitori, Amaya(Sage of Six Booties) says: I am too, but only because I'm weak. - Mon Oct 12 03:59:21 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: ... - Mon Oct 12 04:00:12 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: You sound like... - Mon Oct 12 04:00:12 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: You need a man... - Mon Oct 12 04:00:12 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: No.. - Mon Oct 12 04:01:04 2015
<br><br><font color=teal>*Gojiro(Hellgatez) says: A strong man... - Mon Oct 12 04:01:04 2015
