<br><font color=teal>*Yukimura, Seisuke(Jjking218) says: Is Hideki still being Emo? - Thu Oct  1 19:08:35 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Uh. That's pretty damn vague. - Sun Oct  4 02:40:51 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: A Kirigakure shinobi because he or she used Kirigakure no Jutsu. - Sun Oct  4 02:40:51 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: What's stopping them from coming here instead of Kiri? - Sun Oct  4 02:40:51 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: Authority. - Sun Oct  4 02:40:51 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) thinks: Suiton and Katon. Haha, Iknow who it is. - Sun Oct  4 02:40:51 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . . .I'm confused. - Sun Oct  4 02:40:51 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: What does 'authority' have to do with it? - Sun Oct  4 02:41:42 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: Good question. - Sun Oct  4 02:41:42 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: I'm unsure of the answer. - Sun Oct  4 02:42:33 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Then why cite that as a reason? - Sun Oct  4 02:42:33 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: Because it's the reason Violet gave me for her decision of coming here. - Sun Oct  4 02:42:33 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . . . - Sun Oct  4 02:43:24 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Then I'll wait for sleeping beauty, apparently. - Sun Oct  4 02:44:16 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: And. - Sun Oct  4 02:47:40 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: She left without Koeki's permission? - Sun Oct  4 02:47:40 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Hello. . ? - Sun Oct  4 02:48:32 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: We left with permission... - Sun Oct  4 02:51:56 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Oh, that's not good. - Sun Oct  4 02:53:39 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Even if Koeki is a bad kage. .. A shinobi isn't allowed to leave without permission. - Sun Oct  4 02:53:39 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: . . . - Sun Oct  4 02:53:39 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: She -gave- us permission. - Sun Oct  4 02:53:39 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: To come to Sunagakure. - Sun Oct  4 02:54:30 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: . . . . . . . - Sun Oct  4 02:54:30 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Oh good. - Sun Oct  4 02:54:30 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Alright. Anywho, why in prison, though? - Sun Oct  4 02:54:30 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: We tried to walk in. - Sun Oct  4 02:54:30 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Ah. I'd let you all out, but I doubt it's within my power. - Sun Oct  4 02:55:21 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Anyway. - Sun Oct  4 02:57:04 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Well, anyway. . . - Sun Oct  4 02:58:46 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Back so soon? - Sun Oct  4 02:58:46 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: In case you're wondering, I'm not planning on going to Konoha. I was only Hokage because dickhead Erebus forced me to be his figurehead. - Sun Oct  4 02:58:46 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Nope. No need. - Sun Oct  4 02:59:37 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: I see. - Sun Oct  4 03:00:28 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Well. That's good. - Sun Oct  4 03:00:28 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Travel. - Sun Oct  4 03:02:11 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Oh. . . - Sun Oct  4 03:02:11 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Really? - Sun Oct  4 03:02:11 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: What ya thought of the mission? - Sun Oct  4 03:02:11 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) thinks: So I guess she really will be leaving at one point. . . - Sun Oct  4 03:02:11 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Told someone I would. With them. - Sun Oct  4 03:02:11 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: O-oh. . . - Sun Oct  4 03:03:02 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I was stressed. But I did promise. - Sun Oct  4 03:03:02 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: I see. . . - Sun Oct  4 03:03:02 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Have fun I guess. . .? - Sun Oct  4 03:03:02 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) thinks: I can't really tell her not to go.  - Sun Oct  4 03:03:53 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Yeah. Try not to cry too hard. - Sun Oct  4 03:03:53 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I'll be checking your wrists. - Sun Oct  4 03:03:53 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Oh, funny. - Sun Oct  4 03:03:53 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Don't try to miss my anoyance too much. - Sun Oct  4 03:03:53 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I haven't been able to talk without guarding my mouth in about...a month or two. - Sun Oct  4 03:05:36 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I'm gonna punch. . .so many....things..... - Sun Oct  4 03:05:36 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Oh? - Sun Oct  4 03:05:36 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Like? - Sun Oct  4 03:05:36 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) thinks: What the hell are those two even talking about? - Sun Oct  4 03:07:18 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: <*<<>>*> You heard wrong. - Sun Oct  4 03:07:18 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) thinks: Kirigakure ninja.... - Sun Oct  4 03:07:18 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I was the man back in Kir-- - Sun Oct  4 03:07:18 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Well then. - Sun Oct  4 03:08:09 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: When are you leaving to go traveling? - Sun Oct  4 03:08:09 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: ------------------ - Sun Oct  4 03:08:09 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: You have a hard body? - Sun Oct  4 03:08:09 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . . .  - Sun Oct  4 03:09:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Yeah. That was meant to like. . Y'know.-- Yeah! My body is pretty tough too. - Sun Oct  4 03:09:00 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: I wonder if it's harder than my own body. - Sun Oct  4 03:09:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Mhm. - Sun Oct  4 03:09:00 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: Do you want to trade punches and test? - Sun Oct  4 03:09:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: I once tanked like a Goukakyuu straight up. - Sun Oct  4 03:09:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: . . . - Sun Oct  4 03:09:00 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Uh. - Sun Oct  4 03:09:00 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I dunno. - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: You're free to do whatever you want. - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Hopefully not too soon. - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: I just want to see the effects of my training. - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: We'll see. - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Mhm. - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: Ah.... - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: I see. - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: Sorry if I was bothering you. - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) thinks: I miss Tategama. - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) thinks: And Chiyari. - Sun Oct  4 03:09:52 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I'll be honest. Really honest. - Sun Oct  4 03:12:25 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: . . .Really? - Sun Oct  4 03:14:08 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: Hey. - Sun Oct  4 03:15:50 2015
<br><br><font color=teal>*Makaveli, Ichiro(DagonWarhead) says: You with the sword! - Sun Oct  4 03:15:50 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: -isnt ic but the sensing me was legit- - Sun Oct  4 03:15:50 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: -is ic now- - Sun Oct  4 03:17:32 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: . . . - Sun Oct  4 03:20:57 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Dunno. Erebus chased me off ages ago when he realized my intelligence was a threat to him. - Sun Oct  4 03:27:47 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: He went mad. Thought I was manipulating him. - Sun Oct  4 03:27:47 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Using him. Playing with his head. - Sun Oct  4 03:27:47 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I have that effect on people sometimes. - Sun Oct  4 03:27:47 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: .... - Sun Oct  4 03:28:38 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: -- Not that I was ever his ally. I was forced to be his figurehead Hokage. - Sun Oct  4 03:28:38 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: So he's finally lost it eh.. - Sun Oct  4 03:28:38 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I hear...he's very, very dead. - Sun Oct  4 03:28:38 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Putty. Mush. Minced meat. - Sun Oct  4 03:28:38 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: I was under the impression that you had agreed to that. - Sun Oct  4 03:29:29 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: No. See, he met me in Genjigakure. . . - Sun Oct  4 03:29:29 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I was on a bench. He'd been dragging a scythe around. Asked me my sins. - Sun Oct  4 03:29:29 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Ended up having to smooth talk him into not killing me. - Sun Oct  4 03:29:29 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: And from then on? - Sun Oct  4 03:29:29 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I had to be careful to make sure he stayed my friend. - Sun Oct  4 03:29:29 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: He told me his plans so I assumed.....just walking away wasn't an option. - Sun Oct  4 03:29:29 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: By the time he killed one of my best friends right in front of me....it was definitely too late. - Sun Oct  4 03:30:20 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: That's a handful of a story you have...But speaking of it so openly, you sure you want ease droppers to hear? - Sun Oct  4 03:30:20 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: When loyalist follow the targets of their enemy? - Sun Oct  4 03:30:20 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Define..."targets of my master"? - Sun Oct  4 03:31:12 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: If Erebus wanted revenge, surely a follower would be around to keep constant updates of your well being. - Sun Oct  4 03:32:03 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Against me? - Sun Oct  4 03:32:03 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I've been in disguise. - Sun Oct  4 03:32:03 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: He wanted to kill me. - Sun Oct  4 03:32:54 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Should've thought things through before chasing off someone that knew all his plans. - Sun Oct  4 03:32:54 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Ask the Raikage. I fed him information. - Sun Oct  4 03:32:54 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) thinks: Hm...Zenaki will be happy to see her, could be an old friend.. - Sun Oct  4 03:35:28 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I was 'going' to feed all of the kages information. My birds never seemed to make it to Koeki though. - Sun Oct  4 03:36:19 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: They always came back with the scroll in their talons. - Sun Oct  4 03:36:19 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: So you've been quite busy eh?.. You're as cunning as they come. - Sun Oct  4 03:36:19 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: Yo. - Sun Oct  4 03:39:44 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Could I get some medical help? - Sun Oct  4 03:41:26 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I've manipulated no one in my life. - Sun Oct  4 03:43:08 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: No, I'm not originally from here. - Sun Oct  4 03:44:00 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: And, it's a long story. - Sun Oct  4 03:44:00 2015
<br><br><font color=teal>*Uzumaki, Arashiyama(HidariOP) says: Yo. - Sun Oct  4 03:44:00 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I'm probably the most honest person you know. - Sun Oct  4 03:44:51 2015
<br><br><font color=teal>*Uzumaki, Arashiyama(HidariOP) says: Kang. - Sun Oct  4 03:44:51 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Sup Arash? - Sun Oct  4 03:44:51 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Almost definitely. - Sun Oct  4 03:44:51 2015
<br><br><font color=teal>*Uzumaki, Arashiyama(HidariOP) says: How are you progressing? - Sun Oct  4 03:44:51 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Fine? - Sun Oct  4 03:44:51 2015
<br><br><font color=teal>*Uzumaki, Arashiyama(HidariOP) says: That is good. - Sun Oct  4 03:44:51 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: Sure thing Sanoke... - Sun Oct  4 03:44:51 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Grab a sensory shinobi and I'm sure they can check me to be sure the jutsu is working. - Sun Oct  4 03:45:42 2015
<br><br><font color=teal>*Kang Tetsu(Chaos Commander2015) says: Anywho. - Sun Oct  4 03:45:42 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: I can sense just fine on my own..Anyway.. - Sun Oct  4 03:45:42 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: What do you plan to do now, hm? - Sun Oct  4 03:45:42 2015
<br><br><font color=teal>*Ryujin, Fujitora(Tre sanders) says: After all is resolved. - Sun Oct  4 03:45:42 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Travel. I'm finally free. The second I finally escaped...a certain other master, after trying for five whole years. . . - Sun Oct  4 03:46:33 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I ended up with another collar around my neck. - Sun Oct  4 03:46:33 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: Now? I don't have one. - Sun Oct  4 03:46:33 2015
<br><br><font color=teal>*Uzumaki, Arashiyama(HidariOP) says: Wrong guy. - Sun Oct  4 03:46:33 2015
<br><br><font color=teal>*Uzumaki, Arashiyama(HidariOP) says: The injured one is up there. - Sun Oct  4 03:46:33 2015
<br><br><font color=teal>*Katsune(Shimizu3598) says: I can finally do whatever I want. So I'm gonna relax. - Sun Oct  4 03:46:33 2015
<br><br><font color=teal>*Sanoke(Gamuhz2) says: Uuuh. Koji, you okay? - Sun Oct  4 03:48:16 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: ------ - Sun Oct  4 03:48:16 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: Angel Hands.... - Sun Oct  4 03:48:16 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: Kilana's technique. - Sun Oct  4 03:48:16 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) thinks: A Priest. - Sun Oct  4 03:49:07 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) thinks: I haven't seen much since Reitei. - Sun Oct  4 03:49:07 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Hmm? - Sun Oct  4 03:49:58 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: You have heard of this technique? - Sun Oct  4 03:49:58 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: Yes. - Sun Oct  4 03:50:49 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: A priest I knew.... - Sun Oct  4 03:50:49 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: She used it. - Sun Oct  4 03:50:49 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: She died. . . though. - Sun Oct  4 03:50:49 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Interesting... tobad I never got a chance to meet her... - Sun Oct  4 03:50:49 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Well she is with God now so I know she is happy - Sun Oct  4 03:51:40 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: . . . - Sun Oct  4 03:52:32 2015
<br><br><font color=teal>*Nakahara, Setsuko(TheOfficialMidknights) says: ... - Sun Oct  4 03:55:56 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: . . . . . - Sun Oct  4 03:57:39 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: Priest. - Sun Oct  4 03:58:30 2015
<br><br><font color=teal>*Lyan, Bryson(Ninjagangster90210) says: Yes Kenshin? - Sun Oct  4 03:58:30 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: Keep up the good preaching. - Sun Oct  4 03:58:30 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: That's my donation. - Sun Oct  4 03:58:30 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: Make sure I don't end up in purgatory. - Sun Oct  4 03:58:30 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: I'd like to go to Heaven. - Sun Oct  4 03:58:30 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: THAT MOMENT WHEN THE PRIEST IGNORE A PRAYER REQUEST LOL - Sun Oct  4 04:00:12 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: -omit- - Sun Oct  4 04:00:12 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: Anyways. - Sun Oct  4 04:00:12 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: Guess I'm out of here. - Sun Oct  4 04:00:12 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: I have to Koeki. - Sun Oct  4 04:00:12 2015
<br><br><font color=teal>*Saeki, Kenshin(Barock Obama) says: I'll see you all later. - Sun Oct  4 04:00:12 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: When are you teaching me a new technique Koji? - Sun Oct  4 04:00:12 2015
