<br><font color=teal>*Hassan, Trilliam(ZaVante) says: We dont eat rice. - Sun Dec  6 08:41:23 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: How did you do? - Mon Dec  7 19:47:24 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: I won remember~ - Mon Dec  7 19:47:24 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: My man. - Mon Dec  7 19:48:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: But, if you don't want to hit me, show me the combo. - Mon Dec  7 19:48:16 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Fine~ but they're super secret hush hush. - Mon Dec  7 19:48:16 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Of course. - Mon Dec  7 19:49:07 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: So~ not here, hehe. - Mon Dec  7 19:49:07 2015
<br><br><font color=teal>*Hideo, Hiroshi(Anonymouse player) says: Fine, lets find somewhere to go. - Mon Dec  7 19:49:07 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Kay - Mon Dec  7 19:49:58 2015
<br><br><font color=yellow>*Hokuma, Koji(Akainu_Hellhound) looking at the beasts says,
"Is it true cows go Muu and bulls go Fruf?" 

Koji adds because he doesn't knows the bulls preference,
 "I dont know if you like rice, but one of my teacher is a farmer and he handed me a bag of rice in the millions. I've been saving it in case of emergencies haha."* - Mon Dec  7 19:53:23 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: K-koji.. - Mon Dec  7 19:55:05 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: He can't talk like us. - Mon Dec  7 19:55:05 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: He's really shy. - Mon Dec  7 19:55:05 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: .... - Mon Dec  7 19:55:05 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: ..... - Mon Dec  7 19:55:05 2015
<br><br><font color=yellow>*Hokuma, Koji(Akainu_Hellhound) nods//
"Aww, I read somewhere animals could read the heart sometimes for understanding. Although, science hasn't proven that... Hmm, want to see something cool? I think this will make you two a formidable team in the future." 
* - Mon Dec  7 20:00:12 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: Hi. - Mon Dec  7 20:01:04 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Yo.! - Mon Dec  7 20:01:04 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: Hello Lady Mirai, I hope you are having an exxellent day. - Mon Dec  7 20:01:04 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: Show me Koji, I wanna see your skills. - Mon Dec  7 20:01:55 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: I'm doing fine Tsuki. - Mon Dec  7 20:05:20 2015
<br><br><font color=teal>*Hokuma, Mirai(Rakkatta) says: How are you doing? - Mon Dec  7 20:05:20 2015
<br><br><font color=teal>*Tsukinomi(Original Ziare) says: I am doing well, thank you for asking, Lady Mirai. - Mon Dec  7 20:07:53 2015
<br><br><font color=yellow>*Hokuma, Koji(Akainu_Hellhound) advises the little homie to scoot a ways away.
"Alright, you'll need your sight for this one myTsuki. I wish your bull could see but he'll probably just see me waving my arms like a maniac. This is the offensive side... I doubt you'll like this one much but it could come in handy." 

Koji having just created this move would throw up a hand to channel his chakra to the palms, and in his mind's eye he envisions the eight trigram circle. This would be completed instantly and without a moments hesitation. From both hands there would be thin shar blade released from his palms. They would also appear to be flexible. This was a variation of the already known 64 Palm technique. * - Mon Dec  7 20:11:18 2015
<br><br><font color=yellow>*Hokuma, Koji(Akainu_Hellhound) "Don't be so shocked myTsuki.. You'l be able to do this as well soon enough haha. Now watch this..." 

Koji performs the same move but this time building a fence in front of him with the same speed as before. Sadly the collision of chakra wouldn't be as flashy as Hinata's because she had lighting chakra, but Koji did his best. If there is a collision they be rejected just the same. * - Mon Dec  7 20:21:32 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: It's fine my Tsuki, next time you'll have to do this But have fun at work. - Mon Dec  7 20:28:22 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Also, don't overwork yourself. - Mon Dec  7 20:28:22 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . - Tue Dec  8 00:17:04 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Running away already? - Tue Dec  8 00:17:04 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Can't stick behind to teach your student? - Tue Dec  8 00:17:04 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: You do not meet the requiments for you to learn anything eles. - Tue Dec  8 00:18:46 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . . - Tue Dec  8 00:18:46 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Elese. - Tue Dec  8 00:18:46 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Doest not matter. - Tue Dec  8 00:20:28 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Being a ninja isnt always fun. - Tue Dec  8 00:20:28 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Tch. - Tue Dec  8 00:21:20 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Its like the place you graduated from aint teach you nothing. - Tue Dec  8 00:21:20 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Graduated? - Tue Dec  8 00:21:20 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . .I'm from back when Konoha was a slum. - Tue Dec  8 00:21:20 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I'm lucky I got any training. - Tue Dec  8 00:21:20 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Well it appers to me your lazy and dont like training. - Tue Dec  8 00:22:11 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Which is a bad reperstntion fo your village. - Tue Dec  8 00:22:11 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Its a basic move. - Tue Dec  8 00:22:11 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: Speaking of training... - Tue Dec  8 00:22:11 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: You speak of wanting to train but wont even train to get bett4er at the move I taught you. - Tue Dec  8 00:23:02 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: You sir are being a complete controdiction. - Tue Dec  8 00:23:02 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . . - Tue Dec  8 00:23:02 2015
<br><br><font color=teal>*Hokuma, Kuro(Ichigo10101) says: Aren't you being a bit harsh? - Tue Dec  8 00:23:02 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Kuro I taught him this justu the basic earth techniique over 3 months ago. - Tue Dec  8 00:23:53 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: You seen what he can do. - Tue Dec  8 00:23:53 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: And yet he still hasnt got a ful grasp on it. - Tue Dec  8 00:23:53 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: If thats not being lazy I do not know what is. - Tue Dec  8 00:24:44 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . - Tue Dec  8 00:24:44 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: I was away, dealing with some shit? Alright? - Tue Dec  8 00:24:44 2015
<br><br><font color=teal>*Nakano, Kiyoko(HypnoticEssence) says: Where is Sanoke? - Tue Dec  8 00:24:44 2015
<br><br><font color=teal>*Hokuma, Kuro(Ichigo10101) says: I have no idea. - Tue Dec  8 00:25:36 2015
<br><br><font color=teal>*Hokuma, Kuro(Ichigo10101) says: Last I saw, he was over by the statue. - Tue Dec  8 00:25:36 2015
<br><br><font color=yellow>*Hokuma, Koji(Akainu_Hellhound) enters the frame and catches a flustered Trilliam and a newcomer to the area. The Head Hokuma was a bit tired as the terrorist was in a coma and he was wondering if it'd be best to pull plug while he's unstable. But, he was ordered to extract information fro mthe guy, so Koji would do just that.

"Yo Trill what's with ya today?" * - Tue Dec  8 00:34:08 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: 9 I know xD they're in like every village how? - Tue Dec  8 00:35:50 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Huh nothing at Koji. - Tue Dec  8 00:36:41 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Why do you ask. - Tue Dec  8 00:36:41 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Heard ya preaching. - Tue Dec  8 00:36:41 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Koji you know my tribes expectaions for the people we train. - Tue Dec  8 00:38:24 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Hey Green Ranger Front and center! - Tue Dec  8 00:39:15 2015
<br><br><font color=teal>*Hokuma, Kuro(Ichigo10101) says: Green Ranger? - Tue Dec  8 00:39:15 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Yeah thats what he likes to be called. - Tue Dec  8 00:39:15 2015
<br><br><font color=teal>*Hokuma, Kuro(Ichigo10101) thinks: Since when did he become a drill seargant? I suppose a life behind bars and the experience of war will change a person. - Tue Dec  8 00:39:15 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Yeah, Lord Hassan was rough... really rough.. hit me with fire wind pellets one time. - Tue Dec  8 00:40:06 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Yeah and he enter the school of earth the hardest school in suna I'm just traing him how yan trained me. - Tue Dec  8 00:40:57 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: And aunt lear. - Tue Dec  8 00:40:57 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: and Mister Kilim. - Tue Dec  8 00:40:57 2015
<br><br><font color=teal>*Hokuma, Kuro(Ichigo10101) says: Wow..That's sounds pretty intense.. - Tue Dec  8 00:41:48 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: GR buddy have you gotten better at the justu I've shown you as yo you are In my school of Lighting. - Tue Dec  8 00:41:48 2015
<br><br><font color=teal>*Hokuma, Kuro(Ichigo10101) says: The most I've done is meditate. - Tue Dec  8 00:41:48 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Yeah I'm pretty good with it. Maybe need a bit more work. - Tue Dec  8 00:41:48 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Yes Kuro It was crazy they were putting me throw walls and stuff. - Tue Dec  8 00:41:48 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Like man. - Tue Dec  8 00:41:48 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Wanna see or something? - Tue Dec  8 00:43:31 2015
<br><br><font color=teal>*Hokuma, Kuro(Ichigo10101) says: Sure. - Tue Dec  8 00:44:22 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Speaking about the next move, Bro says you have like a jutsu to make clones. - Tue Dec  8 00:55:28 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Can you teavh me that? - Tue Dec  8 00:55:28 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Oh yeah? It's cool. - Tue Dec  8 00:58:01 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: Who is this guy again? - Tue Dec  8 00:58:01 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: I will~ - Tue Dec  8 01:04:00 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: But about making clones~. can you teach me how to make those? - Tue Dec  8 01:04:51 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Huh. - Tue Dec  8 01:06:33 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: I dont thing you are ready for those. - Tue Dec  8 01:06:33 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Awh~ - Tue Dec  8 01:07:24 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Well you got anything else for me? - Tue Dec  8 01:07:24 2015
<br><br><font color=teal>*Hiroshi(Marchie15) thinks: Hmm... maybe I should learn that jutsu too... No no no... like hell if I'm joining " The school of earth"... no thanks. - Tue Dec  8 01:14:14 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: So... anyone have anything I can learn? - Tue Dec  8 01:19:21 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Or shuld I just move on to do my kenjutsu stuff? - Tue Dec  8 01:20:12 2015
<br><br><font color=teal>*Hokuma, Kuro(Ichigo10101) says: Sadly, I don't have anything that I can teach you. - Tue Dec  8 01:20:12 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Come see me latter Hiro and I'l have something for yu okay. - Tue Dec  8 01:24:28 2015
<br><br><font color=teal>*Hiroshi(Marchie15) says: Cool~ - Tue Dec  8 01:25:20 2015
<br><br><font color=teal>*Hokuma, Kuro(Ichigo10101) thinks: I should practice my own techniques myself.   - Tue Dec  8 01:25:20 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Eh somewaht. - Tue Dec  8 01:39:50 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Well have fun. - Tue Dec  8 01:44:06 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: Keep Hiro company. - Tue Dec  8 01:44:57 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . - Tue Dec  8 01:44:57 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: Where are you going? - Tue Dec  8 01:44:57 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: I have to like go  talk to Tor-tata. - Tue Dec  8 01:44:57 2015
<br><br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: . . . - Tue Dec  8 01:44:57 2015
<br><br><font color=teal>*Dissida, Paine(TheSecretary) says: hmm i k-know...i j-just hope that she d-does...so s-sooner.....a s-student whom is f-fear full to l-learn.....is a p-person...whom i c-can not t-teach... - Tue Dec  8 01:45:48 2015
<br><br><font color=teal>*Hassan, Trilliam(ZaVante) says: WHy is it so quite here. - Tue Dec  8 02:02:52 2015
<br><br><font color=teal>*Ziare(Meekee) says: Hrm? - Tue Dec  8 02:04:35 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: . . . - Tue Dec  8 02:05:26 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: That's. . .weird. - Tue Dec  8 02:05:26 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: No. - Tue Dec  8 02:05:26 2015
<br><br><font color=teal>*Ziare(Meekee) says: There's nothing weird about it, it's a nice time of year to do it. - Tue Dec  8 02:06:17 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: . . . - Tue Dec  8 02:06:17 2015
<br><br><font color=teal>*Ziare(Meekee) says: Speaking of times of year, it's been nearly that long since you came with me. - Tue Dec  8 02:07:08 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: Tch. - Tue Dec  8 02:08:51 2015
<br><br><font color=yellow>*Hokuma, Koji(Akainu_Hellhound) enters the frame of the restaruant. The usual customer here they'd deliver on sight a fresh bowl of Garic Ramen and Unagi Don. Boy had to keep his figure and health on par with other shinobis in the village of Sunagakure. Who are we kidding he had to keep shape for the perp runing around they were track stars when thieving.

Koji would see Ziare his homie he met once next to the Kazekage's hussy Rias. Girl owes homage to these parts of the streets, but she cool people so Sunagakure lets it slide. 

"Hey there Z, nice to see you again I hope all is well. I see you're in a middle of a conversation don't mind me." * - Tue Dec  8 02:08:51 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: . . . - Tue Dec  8 02:11:24 2015
<br><br><font color=teal>*Ziare(Meekee) says: They call me Ziare. - Tue Dec  8 02:11:24 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) thinks: Is everyone here a freak> - Tue Dec  8 02:11:24 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) thinks: *? - Tue Dec  8 02:11:24 2015
<br><br><font color=teal>*Ziare(Meekee) says: Pleasant to see you/ - Tue Dec  8 02:11:24 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: . . . - Tue Dec  8 02:12:16 2015
<br><br><font color=teal>*Ziare(Meekee) says: Take your time, I can wait forever for you to finish. - Tue Dec  8 02:13:07 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: Hmph. - Tue Dec  8 02:15:40 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: May I just don't want to go watch. - Tue Dec  8 02:15:40 2015
<br><br><font color=teal>*Ziare(Meekee) says: You don't have to. - Tue Dec  8 02:15:40 2015
<br><br><font color=teal>*Ziare(Meekee) says: I'm not forcing you. - Tue Dec  8 02:15:40 2015
<br><br><font color=teal>*Ziare(Meekee) says: Do you not want to go? - Tue Dec  8 02:16:32 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: Hmph. - Tue Dec  8 02:16:32 2015
<br><br><font color=teal>*Ziare(Meekee) says: I can't tell if that's a yes or no. - Tue Dec  8 02:20:48 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: Do what you want.  - Tue Dec  8 02:21:39 2015
<br><br><font color=teal>*Ziare(Meekee) says: I just wanted you to tag along, you say you enjoy nature, but a sunset is apat of nature. - Tue Dec  8 02:22:30 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) thinks: Tch. . .H-He got me. .  - Tue Dec  8 02:22:30 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: W-Whatever. - Tue Dec  8 02:22:30 2015
<br><br><font color=teal>*Ziare(Meekee) says: Damn, i'll be back in 10 minutes then. - Tue Dec  8 02:23:21 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) thinks: He is going to ditch me? - Tue Dec  8 02:24:12 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: Fine. - Tue Dec  8 02:24:12 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: Seeya. - Tue Dec  8 02:24:12 2015
<br><br><font color=yellow>*Hokuma, Koji(Akainu_Hellhound) originally sat at the front table, but he wanted to change it up. Because, everyone and they mama sat him down on that front table to discuss business with him. Hell to discuss life with the thirteen year old boy. Koji was looking for a breather in the se seemingly peaceful times. Koji receives his food and he enjoys it passionately. A smile could be seen surfacing on his face, but not quite so easily as he was engulfing food. One would have to be looking awfully hard. 

During this time Koji would be pndering how he considers the people of Sunagakure family. Much like his clansmen and clanswomen of the Hokuma. They were secen deep now and strong in heart. He had taught them well recently and started to wonder about his future. As he was young and had accomplished his dreams. He had even let go of the hate that plagued him over Flexus (Afriend killin in combat). Was war all he was good for nwo? 
Koji would train in his time not for war, but for the unpredictable. 

Koji rests in the cafe pondering these thoughts... 

Noticing the conversation behind him Koji would intrude but respectfully..

"Zirare, I've been thinking of a lot things... What would be your plan after accomplishing your goal? The goal we spoke of last time.." Koji's question would be on of perlexion and cuirosty and one of great compassion. His eyes wouldn't show it as they were expressionless on his face, but maybe his brows being raised could possibly show it...* - Tue Dec  8 02:27:37 2015
<br><br><font color=teal>*Ziare(Meekee) says: What goal was that? - Tue Dec  8 02:28:28 2015
<br><br><font color=teal>*Ziare(Meekee) says: Because i'm starting clean now. - Tue Dec  8 02:28:28 2015
<br><br><font color=teal>*Ziare(Meekee) says: I have all new goals.. - Tue Dec  8 02:28:28 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: I see, you're no longer interested in starting a family? - Tue Dec  8 02:29:20 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) says: . . . - Tue Dec  8 02:30:11 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) thinks: Family? - Tue Dec  8 02:30:11 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) thinks: He didn't ask me to join him for that did he? - Tue Dec  8 02:30:11 2015
<br><br><font color=teal>*Yamato, Saika(Chaos Commander2019) thinks: I-Is he a huge pervert!? - Tue Dec  8 02:30:11 2015
<br><br><font color=teal>*Ziare(Meekee) says: Nah.. - Tue Dec  8 02:30:11 2015
<br><br><font color=teal>*Ziare(Meekee) says: I got over that whole phase. - Tue Dec  8 02:31:02 2015
<br><br><font color=teal>*Ziare(Meekee) says: I wanna see the world before I turn 30. - Tue Dec  8 02:31:02 2015
<br><br><font color=teal>*Ziare(Meekee) says: I donated 700,000 yen to a charity organization. - Tue Dec  8 02:31:02 2015
<br><br><font color=teal>*Ziare(Meekee) says: 100,000 went to my family to keep them safe. - Tue Dec  8 02:31:02 2015
<br><br><font color=teal>*Ziare(Meekee) says: I gave up all my worldly objects. - Tue Dec  8 02:31:53 2015
<br><br><font color=teal>*Ziare(Meekee) says: I gave up my rank as jounin. - Tue Dec  8 02:31:53 2015
<br><br><font color=teal>*Ziare(Meekee) says: And now i'm just traveling. - Tue Dec  8 02:31:53 2015
<br><br><font color=teal>*Ziare(Meekee) says: She's my travel partner. - Tue Dec  8 02:31:53 2015
<br><br><font color=teal>*Ziare(Meekee) says: It's nice to have a bit of company, keeps me from talking to myself. - Tue Dec  8 02:31:53 2015
<br><br><font color=teal>*Ziare(Meekee) thinks: Even though I do sometimes when she gets mad... - Tue Dec  8 02:31:53 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: Separating myself from rank and money is easy, but to leave I'd feel as if I'm abandoning so many. - Tue Dec  8 02:33:36 2015
<br><br><font color=teal>*Hokuma, Koji(Akainu_Hellhound) says: You're strong. I will try the donating you mentioned. I'm hapy you're not alone. It's dangerous to travel by yourself. - Tue Dec  8 02:34:27 2015
