<br><font color=teal>*Nina(Ninasky115) says: Yeah yeah. - Tue Nov  3 04:55:40 2015
<br><br><font color=teal>*Nina(Ninasky115) says: That's on you. - Thu Nov  5 02:19:31 2015
<br><br><font color=yellow>*Nina(Ninasky115) shrugged. "Power is a reason enough. As for a reason to leave, things are going to get ugly between us and Kirigakure. They're filth and cowards."* - Thu Nov  5 02:22:04 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Whoever sit around instead of helping Violet will die. - Thu Nov  5 02:23:47 2015
<br><br><font color=teal>*Nina(Ninasky115) says: By my hands if need be. - Thu Nov  5 02:23:47 2015
<br><br><font color=teal>*Nina(Ninasky115) says: And the one with her swords will die slowly. - Thu Nov  5 02:24:38 2015
<br><br><font color=teal>*Nina(Ninasky115) says: No matter what village they are occupied in. - Thu Nov  5 02:24:38 2015
<br><br><font color=teal>*Thaenan(Chaos Commander2015) says: . . .I see. - Thu Nov  5 02:24:38 2015
<br><br><font color=teal>*Thaenan(Chaos Commander2015) says: As I said, I came here originally for you. Though if you plan to go on some big revenge, why are you still with Ortho? He was the main cause to it. - Thu Nov  5 02:26:20 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Would not have happened if the village had helped instead of letting her fight alone. - Thu Nov  5 02:26:20 2015
<br><br><font color=teal>*Thaenan(Chaos Commander2015) says: . . . - Thu Nov  5 02:27:12 2015
<br><br><font color=teal>*Thaenan(Chaos Commander2015) says: Multiple people died fighting him. - Thu Nov  5 02:27:12 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Multiple people also sat around watching them fight because they're cowards. - Thu Nov  5 02:27:12 2015
<br><br><font color=teal>*Thaenan(Chaos Commander2015) says: The ones who didn't help were either not there at the time, or were too weak. - Thu Nov  5 02:27:12 2015
<br><br><font color=teal>*Nina(Ninasky115) says: I'd rather fight and die with someone than to live and watch them die. - Thu Nov  5 02:27:12 2015
<br><br><font color=yellow>*Nina(Ninasky115) turned her head towards Thaenan once again, her eyes focusing on him without any positive emotions. "It might be because I am related. The simple fact is, whoever has her swords or watched her die, will die along with her. Either you believe in that, or you will leave." After saying that, she'd turn her head once again and look back up at the clouds. It seemed that she honestly had no emotions anymore.* - Thu Nov  5 02:29:45 2015
<br><br><font color=yellow>*Nina(Ninasky115) turned her eyes over to Thaenan once again. After that, she'd shrug and look back up at the sky.* - Thu Nov  5 02:34:52 2015
<br><br><font color=teal>*Thaenan(Chaos Commander2015) says: I'm not going to lead a village when I can't even defend myself. - Fri Nov  6 01:54:20 2015
<br><br><font color=teal>*Nina(Ninasky115) says: .... - Fri Nov  6 01:54:20 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) thinks: Speaking of. - Fri Nov  6 01:55:12 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Will you two excuse me? - Fri Nov  6 01:55:12 2015
<br><br><font color=teal>*Thaenan(Chaos Commander2015) says: . . . - Fri Nov  6 01:55:12 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I wish to speak with my sister dearest alone. - Fri Nov  6 01:55:12 2015
<br><br><font color=teal>*Thaenan(Chaos Commander2015) says: I assume we'll finish this conversation afterwards? - Fri Nov  6 01:55:12 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Of course. - Fri Nov  6 01:56:03 2015
<br><br><font color=teal>*Nina(Ninasky115) says: ....What's this about. - Fri Nov  6 01:56:03 2015
<br><br><font color=teal>*Nina(Ninasky115) says: I'm fine. What is this about. - Fri Nov  6 02:00:19 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I got word that you wish for me to be dead, and for every person that watched Violet die.. to be the same. - Fri Nov  6 02:00:19 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: So here I am. - Fri Nov  6 02:00:19 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Kill me. - Fri Nov  6 02:00:19 2015
<br><br><font color=teal>*Nina(Ninasky115) says: No. You'll come when I get stronger later, when I know that I can take you. - Fri Nov  6 02:01:10 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You can take me now, I'm sure of it. - Fri Nov  6 02:01:10 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Make your move, Nina. - Fri Nov  6 02:02:01 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Like I said. - Fri Nov  6 02:02:01 2015
<br><br><font color=teal>*Nina(Ninasky115) says: You will come later when I know I can take you. - Fri Nov  6 02:02:01 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Come, fight me. - Fri Nov  6 02:02:52 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Now. - Fri Nov  6 02:02:52 2015
<br><br><font color=yellow>*Nina(Ninasky115) stepped to the side and sighed, turning her back on him. "You really do not listen. Not one bit."* - Fri Nov  6 02:02:52 2015
<br><br><font color=teal>*Nina(Ninasky115) says: ....What are you trying to pull? - Fri Nov  6 02:06:17 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Nina.. Just come and meditate. Sit in front of me. - Fri Nov  6 02:06:17 2015
<br><br><font color=yellow>*Nina(Ninasky115) stared at Ortho for a second, and took a step forward. "If you try anything, I won't be so forgiving." As she said that, she'd slowly sit down on the ground in front of him, her hand being pulled back to her hilt.* - Fri Nov  6 02:08:00 2015
<br><br><font color=yellow>*Nina(Ninasky115) released her hilt and slowly closed her eyes, letting her hand flow over towards her lap as she sat there. She wasn't thinking about anything, there wasn't any emotion in anything. She just sat there waiting for whatever the point of this was. If this was his way of trying to be forgiven, it was far from working.* - Fri Nov  6 02:13:07 2015
<br><br><font color=yellow>*Nina(Ninasky115) snarled as she looked at him and slowly stood up. She grit her teath a bit before slowly starting to do jumping jacks. She just sat there and did them, her hands going up and down and her legs going out and then back in. Nina didn't understand the point of this, but she was doing it.* - Fri Nov  6 02:20:48 2015
<br><br><font color=yellow>*Nina(Ninasky115) sits down before Ortho, as instructed, and begins to meditate.* - Fri Nov  6 02:23:21 2015
<br><br><font color=yellow>*Nina(Ninasky115) groaned as she looked at Ortho, but quickly let out a sigh as she sat down. Taking up her meditative pose, she'd release the air in her lungs once again and simply sit there in her pose. She was just sitting there meditating, really.* - Fri Nov  6 02:27:37 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Alright, Nina. - Fri Nov  6 02:45:32 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You did good, but it's time you and I just talked. - Fri Nov  6 02:45:32 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Open your eyes. - Fri Nov  6 02:46:24 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: And explain to me.. what you are feeling now.. - Fri Nov  6 02:46:24 2015
<br><br><font color=yellow>*Nina(Ninasky115) heard Ortho speaking to her, and once again opened her eyes to look at him. Staring directly up into his, she'd clearly say, "Nothing."* - Fri Nov  6 02:47:15 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: How do you feel about Violet's death? - Fri Nov  6 02:48:57 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Does it matter? I can't bring her back. - Fri Nov  6 02:48:57 2015
<br><br><font color=teal>*Nina(Ninasky115) says: But I will get revenge. - Fri Nov  6 02:48:57 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Alright. I'm going to need you to hold back on the whole 'defensive' attitude and be straight up with me. - Fri Nov  6 02:49:48 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Everything I ask you and tell you is for your own good. - Fri Nov  6 02:49:48 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Now, lets try this again. - Fri Nov  6 02:49:48 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: How do you feel about Violet's death? - Fri Nov  6 02:50:40 2015
<br><br><font color=teal>*Nina(Ninasky115) says: I feel like I'm going to slice your neck if I have to say it again. - Fri Nov  6 02:50:40 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: ..You're making this shit pointless.. - Fri Nov  6 02:51:31 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You really are.. - Fri Nov  6 02:51:31 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Anyways. - Fri Nov  6 02:51:31 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Who are you going to exact revenge on? - Fri Nov  6 02:51:31 2015
<br><br><font color=teal>*Nina(Ninasky115) says: It doesn't matter, it is pointless. I keep telling you this. - Fri Nov  6 02:51:31 2015
<br><br><font color=teal>*Nina(Ninasky115) says: You were the same way when mother died, I remember you telling me the stories. - Fri Nov  6 02:51:31 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I had you to take care of before we found a village to live in.. - Fri Nov  6 02:52:22 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I couldn't afford to have emotions. - Fri Nov  6 02:52:22 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Now, once again, it's just you and me. - Fri Nov  6 02:52:22 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: So again.. who are you planning to exact revenge on? - Fri Nov  6 02:53:13 2015
<br><br><font color=teal>*Nina(Ninasky115) says: You. Whoever sat around and watched her die instead of fighting, whoever took her swords. - Fri Nov  6 02:53:13 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I see. Once you exact your revenge on me and who ever else, what then? - Fri Nov  6 02:54:04 2015
<br><br><font color=teal>*Nina(Ninasky115) says: I'll find a life to live. - Fri Nov  6 02:54:04 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Doing what? - Fri Nov  6 02:54:04 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Being alive. - Fri Nov  6 02:54:56 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Do you have an idea where? - Fri Nov  6 02:54:56 2015
<br><br><font color=teal>*Nina(Ninasky115) says: No. - Fri Nov  6 02:55:47 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You're going to end up committing suicide. - Fri Nov  6 02:55:47 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You're driven by revenge and don't know what you're going to do afterward. - Fri Nov  6 02:56:38 2015
<br><br><font color=teal>*Nina(Ninasky115) says: If you hadn't killed Violet you wouldn't have to worry about this. - Fri Nov  6 02:57:29 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: I'm going to be honest with you.. fuck Violet. - Fri Nov  6 02:57:29 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Fuck her life, her motives and her death. - Fri Nov  6 02:57:29 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Fuck you Ortho, at least she gave a fuck enough to care for me. - Fri Nov  6 02:58:20 2015
<br><br><font color=teal>*Nina(Ninasky115) says: You know what she did when she wasn't around? She sent me a letter. - Fri Nov  6 02:58:20 2015
<br><br><font color=teal>*Nina(Ninasky115) says: A letter that I still have. Where the hell are your letters Ortho? - Fri Nov  6 02:58:20 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You're breathing right..? - Fri Nov  6 02:58:20 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: That's your letter. - Fri Nov  6 02:58:20 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You're welcome. - Fri Nov  6 02:58:20 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Fuck you. - Fri Nov  6 02:58:20 2015
<br><br><font color=teal>*Nina(Ninasky115) says: I'm living because of the connections I made in these different villages. - Fri Nov  6 02:59:12 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Not because you were out being a "sole protector" - Fri Nov  6 02:59:12 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You think you would've made it past Kumogakure without me..? - Fri Nov  6 03:00:03 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You think -anyone- would've given you a chance? - Fri Nov  6 03:00:03 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Hideki, Takeda and I made SURE you were good. - Fri Nov  6 03:00:03 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Who the hell you think TOLD Violet and Lera to look after you? - Fri Nov  6 03:00:03 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You little girl charm? - Fri Nov  6 03:00:03 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Your* - Fri Nov  6 03:00:54 2015
<br><br><font color=teal>*Nina(Ninasky115) says: It certainly wasn't you, I know that for damn sure. - Fri Nov  6 03:00:54 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Business turned affection, that's what happened between you and your 'moms'. - Fri Nov  6 03:00:54 2015
<br><br><font color=teal>*Nina(Ninasky115) says: Everyone that I knew as family are dead because of you, Ortho. - Fri Nov  6 03:00:54 2015
<br><br><font color=teal>*Nina(Ninasky115) says: And you think that you protected me because of it? - Fri Nov  6 03:00:54 2015
<br><br><font color=teal>*Nina(Ninasky115) says: You think that you're helping me by killing the people that I love? Is that it? - Fri Nov  6 03:00:54 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Yet.. you're alive still. - Fri Nov  6 03:00:54 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Yet.. You're alive. - Fri Nov  6 03:01:45 2015
<br><br><font color=teal>*Nina(Ninasky115) says: But I'm not living like I want to. - Fri Nov  6 03:01:45 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Fuck your wants. You're living like you -need- to. - Fri Nov  6 03:02:36 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: You're too damn innocent. - Fri Nov  6 03:02:36 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: The only thing that needs to remain innocent about you is your virginity. Anything else, grow up. - Fri Nov  6 03:02:36 2015
<br><br><font color=yellow>*Nina(Ninasky115) stood up and turned around, beginning to walk away. "I'm done with this conversation."* - Fri Nov  6 03:02:36 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: ..tch. - Fri Nov  6 03:03:28 2015
<br><br><font color=teal>*Nina(Ninasky115) says: I'm not going anywhere for you so do not ask me for anything. - Fri Nov  6 03:04:19 2015
<br><br><font color=teal>*Nina(Ninasky115) says: If you kill Lera, I kill you. - Fri Nov  6 03:04:19 2015
<br><br><font color=teal>*Nina(Ninasky115) says: And then I'll see about suicide. - Fri Nov  6 03:04:19 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Yeah, yeah. Maybe I'll have her send a messenger bird before her last breath. - Fri Nov  6 03:04:19 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Since a stupid messenger bird makes you happy. - Fri Nov  6 03:05:10 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Very well. - Fri Nov  6 03:10:17 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Let us go. - Fri Nov  6 03:11:08 2015
<br><br><font color=teal>*Nina(Ninasky115) says: ......As I was saying. - Fri Nov  6 03:25:39 2015
<br><br><font color=teal>*Nina(Ninasky115) says: You touch Lera, and you won't survive. - Fri Nov  6 03:25:39 2015
<br><br><font color=teal>*Nina(Ninasky115) says: I don't care how uch I love you, I'm not losing another parent. - Fri Nov  6 03:25:39 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Adoptive.. parent. - Fri Nov  6 03:25:39 2015
<br><br><font color=teal>*Ortho(DhatBoiNick) says: Just throwing that in there. - Fri Nov  6 03:25:39 2015
