<br><font color=teal>*Ookina, Tsubasa(Itachi4x4) says: Ehh? - Tue Dec  8 12:34:20 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: When did you get so emotional? Your cuteness and adorable factors decreased. - Sat Dec 12 23:25:48 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ...I'm not emotional, I can't comment? - Sat Dec 12 23:26:40 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: You can. - Sat Dec 12 23:26:40 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: And ... I didn't change all that much, I just showed who I am... more. - Sat Dec 12 23:26:40 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: So, besides spending time with your boyfriend, what else have you been doing? - Sat Dec 12 23:27:31 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Just training and hanging out with Tsu-san. - Sat Dec 12 23:28:22 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: I was in Kumo when the war happened and had to leave. - Sat Dec 12 23:28:22 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Oh right, I remember that. - Sat Dec 12 23:28:22 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I was in Konoha when it was announced. - Sat Dec 12 23:28:22 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: And Kida-san, I can't help that I'm not your mascot anymore. - Sat Dec 12 23:28:22 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) stuck her tongue out at him.* - Sat Dec 12 23:29:13 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Wait..No. I didn't rip it. I cut it off. Eh. Same thing I guess. I wonder if he got the chance to taste what his eyeball and blood tasted like. - Sat Dec 12 23:30:56 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) gagged faintly as he gripped her tongue and tried to pull away but it hurt her tongue. When he release it she tried not to gag again and reached out to drink a few big gulps of water. "Ugh...nasty..."* - Sat Dec 12 23:31:47 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: My fingers aren't nasty. - Sat Dec 12 23:31:47 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: They are very nasty. - Sat Dec 12 23:32:38 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: They aren't. - Sat Dec 12 23:33:29 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: And Shiro, why are you so quiet? Something on your mind? - Sat Dec 12 23:33:29 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) approached her brother and silently came to stand beside him.* - Sun Dec 13 06:59:47 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ..... - Sun Dec 13 07:01:29 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Hey. - Sun Dec 13 07:01:29 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Ani-san.... - Sun Dec 13 07:01:29 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Are you upset? - Sun Dec 13 07:01:29 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ...No. - Sun Dec 13 07:01:29 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: You lyin'? - Sun Dec 13 07:02:20 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ..... - Sun Dec 13 07:02:20 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: No. - Sun Dec 13 07:02:20 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Are you going to kill him? - Sun Dec 13 07:03:12 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: No. I won't ruin things for you. - Sun Dec 13 07:04:03 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Are you.... happy for me at least? - Sun Dec 13 07:05:45 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: I mean I'm not a kid anymore, Ani-san. - Sun Dec 13 07:05:45 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Yes. I am happy for you. - Sun Dec 13 07:06:36 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I just didn't really expect it, I guess. - Sun Dec 13 07:06:36 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: I didn't expect it either honestly.... - Sun Dec 13 07:08:19 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ...do you want to meet him? - Sun Dec 13 07:12:35 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Sure. - Sun Dec 13 07:12:35 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: You're taking this a lot better than I thought you would... - Sun Dec 13 07:12:35 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Just trying to keep myself composed is all... - Sun Dec 13 07:13:26 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: I mean you aren't even demanding me to marry him like normal. - Sun Dec 13 07:13:26 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: It'll come. Eventually. Maybe. - Sun Dec 13 07:14:17 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Brother... what if I told you I don't believe in marriage.... - Sun Dec 13 07:14:17 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: But ... he wants to get married. - Sun Dec 13 07:15:08 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ---- - Sun Dec 13 07:15:08 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: .... - Sun Dec 13 07:16:00 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I... - Sun Dec 13 07:16:00 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ... - Sun Dec 13 07:16:00 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Just...don't let him force you into something... - Sun Dec 13 07:17:42 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: He won't say it. - Sun Dec 13 07:17:42 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: He tries to act like he doesn't want marraige since he knows I'm not for it. - Sun Dec 13 07:17:42 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: He only admitted it when I called him out on it. - Sun Dec 13 07:18:33 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I guess that's...good...He cares about your beliefs. - Sun Dec 13 07:32:12 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ...this is hard for you to do huh? How about I just dont talk about it and when you read... you say something. - Sun Dec 13 07:33:04 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ...Read? - Sun Dec 13 07:33:55 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Ready* - Sun Dec 13 07:34:46 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ...Sure. That's fine by me. - Sun Dec 13 07:35:37 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: You mind if I head out to Kumo then? I got some training I scheduled. - Sun Dec 13 07:39:02 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Go ahead...I don't want to hinder you. - Sun Dec 13 07:39:53 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Brother.... - Sun Dec 13 07:40:44 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Hm? - Sun Dec 13 07:40:44 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: You know you can say what you feeling yeah? - Sun Dec 13 07:40:44 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I know. - Sun Dec 13 07:40:44 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Alright. - Sun Dec 13 07:42:27 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) leaned in and pat her brother on the shoulder, she had thought about giving him a hug but thought against it. "I'll be back in a few days."* - Sun Dec 13 07:55:15 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Alright. Stay safe. - Sun Dec 13 07:55:15 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) thinks: -Safe- - Sun Dec 13 07:56:06 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) smiled weakly to him and then walked off.* - Sun Dec 13 07:56:57 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) walked up just barely getting off the caravan, she had a bag slung over her shoulder as a wide smile tugged at her lips as she approached Sogeki.* - Sun Dec 13 07:57:48 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Oi! - Sun Dec 13 07:57:48 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Why you being a lazy ass?! - Sun Dec 13 07:57:48 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: Mybad.~ - Sun Dec 13 07:58:40 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) walked over to him and wrapped her arms around him and pulled herself in close to stand on her tip toes and give him a deep kiss.* - Sun Dec 13 08:08:03 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) hummed gently and leaned her head back with a wide smile as her hood fell back, "he doesn't want to kill you.~ Ahhhhhhh, this is awesome.~"* - Sun Dec 13 08:10:36 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) thinks: As if he could... - Sun Dec 13 08:12:19 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: I told them about how you killed a hundred and two people for me, they were imrpessed. - Sun Dec 13 08:14:01 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: Impressed? The way people talk about your brother you'd think he'd consider that fodder. - Sun Dec 13 08:16:35 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: No no... my brother didn't say anything. - Sun Dec 13 08:18:17 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: The other two. - Sun Dec 13 08:18:17 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: They were impressed. - Sun Dec 13 08:18:17 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Heya.... will you teach me how to use your bow? - Sun Dec 13 08:20:51 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: ...... - Sun Dec 13 08:21:42 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: You're serious? - Sun Dec 13 08:21:42 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ...yeah? - Sun Dec 13 08:22:33 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: Umm, alright then. - Sun Dec 13 08:22:33 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: Sure. - Sun Dec 13 08:22:33 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: You don't wanna? - Sun Dec 13 08:22:33 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: When.. do you want to start- - Sun Dec 13 08:22:33 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: Didn't think you'd ever want to learn that. - Sun Dec 13 08:23:24 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: Doesn't seem like your thing- - Sun Dec 13 08:23:24 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: ..Let's get started. - Sun Dec 13 08:23:24 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: Right now. - Sun Dec 13 08:23:24 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ---...uh. - Sun Dec 13 08:23:24 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Okay. - Sun Dec 13 08:23:24 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) thinks: Why did he look at me like that? - Sun Dec 13 08:24:16 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) frowned at him handing her kunai. "Seriously? A kunai lesson? What am I? In the academy?" She rolled her eyes and took the kunai's. She took aim and she wasn't the best shot but because she knew where to target weak points on things she managed to hit a few targets but missed more than she actually hit. Pursing her lips she walked over and retrieved the kunai as she tripped them out of the scrolls and then walked back to his side.

Reaching up to her bangs she combed them back out of her eyes and put on her headband to hold her hair back and opened her third eye. Knowing this would help her hone in on her targets. As she took aim, her attacks were faster, more precise and she was able to hit more targets than miss but she still was pretty off center since she needed work. 

She did the repetative process of walking over towards the scrolls and ripping the blades out and going back to her position beside Sogeki. Every so often she would ask little questions about how to hold the weapon better, how to curve an attack or how to focus better on her target and where to aim properly to hit her mark.

Kari yawned out showing her extremely sharp teeth and then licked over them one by one as she took aim again. She was growing bored and was cycling through her arms to try and train each of them. It was pretty hard to be training so many arms but she had pretty good focus all things considered with how bad of a shot she was. The fact she was hitting the targets at all was amazing and it was showing how her progress grew by using her third eye as an aid to focus in on her blind spot and cancel it out between her eyes.

She paused a bit and looked up towards Sogeki, "oi, so why is this necessary? This is totally different type of aiming...." She yawned a bit again and tossed another kunai. "Let's at least try to make this more interesting somehow.... how you been doing? You wanna play a game or something to keep it interesting?"* - Sun Dec 13 09:12:54 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) squinted at what he was doing to the one target... she muttered 'fuck that shit'. She saw that he wasn't moving and lowered her lids more in irritation. Sighing out she held up a kunai and tried to aim but it was moving pretty fast. She tried to follow it with a small bob of her hand back and forth back and forth as she was following the curve to get the timing right and to keep her hand moving and fluid so she could attack swiftly at the right moment. Her eyes and third eye were focused as she had no idea of Akito's presence as all of her focus was tunnel visioned in on the scroll rotating ahead of her.

Tossing the kunai suddenly it wizzed through the air as she watched it fly and watched as it sliced through the side of the scroll but didn't lodge into it... on top of this...the kunai had flown between Sogeki's form and the scroll making this quite a dangerous miss, though he wouldn't be hit.* - Sun Dec 13 10:27:08 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) stepped back as the kunai was thrown at her feet. Crouching down she ripped the kunai out of the training tile and then shifted it in her grip for a more comfortable hold. Muttering out, "that's what I'm already doing..." of course from this position Akito wouldn't be able to see her eye for now. She did the same as before, bobbing her hand back and forth to track the movements and then moving a bit ahead of the scroll to be attacking a bit ahead of it's spinning. Once she had done this for several minutes she tossed the kunai again with great focus and ----the kunai goes straight for Sogeki. "LOOK OUT!"* - Sun Dec 13 10:39:56 2015
<br><br><font color=teal>*Akito(KazutoAyamu) thinks: How can she not hit it? - Sun Dec 13 10:45:55 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ... - Sun Dec 13 10:45:55 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: You're joking. - Sun Dec 13 10:45:55 2015
<br><br><font color=teal>*Hei, Sogeki(DhatBoiNick) says: Tick tock, tick tock. - Sun Dec 13 10:46:46 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) grumbled and then only had a few seconds to aim before having to toss the kunai. She snagged past it and then pulled out another kunai and took aim again the closer and closer it was getting to the ground between the two of them. She shot another kunai out and this time she hit the bullseye and sent the scroll flying a bit up into the air from the momentum before falling to the ground again. Her voice sing songed a bit as she looked over to Sogeki, "this...is how...we dooooo it.~"* - Sun Dec 13 10:53:36 2015
