<br><font color=teal>*Kurina, Abraxas(Chaos Commander2015) says: -- - Sat Nov 28 00:28:09 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: What have you all been doing with your banishment? Well..I don't know if Shiro is banished, but..she'll linger around the both of you. - Sat Nov 28 04:54:24 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Apparently Shiro-chan isn't liked very well in this village. - Sat Nov 28 04:55:15 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ...For? - Sat Nov 28 04:55:15 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Not sure. - Sat Nov 28 04:56:06 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: And Kumo doesn't like her anymore either. - Sat Nov 28 04:56:57 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: .... - Sat Nov 28 04:56:57 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: .... - Sat Nov 28 04:56:57 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Course... what she did there was against the law but I liked it. - Sat Nov 28 04:56:57 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ...Well the killing that boy. - Sat Nov 28 04:56:57 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) thinks: Fuck... - Sat Nov 28 04:56:57 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Hey. - Sat Nov 28 04:56:57 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ...not that....other part. - Sat Nov 28 04:56:57 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Good work, Pet.~ - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I saw Asteroth. - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Did you mak-- - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: In Konohagakure. - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Queen Fickle-Chan? - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: When we left. - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I don't remember seeing her. - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: . . . - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I suspect... - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Really now? What was she up to? - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Haha ha. - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I feel sorry for "Fickle-chan." - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I mean.... - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I think she's raising an army. - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: She almost had her brains blasted--- - Sat Nov 28 04:57:48 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Okay. - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Working with the dead. - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Let's go finish the job.~ - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Unless of course. - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Master Sado approves of her raising an army. - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: At least. - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Whatever she does is her business. - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: An army huh? - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: The woman I saw. - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Looked dead. - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Kind of. - Sat Nov 28 04:58:40 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Fickle-Chan, or someone else? - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Someone else. - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Ah. - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Sado, you remember Baylea, right? - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Who? - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I wonder what she's up to, besides gathering an army.  - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I mean - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Huh... - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: .Fickle-chan needs a source of income, right? - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Nevermind. - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I'd imagine she's.... - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: No..no.. - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Who is that? - Sat Nov 28 04:59:31 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Doing that. - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Some female. - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Came to Amegakure. - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Used a sword. - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Oh? - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: She was very weak. - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: She had a nice figure. Right Shiro? - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Did you beat them up? - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: You'd think a sword would cut a man. - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Who had a nice figure? - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: But she didn't cut me. - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: At all. - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Fickle-chan? - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Yep. - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I guess. - Sat Nov 28 05:00:22 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Was she that weak? - Sat Nov 28 05:01:13 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Yeah. - Sat Nov 28 05:01:13 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Damn..I should've been there. - Sat Nov 28 05:01:13 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) blew a few more bubbles before settling down onto the grass, she was tired of standing.* - Sat Nov 28 05:01:13 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: So. - Sat Nov 28 05:01:13 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Hey, Ichiro's sister, what is your name anyway? - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Are we going to do something? - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: If you all are planning to return to Konohagakure to work for Fickle-chan..take this girl with you. - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Or just stand here? - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ... - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Engi, Kariudo-san. - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: That is the only real reason as to why I called you here. - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Why would I go work for 'Fickle-chan'? - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Kariudo? - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ...I'm not going to Konoha? - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Ah. - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: .... - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: We had a deal. - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: And. . . uh. - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Master Sado. - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Rokujou, Kida. - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: You want me to take her with us? - Sat Nov 28 05:02:04 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: . . . - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Yeah, well. I don't want to purify you right now.. - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Hm.... Kida-san. - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Kariudo-chan. - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Eh..sure. - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Hm? - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Anyway, I don't have any connection with Fickle-Chan. - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Do you want to come with us? - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: She wasn't my employer or anything. - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: .... - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ...so because you don't want to purify me... I don't get to leave? - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: I'm uncertain. - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Purify? - Sat Nov 28 05:02:56 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You guys are free to etch out your own paths. I'm not the type of guy to limit your freedom. - Sat Nov 28 05:03:47 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: I mean you held up your end of the deal and I would just like to speak to my brother for a bit, then you can get on with my end of the deal. - Sat Nov 28 05:03:47 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ... - Sat Nov 28 05:04:38 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: If you're going to cause trouble..make sure it doesn't find its way back to me. - Sat Nov 28 05:04:38 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Or do you not purify children. - Sat Nov 28 05:04:38 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Alright, I'll keep that in mind. - Sat Nov 28 05:04:38 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I don't purify children. - Sat Nov 28 05:04:38 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) thinks: So gross... - Sat Nov 28 05:04:38 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Oh right, you're a priest.  - Sat Nov 28 05:04:38 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ...Huh, so then I got what I wanted for free? - Sat Nov 28 05:04:38 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: What is this 'purify' you always mention? - Sat Nov 28 05:04:38 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Kida. - Sat Nov 28 05:05:29 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Ani-san will you come here already? - Sat Nov 28 05:05:29 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Hm? - Sat Nov 28 05:05:29 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ...Right. - Sat Nov 28 05:05:29 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Can you go buy some salami and ham. - Sat Nov 28 05:06:20 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: For dinner. - Sat Nov 28 05:06:20 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: Salami and ham? - Sat Nov 28 05:06:20 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: So you are working for her of your own free will then? - Sat Nov 28 05:06:20 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Or actually. - Sat Nov 28 05:06:20 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Cut this guard's leg off for me? - Sat Nov 28 05:06:20 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) whispers: Yes...Actually. - Sat Nov 28 05:06:20 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Saves you the trouble of. - Sat Nov 28 05:07:12 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Traveling. - Sat Nov 28 05:07:12 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: Then why did it seem like she has control over you? - Sat Nov 28 05:07:12 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Kariudo-chan, I'm sure, loves human meat. - Sat Nov 28 05:07:12 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: I don't believe I've ever tried it. - Sat Nov 28 05:07:12 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) thinks: It's apart of the job...I do whatever she wants me to. - Sat Nov 28 05:07:12 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Is it like steak? - Sat Nov 28 05:07:12 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) whispers: t's apart of the job...I do whatever she wants me to. - Sat Nov 28 05:08:03 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: So..... how long are you working for her? And what kind of work. - Sat Nov 28 05:08:54 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Ichiro, there's no need to worry about your little sister. - Sat Nov 28 05:08:54 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: In the future she'll be in good hands.~ - Sat Nov 28 05:09:45 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: In a way. - Sat Nov 28 05:09:45 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) whispers: Until she let's me go or one of us passes away. And it's mostly bodyguard work...but some other odd jobs if she wants them. - Sat Nov 28 05:09:45 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: .... - Sat Nov 28 05:09:45 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: You have to try it yourself Kariudo-chan.~ - Sat Nov 28 05:09:45 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Try what? - Sat Nov 28 05:09:45 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: ...so you are under her control then? - Sat Nov 28 05:09:45 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Human meat. - Sat Nov 28 05:09:45 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You started eating humans? - Sat Nov 28 05:10:36 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Ichiro suggested it. - Sat Nov 28 05:10:36 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: ...Really? - Sat Nov 28 05:10:36 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Tough times, call for desperate measures. - Sat Nov 28 05:10:36 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Huh... - Sat Nov 28 05:10:36 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I'm not necessarily against it. - Sat Nov 28 05:10:36 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) looked up to her brother.* - Sat Nov 28 05:10:36 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: You know I don't really know you at all, trying to get me to be such a good girl. - Sat Nov 28 05:10:36 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: .... - Sat Nov 28 05:11:28 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Then being ruthless, canabalistic, and banished from villages yourself. - Sat Nov 28 05:11:28 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: He doesn't want you to be like him. - Sat Nov 28 05:11:28 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: That's depressing. - Sat Nov 28 05:11:28 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I know. - Sat Nov 28 05:11:28 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Aren't older siblings supposed to be role models, Ichiro? - Sat Nov 28 05:11:28 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: .... - Sat Nov 28 05:11:28 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) blew a bubble and popped it as she watched Shiro and then looked up to Ichiro again.* - Sat Nov 28 05:11:28 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) thinks: T-..they grow up so fast.. - Sat Nov 28 05:11:28 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I'm not perfect... - Sat Nov 28 05:11:28 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Clearly. - Sat Nov 28 05:11:28 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) thinks: Manipulating the two of them with such ease. I-..I can't...even..believe..it.. - Sat Nov 28 05:12:19 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: Are you going to answer me? - Sat Nov 28 05:12:19 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Pet, you've done well. - Sat Nov 28 05:12:19 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) whispers: I guess...kind of... - Sat Nov 28 05:12:19 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: Do you plan on ever returning to Kumogakure? - Sat Nov 28 05:13:10 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Ichiro..I didn't think you had that in you. - Sat Nov 28 05:13:10 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Aren't you such a bad boy..~ - Sat Nov 28 05:13:10 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) thinks: I do...Whenever I get the chance. - Sat Nov 28 05:14:01 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) whispers: I do...whenever I get the chance to. - Sat Nov 28 05:14:01 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Ichiro-kun you should help your wittle sister to grow. - Sat Nov 28 05:15:44 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) whispers: I do...whenever I get the chance. - Sat Nov 28 05:16:35 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) whispers: When do you see that happening? - Sat Nov 28 05:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Aww, shark meat?! - Sat Nov 28 05:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: You want to get shark meat too? - Sat Nov 28 05:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: How exotic. - Sat Nov 28 05:17:26 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: No. - Sat Nov 28 05:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: By the way Ichiro. - Sat Nov 28 05:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: When Master Sado says grow. - Sat Nov 28 05:17:26 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I was going to dump the body in. - Sat Nov 28 05:18:17 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: He doesn't mean her belly. - Sat Nov 28 05:18:17 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Just so you know. - Sat Nov 28 05:18:17 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) watched Kida put in some back work and simply watched with a placid expession, she seemed unphased entirely by the grotesque image.* - Sat Nov 28 05:18:17 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Simple. - Sat Nov 28 05:18:17 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: This is what you do, Kida. - Sat Nov 28 05:18:17 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Kariudo-chan.~ - Sat Nov 28 05:18:17 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: I'm not fetching a shark. - Sat Nov 28 05:18:17 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: ... - Sat Nov 28 05:19:08 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) thinks: Just what the hell have these guys been doing? - Sat Nov 28 05:20:00 2015
<br><br><font color=yellow>*Engi, Kariudo(-Assassin.R-) grit her teeth as soon as the girl approached her, Kariudo was sitting down and sort of veered back as the girl neared her. She really did not want to be hugged, and considering they were literally just talking about bait for a shark to get the meat she was wary of the woma, but who could actually fight this walking, talking, bad ass?* - Sat Nov 28 05:20:00 2015
<br><br><font color=teal>*Engi, Kariudo(-Assassin.R-) says: Why must you touch me, Shiro-san? - Sat Nov 28 05:20:00 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) thinks: I pray for Kariudo. - Sat Nov 28 05:20:00 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ... - Sat Nov 28 05:20:51 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Ichiro-kun, do you see this? - Sat Nov 28 05:21:42 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I see it... - Sat Nov 28 05:21:42 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: How does it make you feel? - Sat Nov 28 05:21:42 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: It makes me feel... - Sat Nov 28 05:22:33 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: ... - Sat Nov 28 05:22:33 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I'd rather not say. - Sat Nov 28 05:22:33 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Don't be afraid. - Sat Nov 28 05:22:33 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Pet-chan won't harm you. - Sat Nov 28 05:22:33 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: .... - Sat Nov 28 05:22:33 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Well..not in my presence at least. - Sat Nov 28 05:22:33 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: I don't care if she hurts me. - Sat Nov 28 05:23:24 2015
<br><br><font color=teal>*Engi, Ichiro(Master Roku) says: Just not my sister. - Sat Nov 28 05:23:24 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Ah. - Sat Nov 28 05:23:24 2015
<br><br><font color=teal>*Rokujou, Kida(Shiziru101) says: ..... - Sat Nov 28 05:23:24 2015
