<br><font color=teal>*Ketsuki(SephirothSage) says: !? - Sat Oct 31 01:26:11 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: It's nothing. - Sat Oct 31 01:26:11 2015
<br><br><font color=teal>*Ziare(Meekee) says: Takeda. - Sat Oct 31 01:26:11 2015
<br><br><font color=teal>*Ziare(Meekee) says: We can't do anything. - Sat Oct 31 01:27:02 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: A'right then... I'm headed out to the training field, I think. - Sat Oct 31 01:27:02 2015
<br><br><font color=teal>*Takeda Hideyoshi(Theodysseygamer) says: ... - Sat Oct 31 01:27:02 2015
<br><br><font color=teal>*Ziare(Meekee) says: Can I tag along? - Sat Oct 31 01:27:02 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: Peace out for now, yeah? - Sat Oct 31 01:27:02 2015
<br><br><font color=teal>*Ketsuki(SephirothSage) says: Hrm? Sure, if you want.  - Sat Oct 31 01:27:02 2015
<br><br><font color=teal>*Rias(LionHunter) says: Oh, im out... you might huert me~ - Sat Nov 14 05:03:47 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: Seriously? - Sat Nov 14 05:05:29 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: I'd fight you but I just don't feel like it at the moment. - Sat Nov 14 05:06:20 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: Sorry dude. - Sat Nov 14 05:06:20 2015
<br><br><font color=teal>*Rias(LionHunter) says: Yes, im not built for close combat as you can see - Sat Nov 14 05:06:20 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: It's cool. - Sat Nov 14 05:06:20 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: Anyway Rias, you're all set up here right? - Sat Nov 14 05:07:12 2015
<br><br><font color=teal>*Rias(LionHunter) says: Mmhmm, but Sir... are you fast? - Sat Nov 14 05:08:03 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: I'm average speed, why? - Sat Nov 14 05:08:54 2015
<br><br><font color=teal>*Rias(LionHunter) says: I need a physical training teacher... I guess I can ask that nervous  girl - Sat Nov 14 05:10:36 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: Yeah, I'm not really the training type. I need a teacher myself. - Sat Nov 14 05:12:19 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: Have you had any contact with Ziare since you left? - Sat Nov 14 05:14:01 2015
<br><br><font color=teal>*Rias(LionHunter) says: I thought so... and no I havent - Sat Nov 14 05:14:52 2015
<br><br><font color=teal>*Kyubishu(Dillion13) says: Ziare. I feel like, I've heard that name before. - Sat Nov 14 05:14:52 2015
<br><br><font color=teal>*Rias(LionHunter) says: But I need to write him and J - Sat Nov 14 05:15:44 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: Mhm, Give them my regards if you do. - Sat Nov 14 05:16:35 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: And i'm glad things are working out for you here Rias. - Sat Nov 14 05:16:35 2015
<br><br><font color=teal>*Rias(LionHunter) says: I will - Sat Nov 14 05:16:35 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: As sad as it is to say, you might have left Konoha at the right time. - Sat Nov 14 05:17:26 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: I'm also glad you didn't have to see what I di-...what I had to do. - Sat Nov 14 05:19:08 2015
<br><br><font color=teal>*Rias(LionHunter) says: Its ok... - Sat Nov 14 05:21:42 2015
<br><br><font color=teal>*Rias(LionHunter) says: Iguess im just lucky - Sat Nov 14 05:21:42 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: Yeah...you were... - Sat Nov 14 05:23:24 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: Have you seen Marrisa around? - Sat Nov 14 05:23:24 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: I need to talk to her about a few things. - Sat Nov 14 05:23:24 2015
<br><br><font color=teal>*Rias(LionHunter) says: No I havent - Sat Nov 14 05:23:24 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: Hm, oh well. - Sat Nov 14 05:25:07 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: I hope Ziare dies. - Sat Nov 14 05:25:58 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: -omit- - Sat Nov 14 05:25:58 2015
<br><br><font color=teal>*Rias(LionHunter) says: L-Lord Hassan!! - Sat Nov 14 05:25:58 2015
<br><br><font color=teal>*Rias(LionHunter) says: -omit- - Sat Nov 14 05:25:58 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Man...Kids these days. - Sat Nov 14 05:30:14 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Uhm... - Sat Nov 14 05:40:28 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Eat a dick - Sat Nov 14 05:40:28 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: -omit- - Sat Nov 14 05:40:28 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: There are a lot of individuals here whp are phsyically strong. - Sat Nov 14 05:41:20 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: I am more physically capable. - Sat Nov 14 05:41:20 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: *trollface* - Sat Nov 14 05:41:20 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: But if you want to improve your physical power, jut go to the gym. - Sat Nov 14 05:41:20 2015
<br><br><font color=teal>*Rias(LionHunter) says: You dont think I need  person- - Sat Nov 14 05:42:11 2015
<br><br><font color=teal>*Lera(Bailey42) says: Hrm? Sure I guess. - Sat Nov 14 06:10:20 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: -omit- - Sat Nov 14 06:11:12 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: ... - Sat Nov 14 06:11:12 2015
<br><br><font color=teal>*Lera(Bailey42) says: omnomnomnomnom - Sat Nov 14 06:11:12 2015
<br><br><font color=teal>*Rias(LionHunter) thinks: Was that too mean? Well... he shouldnt have joked like that! - Sat Nov 14 06:12:54 2015
<br><br><font color=teal>*Rias(LionHunter) says: Are we going to spar here? - Sat Nov 14 06:13:45 2015
<br><br><font color=teal>*Lera(Bailey42) says: Lead the way. - Sat Nov 14 06:13:45 2015
<br><br><font color=teal>*Lera(Bailey42) thinks: Wonder what that was about. - Sat Nov 14 06:13:45 2015
<br><br><font color=teal>*Ryujin, Izanami(Twerk_Tyrant) says: Hm. - Sat Nov 14 06:13:45 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: ^ - Sat Nov 14 19:16:16 2015
<br><br><font color=teal>*Lera(Bailey42) says: The Eighth member has arrived people. We can begin the Orgy. - Sat Nov 14 19:22:14 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Uh, what? - Sat Nov 14 19:23:05 2015
<br><br><font color=teal>*Lera(Bailey42) says: -omit x2- - Sat Nov 14 19:23:05 2015
<br><br><font color=teal>*Akira(Ultimate_Odyssey) says: ... - Sat Nov 14 19:33:20 2015
<br><br><font color=teal>*Kurt(Zygman) says: Hello there. - Sat Nov 14 19:52:06 2015
<br><br><font color=teal>*Kurt(Zygman) says: What's your name? - Sat Nov 14 19:52:06 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Hmm...Who is that guy? - Sat Nov 14 20:45:00 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: May I get a mission? - Sat Nov 14 20:45:52 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: Mission. - Sat Nov 14 20:46:43 2015
<br><br><font color=teal>*Mana(Mirandawashere) thinks: This is...fun... - Sat Nov 14 20:47:34 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Yeah, Lord Hassan, could you award me my mission please? - Sat Nov 14 20:49:16 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: Completed it a while ago, never really got the chance to tell you. - Sat Nov 14 20:49:16 2015
<br><br><font color=teal>*Muhammed Hassan(Ziare1) says: What mission? - Sat Nov 14 20:56:57 2015
<br><br><font color=teal>*Ryomen(Punkamainia) says: The one where I had to spar with someone for a while. - Sat Nov 14 20:56:57 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Aaaaaah! - Sat Nov 14 21:15:44 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I'm so bored. - Sat Nov 14 21:15:44 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Does anyone want to spar?~ - Sat Nov 14 21:16:35 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: I'll spar with you. - Sat Nov 14 21:16:35 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Yeees.~ - Sat Nov 14 21:16:35 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: Where? - Sat Nov 14 21:16:35 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Com'on then! - Sat Nov 14 21:16:35 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Follow me. - Sat Nov 14 21:16:35 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Here is good! - Sat Nov 14 21:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Lots of prickly cactuses. - Sat Nov 14 21:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Is it cactuses or cacti? - Sat Nov 14 21:17:26 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: I don't know. - Sat Nov 14 21:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Acceptable answer. - Sat Nov 14 21:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: What's your name? - Sat Nov 14 21:17:26 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: Kyu. - Sat Nov 14 21:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Kyuuuuuuu. - Sat Nov 14 21:17:26 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Kyuuuuuuuuuuuuuuuu. - Sat Nov 14 21:18:17 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: My name is Shiro. - Sat Nov 14 21:18:17 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: No rules in our fight; feel free to use whatever you want. - Sat Nov 14 21:18:17 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: Alright..... - Sat Nov 14 21:18:17 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Age before beauty, Kyu. - Sat Nov 14 21:18:17 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Go ahead. - Sat Nov 14 21:18:17 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: ? - Sat Nov 14 21:20:00 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I'm giving you the go'head. - Sat Nov 14 21:20:00 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: By head I don't mean -that- head. - Sat Nov 14 21:20:51 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I mean you can go ahead and attack me. - Sat Nov 14 21:20:51 2015
<br><br><font color=yellow>*Kyushiki(Maruka) shruged his shoulders, he didn't like to go first but it didn't seem his oppenent didn't want to either. So he might as well go first and start off light by putting up his guard and slowly inching forward towards Shiro. Once he got near her, He'd just throw a light jab out towards her chin just to feel her out a bit. He didn't want to just rush in randomly and get himself decked by a random drop kick.* - Sat Nov 14 21:27:40 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Yo Lera, you any good at wind style? - Sat Nov 14 21:28:32 2015
<br><br><font color=teal>*Lera(Bailey42) says: I guess I am yeah. - Sat Nov 14 21:28:32 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Hmm..  - Sat Nov 14 21:28:32 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: I needed some help. - Sat Nov 14 21:29:23 2015
<br><br><font color=teal>*Lera(Bailey42) says: Have you asked father? - Sat Nov 14 21:29:23 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: If you're willing. - Sat Nov 14 21:29:23 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: No.. I haven't asked gramps. - Sat Nov 14 21:29:23 2015
<br><br><font color=teal>*Lera(Bailey42) says: He's much better than I am. - Sat Nov 14 21:29:23 2015
<br><br><font color=teal>*Lera(Bailey42) says: I'm not saying I won't teach, its just you'd be better off with him. - Sat Nov 14 21:30:14 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: I see... A'ight, I'll ask him later. - Sat Nov 14 21:30:14 2015
<br><br><font color=teal>*Lera(Bailey42) says: Anyway. I have to ask him something. - Sat Nov 14 21:30:14 2015
<br><br><font color=teal>*Lera(Bailey42) says: Coming? - Sat Nov 14 21:30:14 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Well.. if he's willing. If not! I can do it myself! I've always worked for everythin'... - Sat Nov 14 21:30:14 2015
<br><br><font color=teal>*Tetsumi Jiki(Bloodline Killer X) says: Err.. Sure? - Sat Nov 14 21:31:05 2015
<br><br><font color=teal>*Lera(Bailey42) says: I don't mind teaching you if he doesn't - Sat Nov 14 21:31:05 2015
<br><br><font color=yellow>*Kyushiki(Maruka) could have probably blocked the attack, but he decided not to at all. Instead he'd take the blow to his right side and bring his right arm to quickly grab onto her leg. The blow to his side would have indeed cause pain to him, but the only thing that it gave him was grin on his face with a bit of a blush. The masochistic habits that Kyushiki had tried to stop and overcome with willpower and constant training had failed him. But the grin wasn't due to his masochist side, but from his love for fighting and ability to laugh at pain when recived. With that being said, Kyushiki takes the blow and shoots his right hand down towards Shiro's leg, aiming to lock it with his arms.

If he was successful in binding Shiro's leg, he'd use his left hand and bring it down towards his right hand as he began to preform handseals.* - Sat Nov 14 21:45:36 2015
<br><br><font color=yellow>*Kyushiki(Maruka) noticed the twist of the body Shiro was making to launch out a kick towards him. Reacting to it immideatly, Kysuhiki had turned his head towards Shiro's incoming kick and allowed water to spew from out of his mouth and at her foot. The water might have absorbed Shiro's kick as it gushed out his mouth, if not it would just simply lessen the damage that came from it. But either way, Kysuhiki's jutsu would have been stopped even as his face was kicked. The water would coil around Shiro as it started to shape into a sphere around her. While this was happening, Kyushiki would have moved his left arm out and placed it straight with his palms showing. As for his right arm that was trying to restrain Shiro's leg, it would have still held onto it untill the point where it would be caught in the water prison as well. So when it got to that point, Kyushiki would slide back so he was out of the spheres range and leave only his hand out inside of the sphere.

If all went well, Shiro would have been confinded inside of a sphere shaped water prison. Robbing her of her movement but still being allowed to speak. As for Kyushiki, he may or may have not been bleeding from the side of his head based on events that led or might not have leg towards Shiro's inprisionment.* - Sat Nov 14 22:29:58 2015
<br><br><font color=yellow>*Kyushiki(Maruka) || Though if the situation was right, Shiro could have broken out of it. But from this writers perspective, She would of had one of her legs caught in the current of the water. Not only that, she had no feet on the ground during the time the prison had started to form. But her leg movement was above average in all sorts. But at the same time, Kyushiki's jutsu was fast due to his control and mastery over his element. So when she would have tried to move out of the range of his sphere, she would have probably backed into water already.

But if she did escape his jutsu, Kyushiki would stop the jutsu and clap together his hands and channel his chakra out towards the water that was all around him. Which would then accumilate around him in a circle rapidly, untill it made a gaint vortex of water. Which would then implode on itself and send a huge wave of water towards Shiro.

But if Shiro had not escaped his jutsu, Kyushiki would exhale loudly as he rubbed the side of his head where Shiro had kicked on him. "Got damn..... Why does it hurt but feels good at the same time......" he thought to himself, still not being able to control his inner masochistic feelings. "So like..... Checkmate?" he would ask.* - Sat Nov 14 22:48:44 2015
<br><br><font color=yellow>*Kyushiki(Maruka) ||Update: Kyushiki has a fractured jaw and rib cage due to rape.

Shiro had succesfully broken out of Kyushiki's water prison and landed a clean blow onto his nuts. This was a sad day for him indeed.

As soon as the blow hits, Kyushiki would squil out in a silent tone as he fell onto his knees and then faced first into the ground. "She punched me in the dick..... Why? Why did she punch me in the dick....." he said in a high toned voice as he layed there all hurt and his face in the dirt to hide his blushes kicked in from his masochistic nature.* - Sat Nov 14 23:21:10 2015
<br><br><font color=yellow>*Kyushiki(Maruka) had been turned onto his back and his chest stopped on to push him into the ground.

"Fuck you. Stop." he said, still in pain from the blow he recived.* - Sat Nov 14 23:33:58 2015
<br><br><font color=yellow>*Kyushiki(Maruka) pulled his hands up and formed a single handseal right as Shiro started to move her foot across his stomach. Then out of his mouth came a jet of water which would have pushed pushed Shiro up in the air and away from him if it had landed.

"Don't act all high and mighty when someone held back."* - Sat Nov 14 23:40:48 2015
<br><br><font color=yellow>*Kyushiki(Maruka) would have just simply stopped his jet as from spewing out and reangled his head back at Shiro's lower waist and or torso, right before he spewed it back out again and at her. Aiming to get her to back off of him entirely. And as for her foot that may or may have not still came at him, Kyushiki would simply bring his hands up from his chest and block the stomp from connecting to his neck.* - Sat Nov 14 23:48:28 2015
<br><br><font color=yellow>*Kyushiki(Maruka) jutsu had failed do to his OOC knowledge of how to jutsu actually works. But lucky for him he had more up his sleeve. 

As Shiro's trys to slam his hands into the ground, Kyushiki would use that momment to open up his hands and clap them together on impact of the ground as he channeled his chakra. This would have caused the water around them to begin to circle around and form into a water vortex. The vortex would have then closed up at the top and implode on itself, sweeping up Shiro with in the current of things but leaving Kyushiki safe inside  it. After it imploded the current would then keep its self flowing around and push Shiro all across the desert.* - Sun Nov 15 00:08:06 2015
<br><br><font color=yellow>*Kyushiki(Maruka) ||Update, Not only did he have a fractured ripcage and Jaw, but now his forearms are broken in half.

Couldn't do anything as he was repeatedly stomped on at his neck and stomach. Which would have literaly broken his neck at this point in time. All that Kyushiki could do is grunt in immense pain.* - Sun Nov 15 00:16:38 2015
<br><br><font color=yellow>*Kyushiki(Maruka) was basicly paralyzed from the waist down now. Only thing he could do was look at her and say. "Fuck." then after a brief pause "You."* - Sun Nov 15 00:21:45 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: . . . . . . . - Sun Nov 15 00:23:28 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Right now? - Sun Nov 15 00:23:28 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I'm not sure. - Sun Nov 15 00:23:28 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: . . . . - Sun Nov 15 00:23:28 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: Yes right now. *Sarcasim* - Sun Nov 15 00:24:19 2015
<br><br><font color=teal>*Kyushiki(Maruka) thinks: Out of all the things I said she takes that as a joke? - Sun Nov 15 00:25:10 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: Get. - Sun Nov 15 00:26:01 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: Fuck. - Sun Nov 15 00:26:01 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: Off. - Sun Nov 15 00:26:52 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: Me. - Sun Nov 15 00:26:52 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: God. - Sun Nov 15 00:26:52 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: You're so mad. - Sun Nov 15 00:26:52 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: . . . . - Sun Nov 15 00:26:52 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: Me. - Sun Nov 15 00:26:52 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: You're making me a little horny from how agitated you're getting. - Sun Nov 15 00:26:52 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: - - Sun Nov 15 00:27:44 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: Stop. - Sun Nov 15 00:27:44 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I'll take this as a souvenir. - Sun Nov 15 00:27:44 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I think he'll like it. - Sun Nov 15 00:28:35 2015
<br><br><font color=teal>*Kyushiki(Maruka) says: And actually lis- - Sun Nov 15 00:28:35 2015
<br><br><font color=yellow>*Kyushiki(Maruka) had his arm completly ripped off. But he couldn't feel it? Or if his pain sensors still worked, he'd scream at the top of his lungs as it was ripped out.* - Sun Nov 15 00:33:42 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Oh right! - Sun Nov 15 00:33:42 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Just incase you tell on me.~ - Sun Nov 15 00:33:42 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I should probably fix you up. - Sun Nov 15 00:33:42 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Oh wait.... - Sun Nov 15 00:33:42 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Even if I tear out your tongue. - Sun Nov 15 00:33:42 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: You still have a writing hand, right? - Sun Nov 15 00:34:33 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: It'd be problematic. - Sun Nov 15 00:34:33 2015
<br><br><font color=teal>*Kyushiki(Maruka) thinks: I can't move what so ever....... And she is scared of me telling? - Sun Nov 15 00:34:33 2015
<br><br><font color=yellow>*Kyushiki(Maruka) passed out from the pain.* - Sun Nov 15 00:37:07 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Mmmmm..... - Sun Nov 15 00:37:58 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Passed out..... - Sun Nov 15 00:37:58 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Oooh. - Sun Nov 15 00:38:49 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: When I go to hell. - Sun Nov 15 00:38:49 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: We should talk about methods of killing. - Sun Nov 15 00:38:49 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: And you can document to me how it felt to lose your tongue! - Sun Nov 15 00:38:49 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: That'd be a good read. - Sun Nov 15 00:38:49 2015
<br><br><font color=yellow>*Kyushiki(Maruka) is going to heaven. fuck you.* - Sun Nov 15 00:38:49 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: I'll get going. - Sun Nov 15 00:39:40 2015
<br><br><font color=teal>*Shizan, Shiro(MadameShredder) says: Miss you Kyu.~ - Sun Nov 15 00:39:40 2015
<br><br><font color=yellow>*Kyushiki(Maruka) died from blood lose.* - Sun Nov 15 00:41:23 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm? - Sun Nov 15 01:10:24 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Why do you call for me?!~ - Sun Nov 15 01:12:06 2015
<br><br><font color=teal>***Mizukage**(Wynokx) says: kay bak to i - Sun Nov 15 07:54:52 2015
<br><br><font color=teal>***Mizukage**(Wynokx) says: c - Sun Nov 15 07:54:52 2015
<br><br><font color=teal>*Ziare(Meekee) says: Hm? - Sun Nov 15 08:47:47 2015
<br><br><font color=teal>*Ziare(Meekee) says: I guess this place isn't so bad. - Sun Nov 15 08:47:47 2015
<br><br><font color=teal>*Fumatori, Hatsujin(Chaos Commander2015) says: . . . - Sun Nov 15 08:55:28 2015
<br><br><font color=teal>*Fumatori, Hatsujin(Chaos Commander2015) says: Who're you? - Sun Nov 15 08:55:28 2015
<br><br><font color=teal>*Ziare(Meekee) says: Who are you? - Sun Nov 15 08:56:19 2015
<br><br><font color=teal>*Fumatori, Hatsujin(Chaos Commander2015) says: . . . - Sun Nov 15 08:57:10 2015
<br><br><font color=teal>*Fumatori, Hatsujin(Chaos Commander2015) says: Considering I was one of the original members here, I feel as if I have right to ask you first, but, out of kindness, I am Hatsu. - Sun Nov 15 08:58:01 2015
<br><br><font color=teal>*Ziare(Meekee) says: They call me Ziare. - Sun Nov 15 08:58:52 2015
<br><br><font color=teal>*Fumatori, Hatsujin(Chaos Commander2015) says: Mhm, a pleasure I suppose. - Sun Nov 15 08:59:44 2015
<br><br><font color=teal>*Ziare(Meekee) says: You could say that. - Sun Nov 15 08:59:44 2015
<br><br><font color=teal>*Ziare(Meekee) thinks: This guy is obviously the annoying type.. - Sun Nov 15 09:04:00 2015
<br><br><font color=teal>*Ziare(Meekee) says: Anyway, why are you here? - Sun Nov 15 09:05:42 2015
<br><br><font color=teal>*Ziare(Meekee) says: Or just don't answer me, that's cool too. - Sun Nov 15 09:07:24 2015
<br><br><font color=yellow>*Mitarashi(Maruka) drew out his sword from its sheathe and held it out towards his side with one hand. Then he would swing the sword out towards his front so that he may grasp it with both hands tightly. Gripping onto it tightly, Mitarashi slowly inhaled and exhaled as he begins to mold his chakra and lightning affinity. Then with a sudden burst of chakra, he'd flow his chakra and affinity into the katana blade. Allowing a steady stream of electricity to run through his blade. Afterwards, he'd bring his katana up into the air infront of him as he exams the electricity flowing through his blade.

"Alright good...... I'm able to use this jutsu now. But it would be nice to be able to use it fast enough for it to actually become a surprise to people I'm fighting." he thought to himself.* - Sun Nov 15 09:19:21 2015
<br><br><font color=yellow>*Mitarashi(Maruka) keeping his lightning affinity running through his sword as he brought it down towards his side with his right hand. Then with his left hand, he'd reach for his Mahiru Katana and drew it from its sheathe. Holding it firm with his left as he held it infront of him. He then tightened his grip even harder as he strained his muscles. Inhaling and Exhaling slowly as he molded his chakra and channeled his lightning affinity towards his left hand. Then with a burst of chakra, Mitarashi send a surge of lightning through his Mahiru Katana with the flow of chakra he was sending in it. The blade would have been covered with a steady stream of electricity in it as he held down towards his side with his left hand.

Closing his eyes as he begins to take a deep breath, Mitarashi started to flow chakra into his eyes. His eyes then turned crimson as his his from within his iris a tomoe appears, swirling at an fast pace. Then as it slowed down it stopped right above his pupil, sitting on a ring that surrounded his pupil. Then with his crimson eyes, he took both his blades that had chakra running through them and twirled them at his side slowly in a circle for about two times. After he'd do that, he would grip the handles firmly as they point forward. Then with the pivot of his foot, he turned his eyes onto the tree to his left. With that, he'd swing both of his katanas out to slash and hack at the tree. Leaving electrical burn marks onto the tree. After a few sets of combos, Mitarashi simply stopped the stream of lighting that ran through his sword, as well as cutting off the flow of chakra that was going towards his eyes. After that, he'd raise his katanas into the air above his head and does a vertical slash downwards at the ground with all his might, aiming to clean the blades a little bit from all the bark that might be on it. Then finaly, Mitarashi twirled his katana into a rewerse grip before he slides them back into their respective sheathes.* - Sun Nov 15 09:43:15 2015
