<br><font color=teal>*Asteroth(Lordlol45) says: Beat it. - Tue Nov  3 09:58:36 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: P-..pfft.. - Sun Nov  8 11:18:24 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: After all, I am named The Beginning of the End. - Sun Nov  8 11:18:24 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Oh? - Sun Nov  8 11:18:24 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I suppose my nickname suits you quite well. - Sun Nov  8 11:18:24 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Mn, then I suppose I don't understand your nickname. A little two metaphoric. - Sun Nov  8 11:20:06 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I bet.. - Sun Nov  8 11:20:06 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Don't worry.. - Sun Nov  8 11:20:06 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Trust me, it's nice. - Sun Nov  8 11:20:06 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Heh.~ - Sun Nov  8 11:21:48 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: We'll get to know eachother quite well, Shine-chan. - Sun Nov  8 11:21:48 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I'm sure. - Sun Nov  8 11:22:40 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Normally Amegakure is a bit more lively. - Sun Nov  8 11:22:40 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: It is quite late, though. - Sun Nov  8 11:23:31 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: How long do you two intend to remain in Amegakure? - Sun Nov  8 11:23:31 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Is it? - Sun Nov  8 11:23:31 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I'm unsure, we come and go. - Sun Nov  8 11:23:31 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You shouldn't worry. - Sun Nov  8 11:25:13 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I accept you with open arms..~ - Sun Nov  8 11:25:13 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Remember you can tell a priest everything, and anything. - Sun Nov  8 11:26:04 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: And where are you from, Sado? - Sun Nov  8 11:26:04 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: So personal.. - Sun Nov  8 11:26:04 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I forget.. - Sun Nov  8 11:26:04 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I've been wandering for so long. - Sun Nov  8 11:26:56 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: It's a sad thing not to remember your past. - Sun Nov  8 11:27:47 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: So you are like me then. - Sun Nov  8 11:28:38 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I suppose we might be. - Sun Nov  8 11:28:38 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Isn't it a small world? - Sun Nov  8 11:31:12 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says:  Fickle-chan..do treat our guests nicely. - Sun Nov  8 11:32:03 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Try not to be mean, like you normally are. - Sun Nov  8 11:32:03 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I rather think it's a large world... huge in fact. - Sun Nov  8 11:32:03 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm..that's also true. - Sun Nov  8 11:32:54 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: So much knowledge in this world, it's almost impossible to manage it all. - Sun Nov  8 11:32:54 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Are you leaving us Sado? - Sun Nov  8 11:33:45 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm.. - Sun Nov  8 11:37:10 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: It is about time for me to rest. - Sun Nov  8 11:38:01 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Helping this one run things is a lot of work. - Sun Nov  8 11:38:01 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I'm disappointed, Fickle-chan. - Sun Nov  8 11:39:44 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You're so quiet. - Sun Nov  8 11:39:44 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Don't be jealous.. - Sun Nov  8 11:40:35 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I give you enough of my undivided attention. - Sun Nov  8 11:40:35 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Don't I? - Sun Nov  8 11:40:35 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I believe the Queen wishes to be left be. - Sun Nov  8 11:41:26 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: She's fine.. - Sun Nov  8 11:41:26 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: The thing is.. - Sun Nov  8 11:41:26 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: She's not my 'Queen'. - Sun Nov  8 11:42:17 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: As her lover, I don't find it nice to refer to her as such. - Sun Nov  8 11:43:08 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: It's almost like a curse word to her. - Sun Nov  8 11:43:08 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Call her, "Harlot". - Sun Nov  8 11:43:08 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: She loves that nickname. - Sun Nov  8 11:44:00 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ...right. - Sun Nov  8 11:44:00 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Go on.. - Sun Nov  8 11:44:51 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Say it. - Sun Nov  8 11:44:51 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I'm afraid I won't. - Sun Nov  8 11:44:51 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I insist! - Sun Nov  8 11:44:51 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Say it, she won't bite.. - Sun Nov  8 11:44:51 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) thinks: Probably. - Sun Nov  8 11:44:51 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Come on..~ - Sun Nov  8 11:46:33 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I'm afraid that you may be able to get away with saying things like that, I on the other hand... likely cannot. - Sun Nov  8 11:47:24 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: What is there to fear? - Sun Nov  8 11:48:16 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: She is a leader of a village? - Sun Nov  8 11:49:07 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I'm her husband, I wouldn't allow her to hurt you. - Sun Nov  8 11:49:07 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) thinks: When will she give in? - Sun Nov  8 11:49:58 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: There's no need to be afraid. - Sun Nov  8 11:49:58 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I don't have much faith in your capabilities. Nor trust in you, nor will I ever. - Sun Nov  8 11:50:49 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Heh.~ - Sun Nov  8 11:57:39 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You're so funny, Shine-chan.~ - Sun Nov  8 11:57:39 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Mn... - Sun Nov  8 11:58:30 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I'll have to take your word for it, but I wouldn't be so sure. - Sun Nov  8 11:58:30 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I forgot to ask.. - Sun Nov  8 12:01:55 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Are you traveling with Slither-kun? - Sun Nov  8 12:01:55 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Yes, he saved my life. So I will travel with him for a while. - Sun Nov  8 12:02:46 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Oh? - Sun Nov  8 12:05:20 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: So you're his companion. - Sun Nov  8 12:05:20 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: That's nice. - Sun Nov  8 12:05:20 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I suppose it is that time. - Sun Nov  8 12:07:02 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I wouldn't want you both to collapse from fatigue. - Sun Nov  8 12:07:53 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Do rest here for a while. - Sun Nov  8 12:07:53 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Mhm. - Sun Nov  8 12:07:53 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Oh yes.. - Sun Nov  8 12:10:27 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I'll have to take you up on your challenge. - Sun Nov  8 12:10:27 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: What challenge? - Sun Nov  8 12:10:27 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You said you'd never trust me, right? - Sun Nov  8 12:11:18 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: As a priest I find that hard to believe. - Sun Nov  8 12:11:18 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ...you should believe it. - Sun Nov  8 12:11:18 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) folded her arms.

Nigen was practically moving in slow motion as he pranced over to touch Owari. Narrowed eyes remained onto the two, not of jealous, but of suspicion -- Of Nigen, obviously.

With pursed lips, Asteroth merely looked ahead, expecting the worse.* - Sun Nov  8 12:18:59 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: You don't deserve respect. - Sun Nov  8 12:22:24 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: ... - Sun Nov  8 12:23:15 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You should also copy whatever she's doing to stay in shape. - Sun Nov  8 12:24:57 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: . . I am in better shape than she is. - Sun Nov  8 12:24:57 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ... - Sun Nov  8 12:25:48 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I have to say her body frame is much more...resiliant than mine. - Sun Nov  8 12:25:48 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: I am considered quite frail. - Sun Nov  8 12:25:48 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Don't flatter her. - Sun Nov  8 12:26:40 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: There's also no need to lie. - Sun Nov  8 12:26:40 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You're not in better shape than Shine-chan.. - Sun Nov  8 12:27:31 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Face it, eating all of those sweets has taken a toll on your body. - Sun Nov  8 12:27:31 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Normally..I like a bit of meat, though. - Sun Nov  8 12:28:22 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: . . . - Sun Nov  8 12:28:22 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: I haven't eaten 'sweets' in nearly a month. - Sun Nov  8 12:29:13 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: . . You talk about figures. - Sun Nov  8 12:29:13 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Aw..that's so -sweet- watching your weight for me.. - Sun Nov  8 12:29:13 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: But look at you. You hide behind some cloak. - Sun Nov  8 12:29:13 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm? - Sun Nov  8 12:29:13 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: A-..are you asking to see me naked? - Sun Nov  8 12:29:13 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: You're probably nothing but flab underneath. - Sun Nov  8 12:29:13 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: -- GOD NO! - Sun Nov  8 12:29:13 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Suggests you have something to hide. - Sun Nov  8 12:30:04 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I suppose I could run around in the nude for a while. - Sun Nov  8 12:30:04 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) coughs.

The simple thought left her unsettled. She turns, no longer able to look at the disgusting beast. "Please. . .For all of our sake. Refrain."* - Sun Nov  8 12:30:04 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Heh. There's nothing wrong with having something to hide. - Sun Nov  8 12:30:56 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I hide my face due to appearances getting in the way. - Sun Nov  8 12:31:47 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I'd rather have people judge me by my generosity. - Sun Nov  8 12:31:47 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: My kindness, and my bravery! - Sun Nov  8 12:31:47 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: With that..I shall leave you both. - Sun Nov  8 12:34:20 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Try not to say too many good things about me while I'm gone. - Sun Nov  8 12:34:20 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: It'll go to my head.~ - Sun Nov  8 12:34:20 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hahahaha!~ - Sun Nov  8 12:34:20 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Remember, call her by her nickname! - Sun Nov  8 12:35:12 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says:  "Haaaarlot..." - Sun Nov  8 12:35:12 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Mn.. - Sun Nov  8 12:35:12 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: . . .He pisses me off. - Sun Nov  8 12:37:45 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: It's easy for me not to show him that he annoys me. - Sun Nov  8 12:38:36 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: He wears you out. . Day in and day out. The same old routine.. - Sun Nov  8 12:38:36 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Why do you allow him here? - Sun Nov  8 12:39:28 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: He is an old friend. - Sun Nov  8 12:47:08 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: I knew him as a child. - Sun Nov  8 12:47:08 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: Ah. - Sun Nov  8 12:47:08 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Well.. - Sun Nov  8 12:47:08 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: 'Friend' is such a strong world.. - Sun Nov  8 12:47:08 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: word* - Sun Nov  8 12:47:08 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) says: ... - Mon Nov  9 00:29:26 2015
<br><br><font color=teal>*Hajimari, Owari(TenaciousRiven) thinks: Why did he do that? - Mon Nov  9 00:30:17 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) folds her arms.

She doesn't flinch nor budge at the sudden release of snakes. After all, stranger things have been seen. Wordlessly, Asteroth kept a focus onto the situation, although cautiously takes a step back.

"Bah. . . More Drama," the Queen thought to herself with aggitation.* - Mon Nov  9 00:32:51 2015
<br><br><font color=teal>*Asteroth(Lordlol45) thinks: Why are Nigen's friends so. . .  What's the word. .? - Mon Nov  9 00:32:51 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) turns about face.

She proceeds towards the east to handle some business.* - Mon Nov  9 00:47:21 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) ||Quickly, she'd proceed with the annoying task of beginning her Dark Magic training. For months on end, Asteroth could feel the power swelling inside her -- her soul constantly growing and gaining more experience with each passing day. And now? The Queen had resolved to firmly complete the mastery of each skill.

Thus granting her with the needed spiritual force to perfect the resurrection ability.

The first in the long line of techniques meant to be refined was the Dark Spear ability. It was perhaps Asteroth's only means of generating an  offensive effort, and would be the first/last line of defense should her minions not be about. Thus, it goes without saying -why- the woman sought mastery of this particularly skill.

Thankfully, it required no lengthy incantations and could be generally performed on the fly. With ease, the woman proceeds to build up her dark energies from within. It differs greatly from the norm -- which was chakra. As a legitimate alien, her version of energy seemed more easily controlled, and as such required no utilization of handseals. Rather, all that the woman needed was a focus mind and great work ethic.

From this, a viel of energy forms about her body, making it clear that she's successful in producing the sickly, purplish energy. Taking a large bundle, Asteroth manuevers it, placing the three to five seperate bodies of mana into the open. It's an easy process, given her already high level of skill. But in addition to this, the once massless forms of might proceed to take form. It was like a spiritual or mental muscles. Although, it was far from physical, this meta-physical or intangible embodiment of Asteroth's spiritual's force was steadily growing more powerful and used to the typical motions.

The mass-less gathering of Dark Mana proceeded to fizzle out into a smoke-like state. From this, it swirls, clumping together shortly after to form condensed constructions. As the items take shape, the size and outline grows to become eerily similar to that of a Kunai. That settled, the woman flicks a hand forward, prompting the gathered items to flick ahead. With fierceness, they slam against the wall, effortlessly moving right through the wooden obstacles that dared to block their path.

Content, Asteroth moves on off.* - Mon Nov  9 03:04:44 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Nigen. Were the items delivered? - Mon Nov  9 03:04:44 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Oi, look. - Mon Nov  9 03:05:36 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Your wife is back, Nigen. - Mon Nov  9 03:05:36 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Anyways, it's fine. - Mon Nov  9 03:06:27 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Spar her, no deaths. - Mon Nov  9 03:06:27 2015
<br><br><font color=teal>*Mana(Mirandawashere) thinks: Why is he acting so afraid?  - Mon Nov  9 03:06:27 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Mana I have a mission for you. - Mon Nov  9 03:06:27 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Hmm?> - Mon Nov  9 03:06:27 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Can we talk in private? - Mon Nov  9 03:06:27 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Yeah. - Mon Nov  9 03:07:18 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: . . . - Mon Nov  9 03:07:18 2015
<br><br><font color=teal>*Asteroth(Lordlol45) thinks: I'm not sparring anyone. - Mon Nov  9 03:07:18 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Nigen. I'm speaking to you. - Mon Nov  9 03:07:18 2015
<br><br><font color=teal>*Asteroth(Lordlol45) thinks: Wait. . I thought hi-- Whoops. He won't like that. - Mon Nov  9 03:07:18 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm? - Mon Nov  9 03:08:09 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Where at? - Mon Nov  9 03:08:09 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Items.. - Mon Nov  9 03:08:09 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: The delivery. Where is it? - Mon Nov  9 03:08:09 2015
<br><br><font color=teal>*Mizeku, Ortho(DhatBoiNick) says: Lead the way. - Mon Nov  9 03:08:09 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: No idea.~ - Mon Nov  9 03:08:09 2015
<br><br><font color=teal>*Mana(Mirandawashere) says: Okay. - Mon Nov  9 03:09:00 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) grunted with aggitation.

"Well see about it. You said it would only take a day. ."* - Mon Nov  9 03:09:00 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: So angry.. - Mon Nov  9 03:09:00 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Fickle-chan.. - Mon Nov  9 03:09:00 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: This girl threatened to take my life. - Mon Nov  9 03:09:00 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Aren't you going to protect me? - Mon Nov  9 03:09:00 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: . . . - Mon Nov  9 03:09:00 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: You are the one who is meant to protect me. Not the other way around. - Mon Nov  9 03:09:52 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: Deal with your issues. - Mon Nov  9 03:09:52 2015
<br><br><font color=teal>*Mizeku, Nina(Ninasky115) says: Good. Lets get this done then. - Mon Nov  9 03:14:08 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: I'd like to see them sometime.~ - Mon Nov  9 03:14:59 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Hm? - Mon Nov  9 03:14:59 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: You're in such a rush, Nina-kun. - Mon Nov  9 03:15:50 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Do you really want to call me, "Sado-Sama" that badly? - Mon Nov  9 03:15:50 2015
<br><br><font color=teal>*Mizeku, Nina(Ninasky115) says: You're going to lose. - Mon Nov  9 03:16:41 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Right.. - Mon Nov  9 03:16:41 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Let's go..~ - Mon Nov  9 03:16:41 2015
<br><br><font color=yellow>*Asteroth(Lordlol45) grabs the trio of scrolls.

The fish is dropped onto the floor. "This is only three. . ."* - Mon Nov  9 03:16:41 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: Come..come.. - Mon Nov  9 03:17:32 2015
<br><br><font color=teal>*Asteroth(Lordlol45) says: --Hold it. - Mon Nov  9 03:17:32 2015
<br><br><font color=teal>*Shizan, Nigen(Un-Holybond) says: ... - Mon Nov  9 03:17:32 2015
